,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,19996,1,1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
1,1,19996,2,1,0,3.689368322745215e-08,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
2,2,19996,3,1,0,1.598316837619458e-07,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1.0
3,3,19996,4,1,0,4.0505308399198835e-07,1,0.0,0,1.6602161199973789e-06,0,0.0,0,0.0,0,0.0,0,1.0
4,4,19996,5,1,0,8.39293208848429e-07,1,0.0,0,5.532211272843088e-06,0,0.0,0,0.0,0,0.0,0,1.0
5,5,19996,6,1,0,1.5115452143316125e-06,0,0.0,0,1.269518162128168e-05,0,0.0,1,0.0,0,0.0,0,1.0
6,6,19996,7,1,0,2.4373691501927596e-06,0,0.0,0,2.341280518234962e-05,1,7.083594120723146e-06,0,0.0,0,0.0,0,1.0
7,7,19993,10,4,1,3.61227824347518e-06,1,0.0,1,3.90745335438422e-05,0,2.3604119231760915e-05,1,0.0,1,0.0,0,1.0
8,8,19991,12,3,1,5.031896926593297e-06,3,9.961295800113708e-07,0,5.9572137472079135e-05,0,6.124974322073636e-05,0,2.6563549907341742e-05,0,0.0,0,1.0
9,9,19987,16,5,1,6.756299560184356e-06,3,3.319326457184416e-06,2,8.509982626792801e-05,0,0.0001234988300116984,0,8.851568688801671e-05,0,0.0,0,1.0
10,10,19986,17,2,1,8.883512215900197e-06,2,9.609367429393937e-06,0,0.00011495623461967299,0,0.00021380069049624736,0,0.00020312360934082241,0,0.0,0,1.0
11,11,19984,19,3,1,1.1527488567814038e-05,2,2.0686334726552894e-05,0,0.0001479373335686594,0,0.00033046523644729794,1,0.0003746061801479168,0,0.0,0,1.0
12,12,19975,27,10,2,1.480173075215682e-05,7,3.768280492004632e-05,0,0.00018255801536199833,1,0.00047564485231864844,2,0.0005986311517918501,0,0.0,0,1.0
13,13,19959,42,17,2,1.8964215154496876e-05,13,6.051931634973708e-05,1,0.00021892038406180333,1,0.000658927426631903,2,0.0008646418133711034,0,0.0,0,1.0
14,14,19920,79,40,3,2.451377095223e-05,29,8.933608911890635e-05,2,0.00025776878953387894,4,0.000896033517120475,2,0.0011584783260612905,2,0.0,1,1.0
15,15,19892,103,29,5,3.269190912373462e-05,20,0.00012508554365822194,4,0.0003061095174503862,2,0.0012085322898026207,1,0.0015178270429470246,2,5.980515755238171e-05,0,1.0
16,16,19849,136,40,7,4.4741513088224886e-05,27,0.00017143964861953553,6,0.0003698118011739387,4,0.0016116640170809643,2,0.0019985328556424674,1,0.00019928415511708523,0,1.0
17,17,19822,155,28,9,6.241370994602944e-05,17,0.00023549893321718338,4,0.0004602173256228134,4,0.002122617920907809,1,0.002666138689754658,2,0.00045731235100768096,0,1.0
18,18,19685,277,134,12,8.692460125581306e-05,92,0.0003244537752237932,12,0.0005880259981654553,16,0.002744033343093104,10,0.0036147987643943124,4,0.0008433880901456665,0,0.9927007299270073
19,19,19622,322,62,17,0.00012195474009885052,43,0.0004540868107063517,9,0.0007840505011415657,4,0.0035369333445046543,5,0.0049774195814027014,1,0.0013477577535215065,0,0.9854014598540146
