,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,19996,1,1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
1,1,19996,2,1,0,3.689368322745215e-08,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1.0
2,2,19996,3,1,0,1.2293800053449366e-07,1,0.0,0,0.0,0,7.083594120723146e-06,0,0.0,0,0.0,0,1.0
3,3,19996,4,1,0,3.1900876668494686e-07,0,0.0,0,0.0,1,2.3604119231760915e-05,0,0.0,0,0.0,0,1.0
4,4,19996,5,1,0,6.432224426979757e-07,0,0.0,1,1.6602161199973789e-06,0,5.4166149100013216e-05,0,0.0,0,0.0,0,1.0
5,5,19996,6,1,0,1.1135441718636795e-06,1,9.961295800113708e-07,0,5.532211272843088e-06,0,9.98947107799375e-05,0,0.0,0,0.0,0,1.0
6,6,19996,7,1,0,1.7580651031855206e-06,1,3.319326457184416e-06,0,1.269518162128168e-05,0,0.00015963454139623413,0,0.0,0,0.0,0,1.0
7,7,19993,10,4,1,2.6002525122277473e-06,4,7.617108269371194e-06,0,2.341280518234962e-05,0,0.00023057052566736045,0,0.0,0,0.0,0,1.0
8,8,19983,20,11,1,3.787812767432944e-06,9,1.4047681812184061e-05,1,3.7414317423844816e-05,0,0.00030892671680169114,0,0.0,1,0.0,0,1.0
9,9,19980,23,4,1,5.691252887895811e-06,2,2.3444717961315306e-05,1,5.403992619923605e-05,0,0.0003905855934913353,0,2.6563549907341742e-05,1,0.0,0,1.0
10,10,19976,26,5,2,8.550658100674041e-06,3,3.673940876256474e-05,2,7.240464464664633e-05,0,0.00047156522451380253,0,0.00011507923679535845,0,0.0,0,1.0
11,11,19951,50,26,2,1.2684124009904692e-05,17,5.6371476662865475e-05,3,9.154342943732338e-05,2,0.0005483442606263535,3,0.0002916392962288391,0,0.0,1,0.9933333333333333
12,12,19942,56,9,3,1.876841310005398e-05,6,8.621788432623509e-05,1,0.00011384344838480934,2,0.0006393014811889508,0,0.0005777297894887393,0,5.980515755238171e-05,0,0.9933333333333333
