,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,49975,1,1,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0
1,1,49975,2,1,0,0.0,0,9.961295800113708e-07,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0
2,2,49975,3,1,0,0.0,1,4.315456037195787e-06,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
3,3,49975,4,1,0,3.689368322745215e-08,1,1.093643472655561e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
4,4,49975,5,1,0,1.598316837619458e-07,0,2.1664790081555255e-05,0,0.0,0,0.0,0,0.0,1,0.0,0,1.0
5,5,49975,6,1,0,4.0505308399198835e-07,1,3.6496270193487996e-05,0,0.0,0,0.0,0,2.6563549907341742e-05,0,0.0,0,1.0
6,6,49975,7,1,0,8.39293208848429e-07,1,5.487254110667288e-05,0,0.0,0,0.0,0,8.851568688801671e-05,0,0.0,0,1.0
7,7,49969,13,7,1,1.5115452143316125e-06,5,7.586673550165606e-05,1,0.0,0,0.0,1,0.00020312360934082241,0,0.0,0,1.0
8,8,49954,28,16,1,2.6218375663300203e-06,11,9.936496494657538e-05,1,0.0,2,7.083594120723146e-06,2,0.0003746061801479168,0,0.0,0,1.0
9,9,49940,42,15,1,4.632798761649623e-06,11,0.00012555531219064848,0,3.3204322399947578e-06,1,3.777130747320721e-05,3,0.0005986311517918501,0,0.0,0,1.0
10,10,49931,50,10,2,8.163727182034722e-06,8,0.00015436108466662868,2,1.2724638665683555e-05,0,0.0001226251699257045,0,0.0008646418133711034,0,0.0,0,1.0
11,11,49884,95,48,3,1.3874836110516405e-05,37,0.000187681201569608,7,3.0922574515406446e-05,1,0.00027903936667524667,2,0.0011584783260612905,1,0.0,0,1.0
12,12,49821,151,61,5,2.3454012588710215e-05,41,0.0002324408869298121,6,6.11810081059783e-05,9,0.0005360895984975951,4,0.001491263493039683,1,0.0,0,1.0
13,13,49720,241,98,8,3.8909808932220704e-05,59,0.00029716950803646133,11,0.00011871559638285876,11,0.0009250663557460557,12,0.001883453618847109,5,0.0,0,1.0
14,14,49302,622,394,13,6.346159410543945e-05,269,0.0003984280368019059,51,0.00022624163021915756,26,0.0015367232969008622,39,0.002480753593155186,8,0.0,1,0.984375
15,15,48951,902,308,28,0.00010836639970327154,200,0.0005940886822254597,40,0.0004405385983876193,25,0.0026761142235460604,24,0.003550513021901691,18,5.980515755238171e-05,1,0.984375
16,16,48251,1420,565,47,0.0001850148502078863,379,0.0009458986905094515,65,0.0008286109615142376,54,0.0046389251859499546,42,0.005719660506857108,21,0.0002590893126694669,4,0.96875
17,17,46889,2341,998,77,0.0003151048151856904,650,0.0015608834794888736,124,0.001518930776200897,95,0.007938136865940021,82,0.009843911014534969,39,0.0008958171363342931,8,0.921875
18,18,44746,3566,1351,126,0.0005312573823968818,880,0.002608334615414833,188,0.002720453081978813,140,0.013353293951099665,97,0.017439951303397844,40,0.002576278322040742,6,0.8671875
19,19,42326,4573,1206,199,0.0008794895628713186,810,0.004343562215157518,147,0.0047574760730494615,116,0.02186424440840563,91,0.030235386341875375,33,0.005973499433948869,9,0.84375
20,20,42326,4574,1,0,0.0014098587927749557,1,0.007024701449408455,0,0.00797161075965905,0,0.03454711416432568,0,0.04995938732950838,0,0.012060414240486298,0,0.84375
21,21,42326,4575,1,0,0.0021436141339822874,1,0.010774311105578024,0,0.012527842862477054,0,0.051809215391102226,0,0.0772613261564641,0,0.021230418494362996,0,0.84375
22,22,42326,4576,1,0,0.003083487192770516,0,0.015608326530453917,0,0.018460657888194988,1,0.07364099705997973,0,0.11201561754896491,0,0.03365063931443063,0,0.84375
23,23,42326,4577,1,0,0.004199923085151213,1,0.02137411233066104,0,0.025589643415603446,0,0.09932893785996509,0,0.1530010745498391,0,0.048962001497702884,0,0.84375
24,24,42326,4578,1,0,0.005443624723012129,1,0.0278148223882422,0,0.033598443970543915,0,0.12773430782632336,0,0.19833887142437814,0,0.0664766810167338,0,0.84375
25,25,42326,4579,1,0,0.006754960270433179,0,0.03461905177764178,1,0.04209919535928294,0,0.15750360911814423,0,0.24583094049920212,0,0.08532293680518549,0,0.84375
26,26,42326,4580,1,0,0.008072249290145134,0,0.041465375955213594,0,0.05068661272414427,1,0.18725159824000587,0,0.2932490867115683,0,0.10457506120948658,0,0.84375
27,27,42326,4581,1,0,0.009338053026193179,1,0.04805360771183091,0,0.05898207625140316,0,0.21569850920956626,0,0.33854894667513497,0,0.1233535839631787,0,0.84375
