,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,39984,1,1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
1,1,39984,2,1,0,3.689368322745215e-08,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
2,2,39984,3,1,0,1.598316837619458e-07,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
3,3,39984,4,1,0,4.419467672194405e-07,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
4,4,39984,5,1,0,9.622312093829227e-07,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
5,5,39984,6,1,0,1.7936602977891073e-06,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
6,6,39984,7,1,0,2.9945472755836937e-06,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,1.0
7,7,39979,12,6,1,4.566645332415858e-06,4,0.0,1,0.0,1,7.083594120723146e-06,0,0.0,0,0.0,0,1.0
8,8,39971,20,9,1,6.625580037527735e-06,7,9.961295800113708e-07,1,1.6602161199973789e-06,0,2.3604119231760915e-05,1,0.0,0,0.0,0,1.0
9,9,39966,25,6,1,9.401964476920745e-06,4,4.315456037195787e-06,0,5.532211272843088e-06,2,6.124974322073636e-05,0,0.0,0,0.0,0,1.0
10,10,39713,276,253,2,1.312423021278085e-05,174,1.093643472655561e-05,37,1.601561386127644e-05,23,0.0001234988300116984,10,0.0,7,0.0,2,0.9916666666666667
11,11,39658,321,54,9,2.4342407192615484e-05,38,5.852158454197598e-05,3,7.266219848797552e-05,8,0.0002846366317034788,4,0.0001859448493513922,1,0.00011961031510476342,0,0.9916666666666667
12,12,39561,395,90,16,4.659772818994008e-05,53,0.00016229973784934548,18,0.00020332726890177823,7,0.0005948408052477997,7,0.0006461733581234587,1,0.00039856831023417046,4,0.9916666666666667
13,13,38954,929,557,23,8.631285756095012e-05,364,0.000364593858885165,59,0.0004487339168761403,59,0.001154224384970163,53,0.0015369445021811152,20,0.0011538453322248888,2,0.9666666666666667
14,14,38457,1285,400,44,0.00015921575191048072,265,0.0007370018088105702,50,0.0009239674816483776,43,0.002377427146378777,30,0.0034451535554110915,11,0.0026035231158644374,1,0.95
15,15,37652,1839,625,71,0.0002796528361619981,401,0.0013538643397344925,84,0.0017341110536496242,56,0.0046191053850027,51,0.006830660638772783,29,0.004983138378860288,4,0.9416666666666667
16,16,36550,2522,790,107,0.0004715783968512003,538,0.0023401807402284053,87,0.003041327686795467,76,0.0085226290312462,61,0.012832217715435034,25,0.008619989787218103,3,0.9
17,17,34840,3447,1082,157,0.0007636239205103311,717,0.003827309397954173,134,0.00503435997834383,91,0.014773920450321578,92,0.0225301482207354,38,0.013728066213240629,10,0.8333333333333334
18,18,32902,4247,1023,223,0.001192286668885974,678,0.00599919826078366,127,0.007925570318506537,101,0.024293929320749665,75,0.03748220249838612,32,0.020945921761408363,10,0.7916666666666666
19,19,30587,4976,1029,300,0.001794011856525052,687,0.009032126559788255,133,0.011941513672742782,96,0.03789781870114628,80,0.05903487703727802,24,0.030972871059106177,9,0.775
20,20,30587,4977,1,0,0.002604084289310273,1,0.013105446125029,0,0.017284894920411787,0,0.05639467269115758,0,0.08822195886402506,0,0.04463804218661329,0,0.775
21,21,30587,4978,1,0,0.0036248060144389105,1,0.01823169411072028,0,0.023959342120901575,0,0.07980379313970294,0,0.12498556438215916,0,0.06219528450726257,0,0.775
22,22,30587,4979,1,0,0.004839843983428867,1,0.024332873493945105,0,0.031850766971092966,0,0.10771476605758072,0,0.16848719505209153,0,0.08353598906737943,0,0.775
23,23,30587,4980,1,0,0.006204872182274188,0,0.031188771824895118,0,0.04067032279707665,0,0.1390832073643758,0,0.21700218140828603,0,0.10796174626515145,1,0.775
24,24,30587,4981,1,0,0.007660107701068445,1,0.038500583249127245,0,0.05003391682217491,0,0.172519183744486,0,0.26833799668380476,0,0.13448612387671505,0,0.775
25,25,30587,4982,1,0,0.00913968535828971,1,0.04593780352126521,0,0.05952102261470821,0,0.20650045188824448,0,0.32015345956162244,0,0.16191778996996403,0,0.775
26,26,30587,4983,1,0,0.010579355690395071,0,0.05317734723058875,0,0.06872338383358603,0,0.23954846665833598,0,0.3702147729379569,1,0.1890767002739615,0,0.775
27,27,30587,4984,1,0,0.011922020276699356,0,0.05993167987054221,0,0.07727978088047266,1,0.27035382183167156,0,0.4165998079492094,0,0.21486213102484628,0,0.775
28,28,30587,4985,1,0,0.013121128267614744,1,0.06596604300046516,0,0.08489873719357971,0,0.2978521382279462,0,0.4577573278314061,0,0.2383371044000411,0,0.775
29,29,30587,4986,1,0,0.014142238725126108,1,0.07110638904550202,0,0.09136517170068546,0,0.3212580585558798,0,0.4925752394330632,0,0.2587712325347883,0,0.775
30,30,30587,4987,1,0,0.014963142719833658,1,0.07524018052797847,0,0.09654256994538499,0,0.3400672540566221,0,0.5203550370741311,0,0.27565550085727475,0,0.775
31,31,30587,4988,1,0,0.015573034632311186,1,0.07831220476011883,0,0.10036600207141562,0,0.35403622130684037,0,0.54078078796132,0,0.2886958860885261,0,0.775
32,32,30587,4989,1,0,0.015971042393402655,1,0.08031728670223932,0,0.10283295483280032,0,0.36314837393161525,0,0.5538670591767915,0,0.29779263070540085,0,0.775
33,33,30587,4990,1,0,0.016164451294836752,1,0.08129141307613673,0,0.10399211032536129,0,0.3675732328885263,0,0.5598981665903111,0,0.3030110833006385,0,0.775
34,34,30587,4991,1,0,0.01616684224536437,0,0.08130240131160915,0,0.1039316383240457,0,0.36762379142984747,1,0.5593654586335595,0,0.30454879472931756,0,0.775
35,35,30587,4992,1,0,0.015996264311456145,0,0.08044090433133631,1,0.10276794675356549,0,0.3637226643506029,0,0.5529074055059839,0,0.3027023257357058,0,0.775
36,36,30587,4993,1,0,0.01567363944252556,0,0.07881325263408294,0,0.10063549892795412,0,0.35635327915920767,1,0.5412555702755495,0,0.29783611988759795,0,0.775
37,37,30587,4994,1,0,0.015221356278031027,1,0.076532761077054,0,0.09767803777421166,0,0.3460421166314521,0,0.5251881710758243,0,0.29035488638500656,0,0.775
38,38,30587,4995,1,0,0.014662177842774867,0,0.07371491492998151,0,0.0940413550958063,0,0.333314995731042,1,0.5054919074666583,0,0.280680231447322,0,0.775
39,39,30587,4996,1,0,0.014018290261190555,0,0.07047200105522221,0,0.0898676004639336,0,0.318691781448177,1,0.48293198598547266,0,0.2692317591064431,0,0.775
40,40,30587,4997,1,0,0.013310675248179757,0,0.06690986598306828,1,0.08529102948962093,0,0.3026612194171076,0,0.4582297913095839,0,0.2564125049733232,0,0.775
41,41,30587,4998,1,0,0.012558616405144683,1,0.06312661502185068,0,0.08043503466314367,0,0.28566732552094937,0,0.4320473583752279,0,0.24259833897245053,0,0.775
42,42,30587,4999,1,0,0.011779449208111989,1,0.059209542974165016,0,0.0754102741255193,0,0.26810516885498353,0,0.4049776587447127,0,0.22813084532824732,0,0.775
43,43,30587,5000,1,0,0.010988387175922043,1,0.05523542083148448,0,0.0703137064971838,0,0.25031407614090556,0,0.37753967947391087,0,0.21331313384705256,0,0.775
44,44,30587,5001,1,0,0.010198496804892158,1,0.05126955059191071,0,0.06522834657668894,0,0.23257954858626947,0,0.3501773102354723,0,0.19840803371801446,0,0.775
45,45,30587,5002,1,0,0.009420727973986883,1,0.047366213170508376,0,0.06022357213224003,0,0.2151363777112771,0,0.32326113740961737,0,0.18363815203565806,0,0.775
46,46,30587,5003,1,0,0.008664012472664847,1,0.04356933621703558,0,0.05535583222311767,0,0.198172935096172,0,0.29709235180521687,0,0.16918733048368295,0,0.775
47,47,30587,5004,1,0,0.007935407885889026,1,0.03991337637361329,0,0.05066962967239714,0,0.18183600082065612,0,0.27190809478356753,0,0.15520309509407143,0,0.775
48,48,30587,5005,1,0,0.007240271041118158,0,0.03642431387972365,1,0.046198672509220974,0,0.16623573287936716,0,0.24788768555991017,0,0.14179975859562122,0,0.775
49,49,30587,5006,1,0,0.0065824107756179,0,0.03312168348154678,0,0.04196711013497704,1,0.15145053185298657,0,0.22515928366900836,0,0.1290618977917776,0,0.775
50,50,30587,5007,1,0,0.005964307696017753,1,0.030017937742495254,0,0.037992449103347814,0,0.1375316529804867,0,0.20380664103143364,0,0.11704798663876062,0,0.775
51,51,30587,5008,1,0,0.0053873316603099165,1,0.027120409134462422,0,0.03428401041159442,0,0.12450748113299938,0,0.1838756857649659,0,0.10579401753645569,0,0.775
52,52,30587,5009,1,0,0.00485191872172046,1,0.024431418009372142,0,0.030845727761982956,0,0.11238742542821424,0,0.16538075426953916,0,0.0953169880546379,0,0.775
53,53,30587,5010,1,0,0.004357765192171328,0,0.021949275448416957,0,0.027675878996024954,1,0.101165417199896,0,0.1483103495329837,0,0.08561816781174802,0,0.775
54,54,30587,5011,1,0,0.0039039361672838268,0,0.019669118470932622,1,0.02477000069513433,0,0.09082301272848611,0,0.13263235300607987,0,0.07668609084825094,0,0.775
55,55,30587,5012,1,0,0.0034890213040984336,1,0.01758466442689785,0,0.022119130165334417,0,0.08133211370321596,0,0.1182986560564342,0,0.06849924319571839,0,0.775
56,56,30587,5013,1,0,0.0031112738989837207,0,0.01568721042897444,1,0.019712362072342116,0,0.07265732583266048,0,0.10524920635302876,0,0.061028434174495674,0,0.775
57,57,30587,5014,1,0,0.0027686656647203755,1,0.013968169829057216,0,0.01753630102295205,0,0.06475798063788674,0,0.09341548599522856,0,0.05423885404190335,0,0.775
58,58,30587,5015,1,0,0.00245905555977878,1,0.012417065651003882,0,0.015576004981484112,0,0.05758984808999415,0,0.08272345315330912,0,0.04809183073192881,0,0.775
59,59,30587,5016,1,0,0.0021802143179818112,1,0.01102305256878952,0,0.013815664943675017,0,0.051106568952777646,0,0.07309598868735319,0,0.04254630529914505,0,0.775
60,60,30587,5017,1,0,0.0019299056282736883,0,0.009774491547306257,0,0.012239187416643548,1,0.045260835848953566,0,0.06445489476996717,0,0.03756004995614434,0,0.775
61,61,30587,5018,1,0,0.0017058833544418485,0,0.008659442989323241,1,0.01083231823778203,0,0.040005351463542144,0,0.05672249491599571,0,0.033090654846144575,0,0.775
62,62,30587,5019,1,0,0.001505944676327414,0,0.007667007023469256,1,0.009580219746894474,0,0.03529359113926062,0,0.0498228848293697,0,0.029096310408585995,0,0.775
63,63,30587,5020,1,0,0.0013279394029652816,1,0.00678694692177316,0,0.00846934824512262,0,0.031080395568017248,0,0.043682881782691516,0,0.025536411783437046,0,0.775
64,64,30587,5021,1,0,0.0011698405093923745,1,0.006009227542734765,0,0.0074862643930486365,0,0.027322417468435625,0,0.03823271739068894,0,0.02237201049351551,0,0.775
65,65,30587,5022,1,0,0.0010297425778555821,1,0.005324339508275891,0,0.006617998152925332,0,0.023978444165418552,0,0.03340651505357103,0,0.019566136911375105,0,0.775
66,66,30587,5023,1,0,0.0009058898344476912,1,0.004722749202279612,0,0.0058522249898571455,0,0.021009615937565028,0,0.029142589363246228,0,0.01708401496850862,0,0.775
67,67,30587,5024,1,0,0.0007966677237209806,1,0.004195192427102578,0,0.005177421751725201,0,0.018379557938477467,0,0.025383600635665745,0,0.014893188361173962,0,0.775
68,68,30587,5025,1,0,0.0007005949761808839,1,0.0037328600591821012,0,0.004582976920821139,0,0.01605444148088483,0,0.022076593640440723,0,0.012963575269452389,0,0.775
69,69,30587,5026,1,0,0.0006163142789931792,1,0.0033275566012081247,0,0.004059249984148163,0,0.014002988537748094,0,0.01917294567396744,0,0.011267466421077267,0,0.775
70,70,30587,5027,1,0,0.0005425831020913805,0,0.002971809624346409,0,0.0035975847292190706,0,0.012196431491017679,0,0.01662824545095662,1,0.009779479259055266,0,0.775
71,71,30587,5028,1,0,0.0004782284056283232,1,0.0026589271188766127,0,0.003190285521430891,0,0.010608438466101554,0,0.014428684473819422,0,0.00847647905070615,0,0.775
72,72,30587,5029,1,0,0.000422200679922852,0,0.002383009062562961,1,0.0028305666105938035,0,0.009215013040286725,0,0.012546546794298223,0,0.007337476027658236,0,0.775
73,73,30587,5030,1,0,0.00037349401465648836,1,0.0021399193117003956,0,0.0025124838060409703,0,0.007994375711807703,0,0.010966157900709731,0,0.006343506081203939,0,0.775
74,74,30587,5031,1,0,0.0003312314430520767,0,0.0019255747664610248,1,0.0022308563855894564,0,0.0069268332634026455,0,0.009662148848592468,0,0.0054775011558551275,0,0.775
75,75,30587,5032,1,0,0.0002945798684077613,1,0.0017378579952370308,0,0.001981185403048381,0,0.005994641046448805,0,0.0086037025110459,0,0.004724154279984919,0,0.775
76,76,30587,5033,1,0,0.00026283295280130753,1,0.001574076803059663,0,0.0017595729250179896,0,0.005181862242601686,0,0.007756629886459968,0,0.004069783135863268,0,0.775
