,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,299991,10,10,0,0.0,3,0.0,3,0.0,2,0.0,2,0.0,0,0.0,0
1,1,299991,20,10,0,1.1068104968235646e-07,7,2.9883887400341124e-06,2,3.3204322399947578e-06,1,1.4167188241446292e-05,0,0.0,0,0.0,0
2,2,299988,32,13,1,6.27069784195646e-07,11,1.195023853157599e-05,1,1.2724638665683555e-05,1,4.720823846352183e-05,0,0.0,0,0.0,0
3,3,299983,46,15,1,2.112741769615913e-06,12,3.0486107302493784e-05,1,3.258279063540383e-05,2,0.00010833229820002643,0,0.0,0,0.0,0
4,4,299968,69,25,2,5.330701115301765e-06,17,6.169271801249036e-05,1,6.837343549881877e-05,4,0.000199789421559875,3,0.0,0,0.0,0
5,5,299922,121,56,4,1.1341992899675981e-05,41,0.00010737369307484689,7,0.00012864190867699663,3,0.0003405198651546377,3,0.0,1,0.0,1
6,6,299876,171,56,6,2.213376143892722e-05,32,0.000174126058537534,12,0.00022140683169859435,6,0.000553204191392173,3,2.6563549907341742e-05,2,5.980515755238171e-05,1
7,7,299734,313,152,10,3.963932964714089e-05,100,0.0002744784724028858,20,0.000360427800304713,17,0.0008724150209608741,14,0.0001416427867027002,1,0.0002590893126694669,0
8,8,299493,543,247,17,6.858768019362716e-05,174,0.0004336582132143006,31,0.0005775137718384761,24,0.0014133364420079295,14,0.00040671853302419757,3,0.0006565965061247662,1
9,9,299319,694,179,28,0.00011692477833371105,120,0.0006941144577948249,23,0.0009230335122604588,20,0.0023138446397909366,13,0.0009490597354396035,3,0.0013605055987057292,0
10,10,298302,1653,1001,42,0.00019262825037728485,660,0.001098617500664715,125,0.001454586881873502,94,0.0037478583349975416,85,0.0018962048318145815,34,0.002390429998784258,3
11,11,297367,2476,902,79,0.0003244908540383305,624,0.0017939396778010135,109,0.0023574698602472246,79,0.006399307837843089,65,0.004214588882638857,21,0.003931139546833063,4
12,12,295332,4275,1930,131,0.0005446906535498071,1286,0.002934760804371895,216,0.0038231520051740598,184,0.010951683778371454,157,0.00878695037530831,73,0.006235312442718233,14
13,13,292523,6598,2545,222,0.0009199933857774051,1700,0.004830857112454898,315,0.006274261339199301,230,0.018982046264155734,197,0.018270181689917585,81,0.010259925340474764,22
14,14,289116,9225,2987,360,0.001540259031809809,2000,0.007918436692387591,376,0.010253460253963474,286,0.03250661271612726,200,0.035861570096372926,100,0.017690700540534832,25
15,15,284073,12962,4282,545,0.002521397124981766,2819,0.012764573884873117,554,0.016493181911748943,416,0.053924994152851326,323,0.06600144372749538,142,0.0309176376107907,28
16,16,277161,17588,5425,799,0.004017110367285896,3576,0.02016585258405097,645,0.02598870436371895,524,0.08657774177002212,453,0.11446013080842118,174,0.05290117525519735,53
17,17,268175,23090,6639,1137,0.006212829335803279,4419,0.03104931084016568,804,0.03996099149399081,610,0.13471456615994873,531,0.18802801005086853,218,0.08814493558101673,57
18,18,256554,29376,7855,1567,0.009331377783813275,5235,0.04653974591812194,960,0.05983781439533012,745,0.20345790428345867,604,0.2948448545429806,237,0.14159790164855887,74
19,19,242603,35823,8550,2102,0.013626795066672467,5688,0.06789900929467314,1076,0.08726885418600455,765,0.2986798107108079,674,0.4434863247576686,271,0.21964905991501965,76
20,20,242603,35833,10,0,0.019363232509238465,5,0.09646221771969445,4,0.12386712923053873,1,0.4265595050206052,0,0.6429655247642919,0,0.3287284070952342,0
