,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,399984,10,10,0,0.0,8,0.0,1,0.0,1,0.0,0,0.0,0,0.0,0
1,1,399984,20,10,0,2.951494658196172e-07,6,9.961295800113708e-07,0,1.6602161199973789e-06,2,0.0,1,0.0,1,0.0,0
2,2,399980,33,14,1,1.2048661036406621e-06,8,3.319326457184416e-06,3,8.852643512837846e-06,2,7.083594120723146e-06,1,2.6563549907341742e-05,0,0.0,0
3,3,399965,57,25,1,3.2896981366865368e-06,17,1.0605497009405307e-05,2,2.7080036406962614e-05,3,3.0687713352484064e-05,2,8.851568688801671e-05,0,0.0,1
4,4,399943,86,32,3,7.46566265719546e-06,20,2.599792034376005e-05,1,6.48482393305913e-05,4,9.193745657322042e-05,5,0.00020312360934082241,2,5.980515755238171e-05,0
5,5,399689,345,264,5,1.4857879701525763e-05,162,5.293469568379772e-05,42,0.00013286778932962618,20,0.00023668706894708827,28,0.00042773327996260027,9,0.00019928415511708523,3
6,6,399631,399,67,13,3.198943900241619e-05,44,0.0001349579835183255,11,0.0002691128837667899,3,0.0006842227819152507,5,0.0010147344747339592,2,0.0006367278236648261,2
7,7,399300,714,336,21,6.275510382901889e-05,230,0.00029687015639580876,33,0.0004919571477418375,32,0.0015571585432164572,26,0.002120657313859582,12,0.0015608508706016857,3
8,8,398598,1373,695,36,0.00011967287607672754,465,0.0006004461838241697,109,0.0008739539262141,55,0.0031770860972591833,49,0.00423159714308866,12,0.003297678589435865,5
9,9,397299,2559,1253,67,0.00022390036004208197,877,0.001175845370107218,134,0.0015248805084475134,109,0.005987511927888451,81,0.007820615928273239,38,0.0062883211952122564,14
10,10,394966,4615,2179,123,0.00041722146429439266,1459,0.0022052162548183356,257,0.0026760303720549643,187,0.01074079043567477,186,0.014143637186441498,72,0.011543876762562716,18
11,11,391157,7809,3418,224,0.000772919276772333,2252,0.004042523439746508,447,0.004741144275250211,305,0.019080747632204707,285,0.02556122099237396,100,0.02051629886940416,29
12,12,385902,11872,4456,393,0.0014093960154532314,2983,0.00728659637020949,551,0.008423362259266756,418,0.03370724155785529,322,0.04582971443117247,156,0.03568326762618092,26
13,13,377937,17482,6251,641,0.002492955009189072,4100,0.012757950256909165,821,0.014748578611802005,591,0.058223529358471825,507,0.08099523341365657,191,0.059690793285823454,41
