,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,499975,10,10,0,0.0,7,0.0,0,0.0,1,0.0,1,0.0,1,0.0,0
1,1,499975,20,10,0,2.5825578259216506e-07,6,0.0,0,1.6602161199973789e-06,0,7.083594120723146e-06,2,2.6563549907341742e-05,1,0.0,1
2,2,499967,37,18,1,1.0819281031061685e-06,10,0.0,2,5.532211272843088e-06,2,3.777130747320721e-05,3,0.00011507923679535845,1,5.980515755238171e-05,0
3,3,499950,62,27,2,3.0813704196839463e-06,17,1.9922591600227416e-06,3,1.601561386127644e-05,5,0.0001226251699257045,2,0.00031820284613618083,0,0.00019928415511708523,0
4,4,499930,89,30,3,7.191254216100966e-06,20,9.627041654402944e-06,4,4.277830832802269e-05,1,0.00029320655491669296,5,0.000666245476376756,0,0.00045731235100768096,0
5,5,499898,126,42,5,1.4590680780034568e-05,31,2.9176714230341116e-05,5,9.2125953150621e-05,2,0.0006045486193232863,3,0.0011763609412805895,1,0.0008433880901456665,0
6,6,499772,255,136,7,2.6996048406152334e-05,86,6.920464216127622e-05,17,0.00017319408818318156,15,0.0010971274175206418,10,0.001864442695218212,8,0.0013477577535215065,0
7,7,499538,484,242,13,4.825362689130596e-05,176,0.00015103949042276018,18,0.0003129601513730126,14,0.0018612398582875697,25,0.0029227753773709945,6,0.0019466539696467314,3
8,8,499080,923,463,24,8.625441325481464e-05,329,0.0003008288214025817,53,0.0005417242321525422,33,0.0030945227334246823,33,0.004558450486453741,15,0.002787612760022197,0
9,9,497283,2636,1757,44,0.00015669765568517355,1173,0.0005862237708640497,232,0.0009324376783217736,157,0.005104037530335268,128,0.0073206950760581055,57,0.003895476885714735,10
10,10,493336,6191,3661,106,0.00031033558699317934,2415,0.0012650641107666333,465,0.0017746382555941646,332,0.008951577993657228,297,0.012945450769632579,118,0.005951305466812169,34
11,11,488052,10515,4575,251,0.0006574132245308183,3047,0.002904771665779401,585,0.003731787148904881,391,0.01715330206089549,352,0.025270442618544543,161,0.011185925776909036,39
12,12,480509,16082,6052,485,0.0013659426164559444,4012,0.006383281876317886,733,0.007791040978467939,606,0.033412723645457124,464,0.05050464944717555,191,0.022942519228850423,46
