,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,99999,10,10,0,0.0,8,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0
1,1,99999,20,10,0,2.951494658196172e-07,8,0.0,1,1.6602161199973789e-06,1,7.083594120723146e-06,0,0.0,0,0.0,0
2,2,99997,31,12,1,1.2786534700955664e-06,7,9.961295800113708e-07,5,7.192427392840467e-06,0,2.3604119231760915e-05,0,0.0,0,0.0,0
3,3,99996,41,11,1,3.4986804545280718e-06,4,8.299974357241269e-06,5,1.8227392894124766e-05,0,5.4166149100013216e-05,1,0.0,1,0.0,0
4,4,99987,58,19,2,7.427336941619079e-06,14,2.919438845535013e-05,4,3.61079868036313e-05,1,0.00010697830490066065,0,2.6563549907341742e-05,0,0.0,0
5,5,99975,77,22,3,1.3796777396082103e-05,12,7.27143737650076e-05,6,6.248733872619182e-05,1,0.00018323866062799505,2,8.851568688801671e-05,1,0.0,0
6,6,99907,150,78,4,2.3192836164792856e-05,51,0.0001500266220978861,14,9.864667101592134e-05,5,0.00029890386300881995,7,0.00022968715924816415,1,0.0,0
7,7,99872,187,45,5,3.768661614974976e-05,35,0.00027923550963355944,5,0.00015297304433999407,0,0.0005056148248902125,4,0.0004896854169432753,1,0.0,0
8,8,99858,199,24,8,5.9108723032554954e-05,19,0.0004711500834752536,1,0.00022771711725181644,3,0.0008521156441928147,0,0.0009168339979280309,1,0.0,0
9,9,99800,251,67,11,8.9264505441739e-05,41,0.0007325724521340076,9,0.00033135012465473294,6,0.0013755046923681741,6,0.0015574508396552012,3,0.0,2
10,10,99717,325,93,12,0.00013021880391964492,66,0.0010695829009800147,10,0.00047411730538091936,6,0.002134969196804467,7,0.002503045603951922,2,0.00011961031510476342,2
11,11,99643,384,84,15,0.00018431439432297096,55,0.001483595963184843,11,0.000668129879643916,7,0.0031780078507818543,8,0.0038243768582627677,3,0.0005181786253389338,0
12,12,99583,422,70,20,0.0002535690762312223,48,0.0019773280889205072,11,0.0009292604468308038,6,0.004567386010150353,3,0.005630824704944438,2,0.0013131930122495324,0
13,13,99490,487,103,26,0.00033974634842710486,62,0.0025531895885339473,15,0.0012714184941737502,11,0.006331298002579587,11,0.007991487701350353,4,0.002601400882306695,0
14,14,99335,606,165,21,0.00044438661849764927,109,0.0032167818697125053,19,0.001714617374842705,20,0.008536994568436082,11,0.011011653080429873,4,0.004382291687334346,2
15,15,99203,692,141,29,0.0005700005920461835,91,0.003977210403115041,21,0.0022918325753526134,14,0.011232422656744354,10,0.014773955383415806,5,0.006708433761441239,0
16,16,98439,1391,765,37,0.0007184895689010181,495,0.004847125018661753,106,0.0030314641117378787,76,0.01446929857824658,59,0.019387767988204765,26,0.009508270824257738,3
17,17,98124,1621,324,49,0.0009069195924569602,226,0.005925184447250259,36,0.004067782851461063,28,0.018636444047025233,22,0.025509090302788393,9,0.01290568359012957,3
18,18,97521,2107,609,61,0.0011465836164548382,409,0.007267316650511582,87,0.005479938479116966,45,0.023954340367702213,49,0.033515107830557125,16,0.01702192663555731,3
