,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,499975,10,10,0,0.0,8,0.0,1,0.0,0,0.0,1,0.0,0,0.0,0,1.0
1,1,499975,20,10,0,2.951494658196172e-07,7,9.961295800113708e-07,2,0.0,1,7.083594120723146e-06,0,0.0,0,0.0,0,1.0
2,2,499970,34,15,1,1.2417597868681143e-06,11,5.311585617207158e-06,1,1.6602161199973789e-06,2,2.3604119231760915e-05,1,0.0,0,0.0,0,1.0
3,3,499957,55,23,2,3.523317186903387e-06,15,1.5251890763751397e-05,2,8.852643512837846e-06,2,6.124974322073636e-05,3,0.0,1,0.0,0,1.0
4,4,499940,79,27,3,8.042804375801532e-06,18,3.4593483968133614e-05,4,2.7080036406962614e-05,1,0.00014474961237386785,2,2.6563549907341742e-05,1,0.0,1,1.0
5,5,499915,110,35,4,1.5904846026537837e-05,19,6.878423150945757e-05,7,6.152780709059654e-05,5,0.0002987802364329764,4,0.00011507923679535845,0,5.980515755238171e-05,0,1.0
6,6,499764,263,160,7,2.829581854780318e-05,111,0.00012685324072772054,18,0.0001234635829039374,8,0.0005685062986937519,14,0.0002916392962288391,9,0.00019928415511708523,0,0.9991539763113367
7,7,499677,347,96,12,4.973722172059677e-05,60,0.00023046869095067743,14,0.00022933213835710104,13,0.001070164483354932,5,0.000816801738654815,2,0.00045731235100768096,2,0.9991539763113367
8,8,499284,729,401,19,8.380356464175402e-05,268,0.0004023369231146413,44,0.00040804234492427665,38,0.0018823894011555946,36,0.0018230056137466008,10,0.0009629984052504299,5,0.9983079526226735
9,9,498618,1361,668,36,0.0001430305207781981,447,0.0006999929439510226,80,0.000735479326541795,66,0.003322407516134816,51,0.003734052322079806,18,0.0020453518515175855,6,0.9966159052453468
10,10,496864,2996,1701,66,0.0002480827311499192,1100,0.001223624520124237,222,0.0013516687724545373,172,0.005845757510361885,130,0.007164123746657609,57,0.00421653039256181,20,0.9906937394247038
11,11,494123,5390,2528,134,0.00044970256563328615,1654,0.002240621491055046,317,0.002612036280987065,240,0.01061052405764867,223,0.013898711797727122,79,0.008973343304444934,15,0.9856175972927242
12,12,487913,10502,5365,253,0.0008312301460444987,3595,0.00418083010405061,654,0.005072770714346998,510,0.019691479260498534,407,0.026758314314018643,162,0.01783671494980834,37,0.9703891708967851
13,13,479977,16311,6297,488,0.00156853796410797,4221,0.007926294149546731,790,0.009880777888396863,549,0.03700459587621255,488,0.051583562332885774,201,0.03402204226238832,48,0.9450084602368867
14,14,467349,24537,9061,835,0.0028961963381975717,6034,0.0146649895565465,1156,0.018462830766766032,824,0.06786628516670654,683,0.09637316016597237,283,0.06163736391248803,81,0.9103214890016921
15,15,448584,34696,11503,1344,0.00516153326385516,7638,0.026168108613453117,1486,0.03295302564700892,1061,0.11985414640840562,858,0.17278636364481745,364,0.10747060975238025,96,0.8604060913705583
16,16,424402,44927,12270,2039,0.008798064168577788,8087,0.044684837583791756,1531,0.055997089620700304,1150,0.2023040868363948,991,0.2956286266584392,415,0.18001781503269806,96,0.8189509306260575
17,17,394004,54130,12099,2896,0.014281414665519155,8063,0.07266779678410429,1512,0.09055636841849274,1119,0.32593591821356216,938,0.48196911929068625,382,0.28872941510000955,85,0.7766497461928934
18,18,358074,61236,10974,3868,0.022076022565463475,7427,0.11251162506965551,1255,0.13951437472976116,1021,0.5009778690434885,842,0.7480188495523646,346,0.44217145776239036,83,0.7326565143824028
19,19,317652,65356,9011,4891,0.03255260241498298,6033,0.16597219645509198,1143,0.2051859473405924,806,0.7356805390553031,664,1.1069199981596598,284,0.6469990351912787,81,0.7021996615905245
20,20,317652,65366,10,0,0.0459061639204152,6,0.23399058809367412,2,0.28873996289034776,0,1.0341477160083878,2,1.5654662488548599,0,0.9068875958696451,0,0.7021996615905245
21,21,317652,65376,10,0,0.061938082099728,7,0.31544464534111943,1,0.38891102639460223,1,1.3918020680435603,0,2.116719546268272,1,1.2176615567376459,0,0.7021996615905245
22,22,317652,65386,10,0,0.08019588897812245,7,0.40798548370710397,2,0.5028365969996884,1,1.7983467945385452,0,2.7449538543152996,0,1.5707337037388087,0,0.7021996615905245
23,23,317652,65396,10,0,0.09994573229656017,8,0.5078747531338221,0,0.6259238919741041,0,2.237359803959924,1,3.4247623460987606,1,1.9520577233220413,0,0.7021996615905245
24,24,317652,65406,10,0,0.12032344900821386,6,0.6107415394630139,0,0.7527837649368706,1,2.689614239843265,3,4.126316614872123,0,2.3450756368658423,0,0.7021996615905245
25,25,317652,65416,10,0,0.14044608058199787,8,0.7121408334841847,0,0.8779253795456451,1,3.1355542994617545,1,4.819149467324921,0,2.732852652844092,0,0.7021996615905245
26,26,317652,65426,10,0,0.15949862866098322,7,0.8079826295280994,1,0.9962898390278804,0,3.557177525520473,1,5.475164991006553,1,3.0997428147884807,0,0.7021996615905245
27,27,317652,65436,10,0,0.1767916094261827,7,0.8948185745100681,2,1.1036049823323475,0,3.939306476413095,1,6.07062537333028,0,3.432502771385066,0,0.7021996615905245
28,28,317652,65446,10,0,0.191792247034788,6,0.9699949176826492,0,1.196576560404693,1,4.2702492137031784,2,6.587177765289234,1,3.720895778020606,0,0.7021996615905245
29,29,317652,65456,10,0,0.20413403439162128,7,1.0316955826953509,2,1.2729465812278156,0,4.54200796730487,0,7.012236345559827,0,3.9578817278078846,1,0.7021996615905245
30,30,317652,65466,10,0,0.2136106773159355,7,1.0789123102352836,1,1.3314512691547744,1,4.750115360241486,1,7.338704345338221,0,4.139562678876032,0,0.7021996615905245
31,31,317652,65476,10,0,0.22015952812703196,7,1.1113562314747076,0,1.3717207257086594,1,4.893281349559044,2,7.564434635302996,0,4.264767252644614,0,0.7021996615905245
32,32,317652,65486,10,0,0.22383915793209785,6,1.1293446942931036,1,1.3941363882261735,1,4.97288717387614,1,7.691436610538373,1,4.334678508535764,0,0.7021996615905245
33,33,317652,65496,10,0,0.22480440531913662,6,1.1336761187860023,2,1.3996767858618178,1,4.992427751364247,0,7.725051670931589,1,4.35230645331055,0,0.7021996615905245
34,34,317652,65506,10,0,0.2232815540510839,7,1.1255050122167014,1,1.3897623990378436,1,4.956961075081968,0,7.673084227882405,1,4.322019693674262,0,0.7021996615905245
35,35,317652,65516,10,0,0.21954525674156464,5,1.1062250894541787,2,1.366111788444919,2,4.872596909766886,1,7.54501882528122,0,4.24910543591449,0,0.7021996615905245
36,36,317652,65526,10,0,0.21389810627064848,7,1.0773691035949975,1,1.33061669434994,0,4.746053829889112,1,7.351283172977446,1,4.139382954489143,0,0.7021996615905245
37,37,317652,65536,10,0,0.20665367903492735,7,1.0405207341919587,1,1.2852313821786472,1,4.584281606656868,1,7.102697252609845,0,3.998878790978574,0,0.7021996615905245
38,38,317652,65546,10,0,0.1981227125154196,5,0.9972470317587944,3,1.2318918493534599,1,4.394163944668647,0,6.809942547497066,1,3.8335655295619544,0,0.7021996615905245
39,39,317652,65556,10,0,0.18860257182829052,10,0.9490472213464571,0,1.172447788301239,0,4.182279093479495,0,6.483262780497313,0,3.6491615172856187,0,0.7021996615905245
40,40,317652,65566,10,0,0.17836988536994017,5,0.8973109196248523,2,1.1086157676094428,0,3.9547374458400286,2,6.13214436778567,1,3.4509860370207925,0,0.7021996615905245
41,41,317652,65576,10,0,0.16767517640912757,6,0.843298012696175,1,1.0419493034908034,0,3.717082531556667,1,5.765206899125385,2,3.2438628518652375,0,0.7021996615905245
42,42,317652,65586,10,0,0.1567402214518333,8,0.7881203738747904,1,0.9738207373767641,0,3.4742143043413733,0,5.390098086239486,1,3.0320643983065674,0,0.7021996615905245
43,43,317652,65596,10,0,0.1457568090343776,8,0.7327385837972945,1,0.905415140855152,0,3.2303682033539807,0,5.0134281337356645,1,2.819288932922158,0,0.7021996615905245
44,44,317652,65606,10,0,0.13488693389042009,6,0.6779624087909558,0,0.8377322504480688,2,2.989116775165611,1,4.6407954479829385,1,2.608663406474495,0,0.7021996615905245
45,45,317652,65616,10,0,0.12426394202516901,5,0.6244563194749162,2,0.7715977604711308,2,2.753401028583128,1,4.276802244677969,0,2.4027655729016715,0,0.7021996615905245
46,46,317652,65626,10,0,0.11399441112205555,7,0.5727520235148111,0,0.7076732590650048,0,2.525570746799255,2,3.9250944764144453,1,2.2036597066083736,0,0.7021996615905245
47,47,317652,65636,10,0,0.1041605606235364,6,0.523256923268803,0,0.646468778609887,1,2.3074480744643124,1,3.588487237506371,1,2.0129412050627202,1,0.7021996615905245
48,48,317652,65646,10,0,0.09482278489159564,7,0.4762698704252144,2,0.5883613067424003,0,2.1003717093428014,1,3.269029847927195,0,1.8318460360179076,0,0.7021996615905245
49,49,317652,65656,10,0,0.0860224775263877,9,0.4319955862247824,1,0.5336066631620042,0,1.9052626616035118,0,2.9680959902394726,0,1.6612026418074477,0,0.7021996615905245
50,50,317652,65666,10,0,0.07778474138815242,6,0.39055645122951127,3,0.482358553189818,0,1.7226697724546474,1,2.686491498129399,0,1.5015422172853745,0,0.7021996615905245
51,51,317652,65676,10,0,0.07012082688189687,5,0.3520090523293342,2,0.43468368772389865,3,1.552838858893968,0,2.4245341888376504,0,1.3530996558945363,0,0.7021996615905245
52,52,317652,65686,10,0,0.06303058347253149,7,0.31635286454263517,1,0.3905824362763254,0,1.395751912532161,2,2.1821487339241403,0,1.215869826221896,0,0.7021996615905245
53,53,317652,65696,10,0,0.05650467334191768,8,0.28354154775656365,1,0.34999466171128474,1,1.2512007191972399,0,1.9589498124847973,0,1.0896550353825807,0,0.7021996615905245
