,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,199996,10,10,0,0.0,3,0.0,2,0.0,2,0.0,3,0.0,0,0.0,0
1,1,199996,20,10,0,1.1068104968235646e-07,6,1.9922591600227416e-06,1,3.3204322399947578e-06,1,2.125078236216944e-05,2,0.0,0,0.0,0
2,2,199994,31,12,1,5.901761009681938e-07,9,7.634782494380203e-06,1,1.2724638665683555e-05,2,8.497954593672904e-05,0,0.0,0,0.0,0
3,3,199991,43,13,1,1.9160164026265155e-06,9,1.9549672575938176e-05,2,3.42430067554012e-05,1,0.00020970668576356146,1,0.0,0,0.0,0
4,4,199985,57,16,2,4.692028981092927e-06,13,4.102405751094648e-05,1,7.224543065166447e-05,1,0.00041510002466056206,0,0.0,1,0.0,0
5,5,199976,73,19,3,9.741089556084218e-06,15,7.419674933854333e-05,1,0.00013082423066544308,2,0.0007022971649803384,1,2.6563549907341742e-05,0,0.0,0
6,6,199946,108,40,5,1.796443044976986e-05,24,0.00012089384822016408,4,0.00021386760532113568,7,0.0010722304030152858,4,8.851568688801671e-05,0,0.0,1
7,7,199384,672,571,7,3.059473335249706e-05,367,0.00018477442333021633,69,0.00033247177252951744,53,0.0015397544082343855,57,0.00020312360934082241,20,5.980515755238171e-05,5
8,8,199084,953,305,24,6.153360671166479e-05,207,0.00033429105437589524,43,0.0005765057750382857,19,0.002501592246381899,25,0.0009058771782947516,9,0.0004983099428789938,2
9,9,198754,1242,334,45,0.000123001741119152,230,0.00063467614870084,34,0.001009296180097631,30,0.00426552134259988,23,0.0026080168387182597,14,0.0015733434416978706,3
10,10,198172,1750,578,70,0.0002341336194493648,370,0.0011755902967811596,82,0.0017435720190268744,50,0.007296799476495749,55,0.006095644880882487,15,0.0037079336280753873,6
11,11,197273,2528,882,104,0.00041735916493022097,615,0.0020841298817786285,104,0.00290426758614611,72,0.012191179563403725,57,0.012116387278129387,28,0.007436006316930747,6
12,12,196235,3377,1003,154,0.000703023005567288,667,0.0035033227505467186,130,0.004649916480147032,73,0.019518847996416212,87,0.021724023831797928,31,0.013298691846585439,15
13,13,194696,4622,1464,217,0.0011254137473283561,970,0.005615900505672041,204,0.007150787288417342,122,0.03008872147187939,112,0.036042140957775706,47,0.02240380331311304,9
14,14,192683,6189,1874,307,0.0017324189223834289,1233,0.008684335903537349,235,0.010661206068080131,172,0.044882664303093664,162,0.05668750241697664,56,0.03560690344869452,16
15,15,189413,8745,2979,418,0.0025823172851025685,2052,0.01301720200279799,340,0.01552021686054139,259,0.06529554878912264,219,0.08555605387224086,90,0.05428279566776313,19
16,16,186120,11048,2892,583,0.0037664878637117673,1931,0.01904954151113309,356,0.022248560234897068,254,0.09321829966469314,237,0.12555151806059323,92,0.07981391681830104,22
17,17,180921,14719,4462,782,0.005379669002576175,2936,0.0272470555968138,592,0.03142071972598157,431,0.1308417122451884,319,0.17981498332427137,150,0.1137763666556116,34
18,18,175757,17904,4245,1049,0.007560196421561016,2873,0.03831794062566463,513,0.043941036624683155,386,0.18100855300440188,308,0.25322813060834587,130,0.1583874363249937,35
19,19,169248,21680,5150,1345,0.010441198792673715,3424,0.05290403289924497,662,0.060656913740086235,475,0.24642843735138445,391,0.35025901768415874,163,0.21595298779153452,35
20,20,169248,21690,10,0,0.014174178949890714,7,0.07180346718343075,0,0.08258433191264662,1,0.3302235052069802,1,0.476293312982668,1,0.28886322707271966,0
21,21,169248,21700,10,0,0.018764744177511557,7,0.09504333120958883,0,0.10981731594919852,1,0.4323092196061911,2,0.6315982786998836,0,0.37706875759471375,0
22,22,169248,21710,10,0,0.02415123379975831,6,0.12232289809455904,3,0.14203267868856478,1,0.5512337926496629,0,0.8141438178062101,0,0.47919076543418526,0
23,23,169248,21720,10,0,0.030148856916137383,8,0.15271359599168488,1,0.17813357022444498,0,0.6829135577547516,1,1.0176829298905532,0,0.5916979241616483,0
24,24,169248,21730,10,0,0.03650509247973154,7,0.1849381207761868,1,0.21658951153823203,1,0.821848419477539,1,1.2336243092979755,0,0.7098921610630736,0
25,25,169248,21740,10,0,0.04293955954017582,6,0.21757624187286856,1,0.2556867188228287,3,0.9619660947911484,0,1.4524047645487341,0,0.8286313415719772,0
26,26,169248,21750,10,0,0.04917767448974777,6,0.249234358596846,1,0.29373910703534917,1,1.097340919447663,1,1.6646430735932671,1,0.942930910682333,0
27,27,169248,21760,10,0,0.05497495668804453,7,0.2786698920591233,0,0.3292363073494612,1,1.2227230339258743,1,1.8620024526057706,1,1.048394184754923,0
28,28,169248,21770,10,0,0.06013202088972516,8,0.3048669612035742,1,0.36094117272900483,0,1.333848140091412,1,2.0376885702353045,0,1.141472665949363,0
