,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,99999,10,10,0,0.0,4,0.0,4,0.0,0,0.0,2,0.0,0,0.0,0
1,1,99999,20,10,0,1.475747329098086e-07,7,3.984518320045483e-06,0,0.0,1,1.4167188241446292e-05,1,0.0,1,0.0,0
2,2,99998,30,11,1,7.500077847301397e-07,11,1.3277305828737664e-05,0,1.6602161199973789e-06,0,5.4291832584244975e-05,0,2.6563549907341742e-05,0,0.0,0
3,3,99996,41,12,1,2.394856853073408e-06,6,3.0468433077484776e-05,1,5.532211272843088e-06,4,0.00013193641743178736,1,8.851568688801671e-05,0,0.0,0
4,4,99991,54,15,2,5.629623458100534e-06,11,5.718685682874761e-05,2,1.9336046101271197e-05,1,0.0002610391647806114,1,0.00020312360934082241,0,0.0,0
5,5,99985,67,16,3,1.1214431885510492e-05,10,9.510593914242289e-05,3,4.720186639371935e-05,1,0.00044985150692488984,1,0.0003746061801479168,1,0.0,0
6,6,99969,88,26,5,1.976062573271886e-05,20,0.00014693996082524994,1,9.538747130181202e-05,3,0.0007056294551834524,1,0.0006251947016991918,0,0.0,1
7,7,99960,101,19,6,3.218012201817592e-05,11,0.00021400713840763954,3,0.00017089918818275144,3,0.0010331725325031776,2,0.0009531575002591201,0,5.980515755238171e-05,0
8,8,99926,137,44,7,4.900733558210621e-05,30,0.00029940720237211176,5,0.00027974718332417827,5,0.0014415646125337537,2,0.001361601935402113,2,0.00019928415511708523,0
9,9,99794,269,142,9,7.141857726665565e-05,87,0.00040727512471821353,24,0.0004315135161228232,17,0.0019393573961674537,10,0.0018924332230949414,3,0.00045731235100768096,1
10,10,99657,400,147,11,0.00010257841386468857,92,0.0005614825877050184,19,0.0006558045291695454,19,0.0025936567182825126,11,0.002623727557341659,5,0.0009031932476980482,1
11,11,99554,489,113,14,0.00014670302782993783,76,0.0007880041722808432,10,0.0009926853516012126,14,0.003496245483042002,6,0.0037255503896431452,6,0.0016068470661909735,1
12,12,99441,577,121,21,0.0002087186745792442,74,0.0011140204841972898,13,0.0014864955461651491,16,0.004739647680104192,11,0.005436717646977859,7,0.002663055633323879,0
13,13,99335,649,115,26,0.00029344319334567357,73,0.0015652103114552314,15,0.0021848175892378303,14,0.006449488732953549,9,0.00806297353932034,3,0.004108181883635485,1
14,14,99182,758,163,29,0.0004045410734254634,116,0.0021587543549289405,16,0.003121602939081163,16,0.008713272616817843,9,0.011816125840759544,6,0.006005887772590715,0
15,15,99057,827,135,41,0.0005458101217365049,96,0.0029053267751466103,10,0.004321931721801834,14,0.011603088937694095,10,0.016930558229619523,3,0.008318400806696298,2
16,16,98921,894,145,34,0.0007192837269545348,100,0.0038031536811927217,21,0.005793184393417999,6,0.015163414087223374,13,0.02345671506862265,3,0.011109076275165941,2
17,17,98753,981,178,43,0.0009264796364607082,123,0.004853424326291329,15,0.007516589441857848,16,0.019428604212323116,16,0.03136949377316269,6,0.014432102432545174,2
18,18,98427,1208,332,49,0.001168349563412519,231,0.006045412707175464,37,0.009472251820386588,28,0.02443493059078019,22,0.040608828700678445,11,0.018396465588001266,3
19,19,98155,1365,280,63,0.001448865668605516,191,0.007389550366465875,33,0.011647075452390401,24,0.030257123957918124,20,0.05119981426897319,7,0.023184224734274755,5
20,20,98155,1375,10,0,0.001771231891804257,8,0.00889441786783756,1,0.0140297272123608,1,0.036965894265579634,0,0.06311437524130929,0,0.029105472021689886,0
21,21,98155,1385,10,0,0.002133149281829381,5,0.010546384739263306,2,0.016582287043374704,1,0.044496547436435496,1,0.0761869251303469,1,0.03621989306033272,0
22,22,98155,1395,10,0,0.0025287447255733704,7,0.012321121823114053,0,0.019254181818842902,2,0.052718424808727946,1,0.09016209477870332,0,0.044534249572315464,0
23,23,98155,1405,10,0,0.0029460641635985223,5,0.014166945032572487,1,0.021968552129777004,2,0.06137543315472908,1,0.10459746639621616,1,0.05382557698603992,0
24,24,98155,1415,10,0,0.003369898446694763,6,0.016020336217454433,2,0.024637342495136914,1,0.07015304659066705,1,0.1190095832852107,0,0.06373731740315573,0
25,25,98155,1425,10,0,0.0037841034292524778,7,0.017814233969901175,1,0.027171377337373223,0,0.07872122218370405,1,0.13287598671905904,1,0.07384498427944372,0
26,26,98155,1435,10,0,0.0041733797415233805,7,0.019484934900720223,0,0.02948804376596335,2,0.08677010944161437,0,0.14574686346830928,1,0.0837148458924346,0
27,27,98155,1445,10,0,0.004524564347568195,8,0.020977356114167726,0,0.03152076808220691,0,0.09402773381580617,0,0.15724491034415639,2,0.09294846358316303,0
28,28,98155,1455,10,0,0.004827426197964868,8,0.022248028387498352,0,0.033216636977921245,1,0.10027888970449102,1,0.16712730901583744,0,0.1012118048708577,0
29,29,98155,1465,10,0,0.005074925163722191,7,0.0232661601678376,3,0.03454335141337632,0,0.10537527731484779,0,0.17521233373579545,0,0.10825056123774283,0
30,30,98155,1475,10,0,0.005263134954678091,6,0.024016961349118494,2,0.03548375793065385,2,0.10922581426440192,0,0.18141464345299663,0,0.11389448388416905,0
31,31,98155,1485,10,0,0.005390929954786791,8,0.02449783888062902,1,0.036039995362095845,0,0.11180002763351439,0,0.18570130353844252,1,0.11805377492293256,0
32,32,98155,1495,10,0,0.005459640254052601,6,0.024717514685656503,2,0.03622464465432834,0,0.11311544145233346,1,0.18811952074892785,1,0.12071030434139686,0
33,33,98155,1505,10,0,0.005472443563004233,7,0.024694011949271587,1,0.03606187896209344,1,0.11323706532347813,0,0.188773167995125,0,0.12190594368459881,1
34,34,98155,1515,10,0,0.00543400844142793,5,0.024450169208356323,2,0.03558400251501982,1,0.1122566470841075,2,0.18779797841685883,0,0.12178958060860119,0
35,35,98155,1525,10,0,0.005349891966816016,8,0.024013730682508793,0,0.03482852264044253,1,0.11030507997729513,0,0.18535847364646643,0,0.12050472188239694,1
36,36,98155,1535,10,0,0.005226326546077398,7,0.02341219667421376,1,0.03383675781367593,1,0.10751493809655885,1,0.18162255092764487,0,0.11829655370269268,0
37,37,98155,1545,10,0,0.005069734511243448,7,0.0226742616312133,0,0.03265139479994176,0,0.1040355571291562,2,0.17675980145874606,0,0.1153535853644995,1
38,38,98155,1555,10,0,0.004886542154248814,7,0.021826032149993305,1,0.031312933865249276,1,0.10001849382967581,1,0.17093839408282543,0,0.11192797851345718,0
39,39,98155,1565,10,0,0.004682918980374314,8,0.02089293744496454,1,0.02986096481495468,1,0.09560617913092732,0,0.16432279585365644,0,0.10818584638524488,0
40,40,98155,1575,10,0,0.00446465508442471,5,0.019898161934603767,1,0.028331447515665818,1,0.09092645847350499,2,0.1570717552062113,1,0.10427705858964807,0
