,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,199996,10,10,0,0.0,5,0.0,1,0.0,2,0.0,1,0.0,1,0.0,0
1,1,199996,20,10,0,1.8446841613726074e-07,9,9.961295800113708e-07,0,3.3204322399947578e-06,1,7.083594120723146e-06,0,2.6563549907341742e-05,0,0.0,0
2,2,199994,31,12,1,9.467331517195376e-07,9,3.319326457184416e-06,1,1.2724638665683555e-05,1,2.3604119231760915e-05,1,8.851568688801671e-05,0,0.0,0
3,3,199992,42,12,1,2.849060571144986e-06,9,8.613237849382564e-06,1,3.258279063540383e-05,2,6.124974322073636e-05,0,0.00020312360934082241,0,0.0,0
4,4,199987,55,15,2,6.578943115792374e-06,9,1.836313784937985e-05,2,6.837343549881877e-05,1,0.0001234988300116984,2,0.0003746061801479168,1,0.0,0
5,5,199976,72,20,3,1.2817226326477228e-05,14,3.537728226788229e-05,2,0.00012366126031700448,3,0.00022796787873769365,1,0.0006251947016991918,0,0.0,0
6,6,199963,90,23,5,2.2331845985212164e-05,14,6.271965488131578e-05,1,0.0002048101978800651,4,0.00038475706903154296,2,0.0009531575002591201,1,0.0,1
7,7,199921,136,52,6,3.5795042599361056e-05,33,0.00010280805200289771,10,0.0003190218232008732,2,0.000614664863871159,4,0.0013881654853094547,1,5.980515755238171e-05,2
8,8,199883,175,48,9,5.45140548218914e-05,31,0.00016640879611735842,6,0.00047130769194578053,2,0.0009506543047649983,8,0.0019543853600756163,1,0.00031889447022184867,0
9,9,199798,257,94,12,7.979503592250637e-05,66,0.00026196022977309144,13,0.0006658922730137724,6,0.0014590732629807545,8,0.0026852083799797817,1,0.0008558806612418515,0
10,10,199008,1030,790,17,0.00011446182120760467,526,0.0004083091717459574,86,0.0009102620949093579,86,0.0022216611716284443,61,0.0036137473870448394,22,0.0017580127921610284,9
