,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,299991,10,10,0,0.0,8,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0
1,1,299991,20,10,0,2.951494658196172e-07,6,0.0,0,3.3204322399947578e-06,2,0.0,2,0.0,0,0.0,0
2,2,299988,32,13,1,1.2048661036406621e-06,10,0.0,0,1.4384854785680934e-05,2,1.4167188241446292e-05,0,0.0,1,0.0,0
3,3,299985,44,13,1,3.363485503141441e-06,11,0.0,0,3.977521802824429e-05,1,4.720823846352183e-05,1,2.6563549907341742e-05,0,0.0,0
4,4,299971,66,24,2,7.490176558899734e-06,17,0.0,2,8.494061227294615e-05,0,0.00011541589232074958,5,8.851568688801671e-05,0,0.0,0
5,5,299954,89,27,4,1.4573800815551432e-05,21,1.9922591600227416e-06,3,0.00015257681972779532,2,0.0002588115113952517,0,0.00020312360934082241,1,0.0,0
6,6,299886,161,77,5,2.5766494049323953e-05,48,9.627041654402944e-06,10,0.00024574971147213736,10,0.0004914558280512861,5,0.00040116973005525854,2,0.0,2
7,7,299788,260,108,9,4.3263226760024084e-05,74,3.515349171040934e-05,15,0.000378797165467464,4,0.0008672844782183402,12,0.0007402739384945503,3,0.00011961031510476342,0
8,8,299599,444,198,14,7.048333282653781e-05,130,9.908189670449642e-05,24,0.0005607436584412401,21,0.0014799852545067862,13,0.0013244874462099844,8,0.00039856831023417046,2
9,9,298971,1048,628,24,0.00011364937641441668,434,0.00023690831167091111,70,0.0008337529168456379,48,0.0024560813194817997,53,0.002417387184813636,15,0.0010342350171201253,8
10,10,298506,1467,467,48,0.00019134500030132032,313,0.0005363200183302802,48,0.0012891779377823384,49,0.004236661175677163,34,0.004528493026956752,17,0.002563785750944557,6
11,11,296971,2883,1494,78,0.00032238467799117844,1016,0.0010823362050328448,189,0.00204870647903237,128,0.007224837392781006,111,0.008358401565921944,37,0.005563244395309347,13
12,12,294541,5022,2280,141,0.000556741600086696,1533,0.0021190869093980656,279,0.003394825569828959,194,0.01248731785843568,174,0.015271273560532286,82,0.011211754906529717,18
13,13,289964,8901,4129,250,0.0009693848270178537,2815,0.00401119078170561,503,0.0057628086834612124,378,0.021638652715008647,286,0.028007813216688538,129,0.021070075761449515,18
14,14,285372,12375,3918,444,0.001701058844412673,2598,0.00744470887328669,480,0.009993676745845573,354,0.03747655226037079,310,0.051183209636113294,138,0.03693961554021673,38
15,15,279189,16727,5048,696,0.0029105826289790734,3322,0.013209972171254745,685,0.017046791920657722,468,0.06347117464568522,365,0.09073368801946353,161,0.06189418479869358,47
16,16,271014,21845,6142,1023,0.004803796008028829,4104,0.022402082074931766,758,0.028209798299696047,557,0.10389477180039827,474,0.15396679234661093,196,0.09971693919051922,53
17,17,259857,28060,7652,1437,0.007606900095026607,5114,0.03618080941061952,961,0.044890179426351,678,0.16373741405769698,606,0.24902947112914747,232,0.15508995761348715,61
18,18,246288,34506,8399,1952,0.011574473278818997,5639,0.05589249583860601,1033,0.0686586304799282,801,0.24875276157334186,607,0.3845833176503276,268,0.23331148085517806,51
19,19,230243,40695,8753,2556,0.016968742636789137,5790,0.08287056641560876,1119,0.10119918494616899,825,0.36459177087390054,682,0.5695932126288854,259,0.33881420444400784,78
