,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,199996,10,10,0,0.0,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1,1,199996,20,10,0,3.689368322745215e-07,5,0.0,4,0.0,0,0.0,0,0.0,1,0.0,0
2,2,199993,32,13,1,1.4138484214821973e-06,10,3.984518320045483e-06,2,0.0,0,0.0,1,2.6563549907341742e-05,0,0.0,0
3,3,199990,44,13,1,3.8047776695219372e-06,8,1.5269564988760406e-05,2,0.0,1,7.083594120723146e-06,1,8.851568688801671e-05,1,0.0,0
4,4,199976,66,24,2,8.137949310086847e-06,18,3.909934515187635e-05,2,1.6602161199973789e-06,3,3.0687713352484064e-05,1,0.00022968715924816415,0,0.0,0
5,5,199955,93,31,4,1.5384454231824294e-05,22,8.00558558618702e-05,4,1.0512859632835225e-05,1,8.485386245249727e-05,3,0.00046312186703593354,0,0.0,1
6,6,199934,118,31,6,2.66503253498964e-05,18,0.00014374710492274056,6,3.0952031559808326e-05,2,0.00019891576147388108,3,0.0008017547611326725,1,5.980515755238171e-05,1
7,7,199753,301,191,8,4.301771252302671e-05,119,0.00023717665113600007,30,7.035099355903252e-05,10,0.0004057585413336371,16,0.001265811543426362,12,0.0002590893126694669,4
8,8,199662,386,100,15,6.922312502155429e-05,71,0.0003918798561637948,15,0.00014801449833783532,9,0.0008367480887704248,1,0.002164387763629258,4,0.0008958171363342931,0
9,9,199380,653,289,22,0.00010916829419083406,197,0.0006327499724076941,33,0.00028535010470409075,31,0.0015460638653340356,21,0.0037009078081298346,7,0.0020978370616216886,0
10,10,199172,832,215,36,0.00017289568899509858,140,0.0010120966559141666,24,0.0005469727684212218,21,0.0027476885738560598,23,0.006278949797254286,6,0.0040203952476978964,1
11,11,198804,1146,366,52,0.0002689799516990072,242,0.0015713279659698165,40,0.0009923736988173,35,0.004652783426220238,31,0.01020638734911229,13,0.006727769241303285,5
12,12,198439,1438,366,74,0.00041087146609799634,242,0.0023677159460066028,41,0.0017183308535708432,37,0.007583009470331526,33,0.015930996671740156,10,0.010444192213976805,3
13,13,197639,2128,790,100,0.0006111794980984662,516,0.0034521616988596663,102,0.0028210191408239507,73,0.011894356724767461,71,0.023786861321546508,20,0.015325586185565707,8
14,14,195965,3593,1606,140,0.0008924852258990385,1077,0.004933395570596851,203,0.004456157147630888,151,0.018215711889130827,104,0.034369294801821895,64,0.021917973979043378,7
15,15,194362,4895,1517,215,0.0012991530585626744,1027,0.007030395824626497,162,0.006914892056718505,138,0.027453395481208818,119,0.04941479283482551,60,0.03075090371931567,11
16,16,192238,6555,1970,310,0.0018837463949634137,1329,0.00997935154126733,236,0.010525209090971347,176,0.040787981636804804,153,0.0709906343136716,59,0.04269982362591526,17
17,17,189117,8968,2848,432,0.00272045564875901,1889,0.014134832024964591,371,0.015736344603584595,260,0.05976565345764441,212,0.10177884649380672,98,0.05900684935395852,18
18,18,184963,12018,3655,600,0.003904262989663705,2387,0.019973161691002234,486,0.023125364698703972,357,0.08638208297970036,284,0.1454477319332358,114,0.08110981712149237,27
19,19,179577,15726,4538,822,0.0055512716625237025,3067,0.028115654776607685,545,0.03344197919451184,416,0.12320565608456241,352,0.2060093710945009,127,0.11109432254095566,31
20,20,179577,15736,10,0,0.0078075783003530436,8,0.03930135693277717,0,0.04758472228985322,1,0.17342186060060413,0,0.28797058112072804,0,0.15132564551893207,1
21,21,179577,15746,10,0,0.01070962181254521,8,0.05374762916109894,0,0.06579857324102038,1,0.23784664380071352,1,0.39224069820161533,0,0.20247385595490708,0
22,22,179577,15756,10,0,0.014249432965916223,6,0.0714195899345119,1,0.08803064487480038,3,0.31631003100561156,0,0.5179435656966432,0,0.26435204557113706,0
23,23,179577,15766,10,0,0.01831596530608288,6,0.09176220965331086,2,0.11358601686020292,1,0.4063573505307393,1,0.6608642710453714,0,0.3350538037086437,0
24,24,179577,15776,10,0,0.022737739238527607,7,0.11391377890945392,1,0.14138765594923866,1,0.5042053216923027,1,0.8148709875015592,0,0.41162766079780305,0
25,25,179577,15786,10,0,0.02731338700900958,7,0.13685999672133486,0,0.17017182742740544,1,0.6054082203016848,1,0.9729523053099294,1,0.49061009765102037,0
26,26,179577,15796,10,0,0.03183836213259542,7,0.1595691359312689,1,0.19865328733746176,1,0.7054532385296168,0,1.1281321253589343,0,0.5684857023259718,1
27,27,179577,15806,10,0,0.03612499302842094,9,0.1810942167773385,0,0.22565166455098654,0,0.8001943726840742,1,1.2740796370104255,0,0.6420923540599738,0
28,28,179577,15816,10,0,0.040015520573590105,6,0.20063676704813654,2,0.2501715503150932,1,0.8861500174356617,1,1.4055495244003147,0,0.7087451217301646,0
29,29,179577,15826,10,0,0.043388680559420786,6,0.21758447639475467,0,0.2714479536390032,2,0.960644294264135,2,1.518565887810501,0,0.7664113086312437,0
30,30,179577,15836,10,0,0.0461616280087761,8,0.2315167684514439,2,0.28895810626278445,0,1.02185974548613,0,1.610469401461507,0,0.8136931912993843,0
31,31,179577,15846,10,0,0.04828823101972875,5,0.24220068141566092,0,0.30240788774748256,1,1.0687791855496038,2,1.679846681801352,2,0.849808126841742,0
32,32,179577,15856,10,0,0.04975494147632693,8,0.24956609444616207,0,0.31171099712039946,1,1.1011224400200557,0,1.726439397174234,1,0.8745241596672505,0
33,33,179577,15866,10,0,0.050575751980880074,8,0.2536816844910061,0,0.3169528363333436,1,1.1191975940469185,0,1.7508983533153935,0,0.888074374755375,1
34,34,179577,15876,10,0,0.050786308685615796,5,0.25472458059324876,3,0.3183558574866286,1,1.1237918723892635,1,1.7545934469195419,0,0.8911219978302138,0
35,35,179577,15886,10,0,0.05043818932429641,7,0.2529552414044651,1,0.31624356206253407,0,1.1160441289137053,2,1.7394027686974127,0,0.8845660219729993,0
36,36,179577,15896,10,0,0.049593769662952175,7,0.24868730882671025,1,0.3110057398555689,1,1.097335752079886,1,1.7075219672205046,0,0.8695118671899313,0
37,37,179577,15906,10,0,0.04832152210944422,7,0.24226695715259772,0,0.3030722119667907,0,1.0691822709326717,1,1.6613181376300044,2,0.8471449225846757,0
