,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,499975,10,10,0,0.0,7,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0
1,1,499975,20,10,0,2.5825578259216506e-07,8,2.9883887400341124e-06,1,0.0,1,0.0,0,0.0,0,0.0,0
2,2,499961,43,24,1,1.1557154695610728e-06,13,1.0954108951564618e-05,2,1.6602161199973789e-06,4,0.0,5,0.0,0,0.0,0
3,3,499944,68,27,2,3.4379274704352903e-06,19,2.8162910425320737e-05,3,1.2173075752832603e-05,2,3.541797060361573e-05,1,0.0,2,0.0,0
4,4,499925,94,29,3,8.19808575107434e-06,19,5.9387195360326324e-05,2,3.8144458952648786e-05,3,0.00012510419027952772,4,5.3127099814683484e-05,1,0.0,0
5,5,499899,125,36,5,1.668657723257555e-05,24,0.00010857790202641423,4,9.023860257315465e-05,3,0.00032276924121471957,0,0.00020359492368337515,3,0.0,2
6,6,499802,224,107,8,3.040279629324348e-05,71,0.00018129030622430678,13,0.00017803318357432807,6,0.0006480561799267443,15,0.0005744535552916867,1,0.00011961031510476342,1
7,7,499673,351,139,12,5.2494170660829926e-05,92,0.00029125373016101823,20,0.0003151662816616731,13,0.0012209859259720082,7,0.001244446580208048,5,0.00045837346778655215,2
8,8,499163,845,514,20,8.729968641964067e-05,332,0.0004620522433872452,74,0.0005264930218991987,49,0.002115712960174262,39,0.0024025727481788097,13,0.0012335191722372106,7
9,9,498159,1798,992,39,0.0001490737433757866,688,0.0007782353165861848,119,0.0009011636543954859,81,0.00366772351709148,64,0.004442761511554157,30,0.002961292944399857,10
10,10,496385,3409,1691,80,0.00026852115073033807,1116,0.0013916006619780529,205,0.001606938804316502,172,0.006435631166091921,122,0.008315326574485733,59,0.0064465689605474556,17
11,11,493159,6196,2943,156,0.0005016679241001626,1954,0.002587495615022905,369,0.00301761328225057,282,0.011565241608131625,213,0.016016792677575074,101,0.01313855755972141,24
12,12,487465,10791,4888,293,0.0009494238330206252,3269,0.004874440128072055,601,0.005777702268220365,475,0.021102663933202228,370,0.031203613946932163,137,0.02515855861076393,36
13,13,479841,16332,6069,528,0.001780804322961808,4004,0.009091320972005476,767,0.011000633697765909,598,0.03864863910011574,472,0.059340728740980446,195,0.045675054605319045,33
14,14,467295,24427,8966,871,0.0032232987476480753,6041,0.01640009600946672,1096,0.020210374692308172,817,0.06923578994883074,666,0.10837697269973189,269,0.07804170173447073,77
15,15,448115,34748,11692,1371,0.005610859020842596,7850,0.028451056037662445,1411,0.035511604255391814,1037,0.12005824946575051,909,0.18905555474666988,389,0.12835739044409067,96
16,16,422263,45625,12942,2065,0.009369585946099953,8582,0.047336482946297324,1653,0.05951637493452672,1171,0.20062576871397506,1021,0.316203949663291,397,0.20417239963666858,118
17,17,392110,54516,11829,2938,0.01498554400083968,7861,0.0755212552139688,1481,0.09517165838702325,1092,0.3219260174028799,943,0.5060040389495696,365,0.3155916169988022,87
18,18,356340,61402,10801,3915,0.02292050694410575,7182,0.1153217870458733,1346,0.1452510203700533,1016,0.49463688007170276,814,0.7741731599640539,361,0.47145761356261817,82
19,19,314776,65499,9034,4937,0.0335441260471708,5994,0.16863631814938945,1160,0.21200391927693638,804,0.7272388520497587,711,1.1338253910360112,305,0.6792854768495716,60
20,20,314776,65509,10,0,0.04704401133009302,7,0.23648527028969957,1,0.2965172756586318,0,1.0243843650650553,1,1.592084469465987,0,0.9420113336533259,1
21,21,314776,65519,10,0,0.06321027614878356,8,0.31785287820774893,1,0.3974687170228588,0,1.3816013479144258,0,2.1424423478309245,1,1.2552572653195766,0
22,22,314776,65529,10,0,0.08158152122754933,4,0.41045854681805094,2,0.5119605377165206,3,1.7887825042748688,1,2.769819903789412,0,1.6095424263895037,0
23,23,314776,65539,10,0,0.10141797631496874,7,0.5105909823503917,2,0.6353917803441634,1,2.2295100911217642,0,3.449215123462361,0,1.9903826680308596,0
24,24,314776,65549,10,0,0.12185258864810142,9,0.6138765131242375,1,0.7623816645635451,0,2.68443604434143,0,4.150989546140999,0,2.381057737781409,0
25,25,314776,65559,10,0,0.14200215227381563,6,0.7158444992891122,2,0.88745938043596,1,3.1337927525129508,0,4.84472005593826,1,2.7647140721061416,0
26,26,314776,65569,10,0,0.16105326032187145,5,0.8123680772055205,1,1.005594438709438,3,3.5593283139608682,1,5.502252009973389,0,3.1259621099672317,0
27,27,314776,65579,10,0,0.1783194131126859,6,0.8999547345315291,1,1.1125499421466223,2,3.9456068067403836,1,6.099681210981736,0,3.4519192865827235,0
28,28,314776,65589,10,0,0.19327157295801134,6,0.9759056870006416,1,1.2050674842964901,2,4.280700997279704,1,6.618485424788998,0,3.732752970390714,0
29,29,314776,65599,10,0,0.20554733399458083,8,1.0383643416345942,2,1.2809243946702562,0,4.556410791316135,0,7.045859805802892,0,3.961823638323082,0
