,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,39984,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,1.0
1,1,39984,2,1,0,0.0,1,0.0,0,0.0,0,0.0,0,2.6563549907341742e-05,0,0.0,0,1.0
2,2,39984,3,1,0,3.689368322745215e-08,1,0.0,0,0.0,0,0.0,0,8.851568688801671e-05,0,0.0,0,1.0
3,3,39984,4,1,0,1.598316837619458e-07,1,0.0,0,0.0,0,0.0,0,0.00020312360934082241,0,0.0,0,1.0
4,4,39984,5,1,0,4.419467672194405e-07,1,0.0,0,0.0,0,0.0,0,0.0003746061801479168,0,0.0,0,1.0
5,5,39984,6,1,0,9.622312093829227e-07,1,0.0,0,0.0,0,0.0,0,0.0005986311517918501,0,0.0,0,1.0
6,6,39984,7,1,0,1.7936602977891073e-06,0,0.0,0,0.0,0,0.0,0,0.0008646418133711034,1,0.0,0,1.0
7,7,39980,11,5,1,2.9576535923562416e-06,4,0.0,0,0.0,1,0.0,0,0.0011850418759686322,0,0.0,0,1.0
8,8,39905,86,76,1,4.5912820647911725e-06,46,0.0,11,1.6602161199973789e-06,6,0.0,7,0.0015532156300203579,3,0.0,3,0.9921259842519685
9,9,39892,96,13,3,8.384751651761205e-06,8,1.095742538012508e-05,2,1.549350799282736e-05,3,4.958515884506202e-05,0,0.0020511886411145983,0,0.00017941547265714513,0,0.9921259842519685
10,10,39868,116,25,5,1.5210430074263425e-05,20,3.850485018905132e-05,2,5.0869097618332346e-05,1,0.0001652288346223264,2,0.002696449788201605,0,0.0005978524653512556,0,0.9921259842519685
11,11,39804,172,63,7,2.6936009330417103e-05,37,9.241910303747471e-05,13,0.00011784074484856634,7,0.0003933302319415388,5,0.003525698378528451,1,0.001371937053023043,0,0.9921259842519685
12,12,39615,338,177,11,4.551387162916033e-05,120,0.0001893470539272837,22,0.00023313041749461233,20,0.0007818891845267,11,0.00455955963849914,4,0.0025301642704369993,0,0.984251968503937
13,13,39158,743,423,18,7.592920780302741e-05,293,0.00035533014706110136,41,0.00043338922922048467,32,0.0014217142194604244,41,0.0058806430298216006,13,0.00404327326056452,3,0.952755905511811
14,14,38805,1025,317,35,0.00013059339336358674,213,0.0006425449227063834,26,0.0007849373719416963,35,0.002634686517230483,30,0.00783693101358737,13,0.006019377381597339,0,0.9448818897637795
15,15,38091,1540,571,56,0.00022276692503324494,378,0.0010998036920619198,73,0.0013784369869717225,51,0.004757334006528031,40,0.010903729023831818,21,0.008422444327446411,8,0.9133858267716536
16,16,37018,2245,792,87,0.0003749553506931054,532,0.0018281220845932024,95,0.0023457380070722243,83,0.008304534186216846,50,0.015932248613133696,26,0.011743251574532536,6,0.8818897637795275
17,17,35598,3069,956,132,0.0006153657954868936,630,0.002952512750525285,114,0.0038787387863166416,90,0.013846654679179806,87,0.023996873958856486,28,0.016427218971483897,7,0.8503937007874016
18,18,33555,4067,1190,192,0.0009783199188551771,791,0.004639357698470784,156,0.006199461160731123,96,0.02220547251245178,96,0.03633146328796111,41,0.023204746897755767,10,0.8110236220472441
19,19,31174,4898,1100,269,0.0015056758960479448,734,0.007108626418229049,133,0.009556951904253925,110,0.03430071428228994,82,0.05451068081882708,37,0.03297816151655097,4,0.7480314960629921
20,20,31174,4899,1,0,0.002236919896686719,1,0.010564222259732244,0,0.014208551666687207,0,0.05102327683393193,0,0.07996099375015435,0,0.04628652895297023,0,0.7480314960629921
21,21,31174,4900,1,0,0.0031806423778406455,1,0.01506497108968971,0,0.02019549720894123,0,0.07257651576325214,0,0.11303099970493855,0,0.06327572902780121,0,0.7480314960629921
22,22,31174,4901,1,0,0.004326268944218079,1,0.02057046822252817,0,0.027450100606735698,0,0.09870431356291684,0,0.15337827620558891,0,0.08361056305790807,0,0.7480314960629921
23,23,31174,4902,1,0,0.005633426669444394,1,0.0268900380425261,0,0.03571624933387931,0,0.12847946627013557,0,0.19958136514179997,0,0.10650234232217108,0,0.7480314960629921
24,24,31174,4903,1,0,0.007044674605495381,0,0.03374546668737289,1,0.04463097993745528,0,0.16058995086408667,0,0.24959747158330037,0,0.1309088004026986,0,0.7480314960629921
25,25,31174,4904,1,0,0.008494975619479398,1,0.040819390590531794,0,0.05378420048240505,0,0.19355530842931487,0,0.3011043545057269,0,0.1556960429039478,0,0.7480314960629921
26,26,31174,4905,1,0,0.009919799945542799,1,0.0477939440788948,0,0.06276924550674275,0,0.22590902502181942,0,0.35179027624942083,0,0.1797691903120001,0,0.7480314960629921
27,27,31174,4906,1,0,0.011260957688096854,0,0.05438133137954612,1,0.07121977395191215,0,0.2563312512135598,0,0.3995661750492836,0,0.20216391177255114,0,0.7480314960629921
28,28,31174,4907,1,0,0.01247026710546076,1,0.0603427128415985,0,0.07883286278309279,0,0.283731618062946,0,0.4426990635751673,0,0.22210074547773873,0,0.7480314960629921
29,29,31174,4908,1,0,0.013511397109869705,1,0.0654959904686897,0,0.08538021222666142,0,0.3072892049647779,0,0.47987748251619444,0,0.23900846638950463,0,0.7480314960629921
30,30,31174,4909,1,0,0.01436015092989469,1,0.0697188251333933,0,0.09071013202357932,0,0.32645934928740794,0,0.5102241798682008,0,0.2525240990776089,0,0.7480314960629921
31,31,31174,4910,1,0,0.015003781492274857,1,0.07294467665050952,0,0.09474301670431198,0,0.3409570808523894,0,0.5332714385360346,0,0.2624768956290183,0,0.7480314960629921
32,32,31174,4911,1,0,0.015439616767333905,1,0.07515649479026208,0,0.09746270285314222,0,0.3507258043959906,0,0.5489126997408421,0,0.26886255858820884,0,0.7480314960629921
33,33,31174,4912,1,0,0.015673341947603822,1,0.07637852981492771,0,0.09890564604962598,0,0.3558982007047756,0,0.5573415469374368,0,0.27181268461321917,0,0.7480314960629921
34,34,31174,4913,1,0,0.01571716711523297,0,0.0766675141584844,0,0.09914937985291357,1,0.3567545999293235,0,0.5589864120334975,0,0.2715631108558805,0,0.7480314960629921
35,35,31174,4914,1,0,0.015588007589796884,1,0.07610401510164833,0,0.09830294634253844,0,0.3536825197795693,0,0.554446899589339,0,0.2684237001883383,0,0.7480314960629921
36,36,31174,4915,1,0,0.0153059181502019,0,0.07478448653253915,0,0.09649387464014324,0,0.34713975299996047,1,0.5444355520360096,0,0.2627511580022095,0,0.7480314960629921
37,37,31174,4916,1,0,0.014892607972314733,1,0.07281432847328537,0,0.0938609201848987,0,0.3376294398694368,0,0.5297272400162932,0,0.2549257399694549,0,0.7480314960629921
38,38,31174,4917,1,0,0.014370361535944814,0,0.0703020959916429,0,0.09054534370575099,0,0.3256617248968573,1,0.5111171336482822,0,0.24533216958076173,0,0.7480314960629921
39,39,31174,4918,1,0,0.013761031636681067,1,0.06735487897173074,0,0.08668534482346975,0,0.3117468081687236,0,0.4893873393428417,0,0.23434470797708742,0,0.7480314960629921
40,40,31174,4919,1,0,0.013085428690917103,1,0.0640747933152252,0,0.08241180079566066,0,0.29636157544944863,0,0.46528170856373974,0,0.22231607494036953,0,0.7480314960629921
41,41,31174,4920,1,0,0.012362780351291153,0,0.06055647439104365,0,0.07784531419533898,1,0.27994659794164367,0,0.43948797584855187,0,0.209569778627779,0,0.7480314960629921
42,42,31174,4921,1,0,0.011610399810304508,1,0.056885437412658765,0,0.07309601171717706,0,0.26289383198631744,0,0.41262620600376515,0,0.19639534599657768,0,0.7480314960629921
43,43,31174,4922,1,0,0.01084356252532313,0,0.053137160377369166,0,0.06825980017013286,1,0.24554463325717324,0,0.3852424758734466,0,0.18304593355835402,0,0.7480314960629921
44,44,31174,4923,1,0,0.010075368845906908,1,0.049376747893139596,0,0.06342138716138607,0,0.22818975332393135,0,0.35780674494534426,0,0.16973782127207293,0,0.7480314960629921
45,45,31174,4924,1,0,0.0093168618201039,0,0.04565904442354591,0,0.058650426328579405,1,0.21107130177053468,0,0.3307139505109163,0,0.15665133728327996,0,0.7480314960629921
