,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
0,0,9999,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,9999,10,0,0,3.3204314904706934e-07,0.0,0.0,7.083594120723146e-06,0.0,0.0
2,2,9999,10,0,0,1.1064420048104428e-06,0.0,0.0,2.3604119231760915e-05,0.0,0.0
3,3,9998,10,1,1,2.5390357511174525e-06,0.0,0.0,5.4166149100013216e-05,0.0,0.0
4,4,9997,10,1,1,4.719453662698791e-06,0.0,0.0,9.98947107799375e-05,0.0,0.0
5,5,9996,10,1,1,7.605799796190157e-06,0.0,0.0,0.00015963454139623413,2.6563549907341742e-05,0.0
6,6,9995,10,1,1,1.1126991566836224e-05,0.0,0.0,0.00023057052566736045,8.851568688801671e-05,0.0
7,7,9994,10,1,1,1.5161041786461978e-05,0.0,0.0,0.00030892671680169114,0.00020312360934082241,0.0
8,8,9993,10,1,1,1.9582057610254668e-05,0.0,0.0,0.0003905855934913353,0.0003746061801479168,0.0
9,9,9986,16,7,1,2.4230822743221614e-05,0.0,1.6602161199973789e-06,0.00047156522451380253,0.0005986311517918501,0.0
10,10,9984,16,2,1,2.9094007117448974e-05,0.0,8.852643512837846e-06,0.0005554278547470767,0.0008646418133711034,0.0
11,11,9980,18,4,2,3.408664228582544e-05,0.0,2.5419820286965233e-05,0.0006416548180585423,0.0011584783260612905,0.0
12,12,9979,17,1,1,3.922913933912445e-05,9.961295800113708e-07,5.599559581775345e-05,0.0007327071736885317,0.0014646999431323412,0.0
13,13,9974,20,5,2,4.448979719828698e-05,3.319326457184416e-06,0.00010246732068266882,0.000828293100873247,0.0017683743820517506,0.0
14,14,9951,39,22,3,4.9909498559720024e-05,7.617108269371194e-06,0.00016497654785055697,0.0009335942247922302,0.0020828600972969797,0.0
15,15,9902,85,49,3,5.60437781360703e-05,1.4047681812184061e-05,0.0002479524841313024,0.0010550664801663486,0.002406212085602151,0.0
16,16,9901,81,1,1,6.39857928370987e-05,3.340601376142901e-05,0.0003615573202850509,0.0012174524987075546,0.0028007864439324502,0.0
17,17,9899,77,2,1,7.432210572827008e-05,6.99326733344089e-05,0.000509560651260372,0.0014301016731394379,0.0032831389157913257,0.0
18,18,9895,73,4,3,8.764607945747851e-05,0.00013055030019655468,0.0006976899037347288,0.0017037571197267543,0.003880671495126881,0.0
19,19,9887,73,8,3,0.00010396142563650727,0.00021706766079367275,0.0009230372644474919,0.002042498911103393,0.004590643141412266,0.0
20,20,9858,93,29,5,0.00012299235762960742,0.0003272959575697032,0.001178540192986751,0.0024440403775744662,0.005417955144486766,0.0
21,21,9849,91,9,5,0.00014475381521544275,0.00045921130347729376,0.0014567890212003915,0.002919340091390932,0.006390545364432999,0.0
22,22,9769,159,80,7,0.00016889514332621606,0.0006081619781672246,0.0017465463619833162,0.0034757187155607127,0.00750360998089249,0.0
23,23,9754,160,15,4,0.00019668973076221428,0.0007841617070455445,0.0020542012598804803,0.004154711036015516,0.008835680543494196,0.0
24,24,9663,234,91,10,0.00022840371902808302,0.0009883511384088674,0.002377885822168807,0.004961602397824358,0.01038122274753922,0.0
25,25,9456,417,204,11,0.0002664978804320963,0.0012346249921873,0.0027395315612886552,0.00595147934941085,0.012222680031379463,0.0
26,26,9433,411,23,6,0.00031653342635263557,0.0015405837589683653,0.0031803350218225323,0.007196171931219275,0.01452753243680418,5.980515755238171e-05
27,27,9387,421,46,15,0.00038110281977300054,0.0019145277125183849,0.0037172455487173776,0.008729042176295916,0.017338019152710618,0.00019928415511708523
28,28,9312,454,75,14,0.00046371189728487586,0.002364422132836052,0.004369985688071803,0.010608077749690388,0.020756023791368094,0.0005171175085600626
29,29,9228,490,84,19,0.0005658098104777188,0.0028923044435019874,0.005143172097287484,0.012832519050191659,0.024782435507807118,0.0010426722452627516
30,30,9152,511,76,17,0.0006875637229423022,0.0034972624050317964,0.006033852092715504,0.01538200510558431,0.029354932499900007,0.0018648752620815691
31,31,8957,645,195,27,0.0008281088510846601,0.004179176344595036,0.0070289736671441646,0.018227898225977434,0.034369670473182665,0.003049131372461865
32,32,8739,792,217,28,0.000988440350779774,0.004954974607735318,0.00813545050457043,0.02141607603471236,0.03981696307190245,0.004791967019668469
33,33,8612,837,127,32,0.0011704114978581827,0.005848388777076148,0.009361342817165759,0.02501891209972959,0.04584847812451187,0.007202636454067196
34,34,8366,987,244,43,0.0013754426685057774,0.006877481795800328,0.010715303369532572,0.029100484833159534,0.052534996563433474,0.010471491492542425
35,35,8130,1115,236,58,0.0016080118122470094,0.008063517345398782,0.012225269389319612,0.03382028158186727,0.06002433474213685,0.014667430831283157
36,36,7926,1195,204,46,0.0018717635334869714,0.0094248793977835,0.013900993303438238,0.039302748760101244,0.06835611371645238,0.01981460350035742
37,37,7692,1289,234,56,0.0021700495293893946,0.010968179834578578,0.015758623972515373,0.04563676488245204,0.07753141757790982,0.02597464008891531
38,38,7529,1296,163,60,0.002505665643041569,0.01270314003083069,0.01780811839242819,0.05290261576014,0.0874757774869862,0.03325123641609416
39,39,7377,1277,152,62,0.002878028462962981,0.014621511075042304,0.020039958379605916,0.061079679109536426,0.09808101546266842,0.04162858917576817
40,40,7153,1316,223,77,0.003284128667004022,0.016704981268302034,0.022437260405438243,0.070099966402345,0.10927956774639673,0.05101032452852492
41,41,6844,1427,308,83,0.003720106970030141,0.018930259187376883,0.02497624303047319,0.07987826972131394,0.1209570279221971,0.061329451236994965
42,42,6491,1568,353,79,0.004183219481813512,0.02127043432923682,0.027651188514571684,0.09032085706502468,0.13305353869843203,0.07246207834449662
43,43,6229,1601,262,86,0.0046725812860629766,0.023712476626764192,0.030472360599045584,0.10137598112175673,0.1456608082106668,0.08422970000282905
44,44,5964,1621,265,93,0.005186974321101869,0.026248408698059805,0.03345038646251933,0.11292915660882248,0.15885323807482202,0.09644312017240536
45,45,5737,1587,227,77,0.005725343091233572,0.02888057773111986,0.036605980828271864,0.12488863207761035,0.17272951198088565,0.10884662797570742
46,46,5424,1626,313,115,0.006284180593506326,0.03159887133191899,0.039929034357708594,0.13716187550936726,0.18734052253073974,0.12145966738613774
47,47,5216,1547,208,82,0.006860527473823977,0.03440053774644021,0.04341200500603559,0.14967900493317704,0.2027647124802748,0.13428489226155393
48,48,4890,1576,326,99,0.007447859135773574,0.037261863840168545,0.04701883177132394,0.1623808293660024,0.21889214066615403,0.14732599807289934
49,49,4591,1567,299,95,0.008042390086557877,0.040170983336551884,0.05071628086604274,0.17528077339646134,0.23581928091169171,0.16053786797228545
50,50,4199,1641,392,135,0.008639801268102123,0.043096148988577374,0.05446082557651517,0.188327165445604,0.25357773672728845,0.17391969493040382
51,51,3886,1624,313,120,0.009239025147005794,0.04602562988006468,0.058238510365193875,0.20155773419689438,0.27226212702384567,0.18751389293992787
52,52,3582,1588,304,104,0.009838646993478627,0.04894244601883017,0.06202062334501388,0.21494737165754504,0.29190915147046637,0.20122711077286123
53,53,3292,1529,290,103,0.010438265284349844,0.05183605489536793,0.06578505285691451,0.22847093445185743,0.312388050516811,0.21513906401247268
54,54,2953,1512,339,115,0.01103613075906868,0.054697431244954006,0.06950528569349505,0.24205052461317444,0.33357701488579056,0.22912900204363523
55,55,2715,1388,238,109,0.011630571395708673,0.05752875087008664,0.07316387151740482,0.2555933721005654,0.35526349203477864,0.24314690577227102
56,56,2371,1367,344,136,0.012216773007418287,0.06031659171073306,0.07672081159462857,0.2689680287119261,0.37736636157097403,0.25709473609281375
57,57,2080,1289,291,114,0.012792227780985113,0.06307145117377047,0.08014712591609044,0.28200580268261594,0.39985566196053285,0.27088681273865445
58,58,1773,1226,307,123,0.013352008943282116,0.06578401976017809,0.08341463240488792,0.2945820106171275,0.4228139981462827,0.2843857757527111
59,59,1506,1122,267,111,0.013893045564199562,0.0684506774614035,0.0865036407370629,0.3065860824875061,0.44612575542836713,0.2974435784121222
60,60,1246,1013,260,98,0.014410958376531443,0.0710658963222793,0.08940028941379716,0.31791703937083776,0.4696619385090402,0.3098224860912814
61,61,998,895,248,109,0.01490169319920061,0.07361471152656626,0.09210513313798863,0.32853740429724154,0.49299636964193405,0.3212040167546733
62,62,803,729,195,90,0.015361098170896242,0.07607879763018159,0.09460511655915828,0.33838885778022293,0.5156315285334023,0.33140796537231076
63,63,589,590,214,99,0.015783894592498734,0.07842586909984207,0.09688988830419168,0.3474085205323643,0.5370311523727866,0.3401769090342861
64,64,371,465,218,104,0.016165313989724612,0.08062013739294646,0.09895465755603601,0.35553755377601354,0.5567492525740418,0.34730968923555544
65,65,220,285,151,92,0.01650106299560534,0.0826227291584622,0.10077858791907399,0.3627398151731008,0.5744407781637588,0.352670878648198
66,66,80,140,140,72,0.016786061358014602,0.08439661658777904,0.10234562403964077,0.3689274773813603,0.5898280622828983,0.35615355076349964
67,67,16,64,64,35,0.017016032887874403,0.08590087886294995,0.10363255294927037,0.3740623658546117,0.6027199950298033,0.35773093817934487
68,68,1,15,15,10,0.01718533116768668,0.08709218730646086,0.10459880724638942,0.3780187981476801,0.6128921446497284,0.35750570985784935
69,69,0,1,1,1,0.017287402214538183,0.08792449191579316,0.10519854074504055,0.3806618430856924,0.6201051328509457,0.35554115772440587
70,70,0,0,0,0,0.017315357721820766,0.08835133797935998,0.10537870210996442,0.38181662416210627,0.6241199592460122,0.3519473889115778
71,71,0,0,0,0,0.017262728695522415,0.0883331643567991,0.10508975739756472,0.38131087146958276,0.6247203645988041,0.34680025742321324
72,72,0,0,0,0,0.017124633985152377,0.08784136641733971,0.10429307170337075,0.37899895775026665,0.6217594813722759,0.34016774488621965
73,73,0,0,0,0,0.016898603543244198,0.08686226524204628,0.1029664547995467,0.3747866013798925,0.6151864529689053,0.3321227914136486
74,74,0,0,0,0,0.016584984355823222,0.08539855655720428,0.10110664406784255,0.36864361488361713,0.6050580110729565,0.3227534640165213
75,75,0,0,0,0,0.016186971343681973,0.08346890192329678,0.09872933300390532,0.3606072453804419,0.5915367838405137,0.3121686015403238
76,76,0,0,0,0,0.015710353983955004,0.08110614078178938,0.09586737818148298,0.3507781081979367,0.5748797264031481,0.30049902074606094
77,77,0,0,0,0,0.015163076335127664,0.07835463783528446,0.09256784548847694,0.3393110830066058,0.5554203153646039,0.28789521419372616
78,78,0,0,0,0,0.014554699425964273,0.07526722068113813,0.08888847420894369,0.3264033731710315,0.533547728817262,0.2745227119859021
79,79,0,0,0,0,0.0138958375014977,0.07190206529240346,0.0848940128077987,0.3122815267076564,0.5096855470739837,0.2605562114881065
80,80,0,0,0,0,0.01319762012735517,0.06831978361131509,0.08065275032497272,0.2971887519745283,0.48427178028809525,0.2461733750571102
81,81,0,0,0,0,0.012471214116678168,0.06458087426478225,0.07623345084066947,0.28137342271936167,0.45774137077334565,0.23154895325137909
82,82,0,0,0,0,0.011727424205877426,0.060743621000535264,0.07170280329045095,0.2650792964729466,0.430511778012697,0.21684966128949695
83,83,0,0,0,0,0.010976379798542938,0.05686246536274694,0.06712342651470593,0.2485376804124296,0.4029718436640888,0.20223004315246698
84,84,0,0,0,0,0.010227306755086919,0.05298683907497938,0.06255241807475392,0.23196156729294717,0.37547384324616606,0.18782940809461166
85,85,0,0,0,0,0.009488377679506558,0.04916041500330465,0.058040401834066134,0.2155416209369794,0.34832844253798734,0.17376981710343192
86,86,0,0,0,0,0.008766630896333429,0.04542072047764105,0.05363100993849413,0.19944380336813086,0.3218021692484017,0.16015502647772464
87,87,0,0,0,0,0.008067946778400926,0.041799050304544345,0.049360726135108834,0.1838083911282084,0.29611696412348953,0.14707025507405552
88,88,0,0,0,0,0.0073970697958157345,0.03832061650574107,0.045259016278974974,0.16875011500206086,0.27145137271209535,0.13458262375713007
89,89,0,0,0,0,0.006757665204654095,0.0350048755967657,0.04134867586238952,0.1543591654938845,0.2479429649241356,0.12274211375629278
90,90,0,0,0,0,0.006152400360117072,0.03186598045558764,0.03764633147505666,0.14070282810845816,0.2256916128392417,0.11158289960332259
91,91,0,0,0,0,0.005583041980343377,0.028913311302722282,0.034163041772382996,0.12782754179043346,0.20476330934771722,0.10112492784565334
92,92,0,0,0,0,0.005050562127888517,0.026152048147797577,0.030904952718850316,0.11576120637184736,0.18519426495815933,0.09137563157496072
93,93,0,0,0,0,0.004555247095079487,0.023583754659516867,0.027873970852441404,0.10451559751133525,0.16699507329316937,0.08233169066620531
94,94,0,0,0,0,0.0040968046993823375,0.0212069504125623,0.02506842661989606,0.09408877837408099,0.1501547847716463,0.07398076690925391
95,95,0,0,0,0,0.0036744666707629542,0.019017654647634396,0.02248370719822647,0.08446742500371085,0.1346447712646435,0.066303160938646
96,96,0,0,0,0,0.0032870838239607877,0.017009889960634763,0.02011284452872984,0.07562900637622133,0.12042230147802384,0.05927335347123665
97,97,0,0,0,0,0.0029332125505981744,0.01517613870795676,0.01794704953058214,0.06754378032304562,0.10743377741073375,0.05286140660988537
98,98,0,0,0,0,0.002611191846200538,0.013507748425072923,0.015976187683544835,0.060176582970303046,0.09561760679649114,0.04703421184893136
99,99,0,0,0,0,0.0023192106193998677,0.011995285285608169,0.014189194465203833,0.05348840234655369,0.08490670552223055,0.04175658005317093
100,100,0,0,0,0,0.0020553654323581475,0.010628836674868745,0.012574431610243084,0.04743773674350372,0.0752306383088399,0.03699217529198295
101,101,0,0,0,0,0.001817709111675262,0.009398265417647914,0.011119986947544586,0.0419817456974413,0.06651741615649943,0.03270429925324565
102,102,0,0,0,0,0.001604290866470233,0.008293419185097997,0.00981392178344035,0.03707720652215414,0.05869497590081097,0.028856536310423127
103,103,0,0,0,0,0.0014131886725345594,0.007304299202604073,0.008644470546444743,0.032681292574047845,0.05169237135060148,0.02541327143671579
104,104,0,0,0,0,0.0012425347443260101,0.006421192673310942,0.007600197789338857,0.028752191238261674,0.045440707469643564,0.022340094299190854
105,105,0,0,0,0,0.0010905349339836825,0.005634773392762743,0.006670117744927793,0.025249580317907368,0.03987384943205525,0.019604103243730783
106,106,0,0,0,0,0.0009554828803236792,0.00493617492046921,0.005843781525498668,0.0221349813676556,0.03492893755654083,0.01717412268923543
107,107,0,0,0,0,0.0008357696907486013,0.004317040444978487,0.005111336803805964,0.019372007772488913,0.03054673746515349,0.015020846847744587
108,108,0,0,0,0,0.0007298898831584764,0.0037695531713592824,0.0044635644646198545,0.016926524224464286,0.02667185260683352,0.013116921808311137
109,109,0,0,0,0,0.000636444249623404,0.003286450706390841,0.0038918963095527785,0.01476673284814105,0.023252823762789337,0.011436976972825065
110,110,0,0,0,0,0.0005541402336749923,0.002861026542278264,0.003388417464203938,0.012863199688577145,0.02024213748560753,0.009957615694692992
111,111,0,0,0,0,0.000481790342284275,0.002487121363093885,0.002945856698274864,0.011188833695253296,0.017596162748113115,0.008657373809566745
112,112,0,0,0,0,0.0004183090445988311,0.0021591065329169736,0.0025575674426229645,0.00971882877769972,0.015275032486171135,0.007516653607683186
113,113,0,0,0,0,0.0003627085441688465,0.0018718617800862942,0.0022175018835676294,0.008430578020951714,0.01324248427666343,0.006517639712563444
114,114,0,0,0,0,0.0003140937509045418,0.0016207487740266331,0.0019201801414580522,0.007303567762472652,0.011465672139126653,0.005644202322462391
115,115,0,0,0,0,0.0002716567240664184,0.0014015820030664145,0.0016606562017117083,0.006319257965615636,0.009914959409887552,0.004881792351928978
