,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
0,0,99900,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,99900,10,0,0,2.2136209936471291e-07,9.961295800113708e-07,0.0,1.4167188241446292e-05,2.6563549907341742e-05,0.0
2,2,99900,10,0,0,7.376280032069619e-07,3.319326457184416e-06,0.0,4.720823846352183e-05,8.851568688801671e-05,0.0
3,3,99880,29,20,1,1.6926905007449682e-06,7.617108269371194e-06,0.0,0.00010833229820002643,0.00020312360934082241,0.0
4,4,99829,79,51,1,3.6751119013926744e-06,1.6039940972206803e-05,3.3204322399947578e-06,0.000199789421559875,0.00040116973005525854,0.0
5,5,99790,115,39,3,8.013242401732983e-06,3.307175961571825e-05,2.4346151505665205e-05,0.00034760345927536084,0.0007402739384945503,5.980515755238171e-05
6,6,99636,258,149,6,1.625651253319259e-05,6.292773425287174e-05,7.628891790529757e-05,0.0005980590929861035,0.001271360346395301,0.00031889447022184867
7,7,98651,1108,862,12,3.27568432467483e-05,0.000130560083152759,0.00020039979858627784,0.0010753130630841246,0.0021606651613155776,0.0008558806612418515
8,8,97130,2200,1131,39,8.030158885215794e-05,0.00034089792445952347,0.0005469691114225766,0.002346223370639219,0.004308279096035867,0.0021766488950277
9,9,94760,3562,1452,90,0.0001955308235881871,0.000883041263538201,0.0013486702551617194,0.0052692994281234974,0.008956165403124737,0.004728548807394344
10,10,90294,5375,1981,168,0.00043647764883314135,0.0020550725989244884,0.002957191381531175,0.011233148058653853,0.018200259801375858,0.009138802497090846
11,11,83946,6876,1782,281,0.0008828060690222524,0.004277394032510541,0.005854091662246906,0.02209279493082722,0.03464018991387133,0.016704892066692498
12,12,76392,7608,1147,415,0.0016152485345985077,0.007974922765659986,0.010522125830862913,0.03964400227123695,0.06109446046068351,0.02945439536641562
13,13,67424,7807,748,549,0.0026977944431304164,0.013471189441851526,0.01737130774622106,0.06514068159255199,0.09971282108413257,0.04879229610056618
14,14,57394,7517,380,670,0.004162736630144732,0.020941458561657217,0.026593888075068416,0.09922482764334536,0.15144621078644116,0.07589994794082967
15,15,45912,6921,173,769,0.005999297531808998,0.030319683525314365,0.03812510438738064,0.1414498626336229,0.21587376115560483,0.11073286144932687
16,16,35475,6132,54,843,0.00815608914498915,0.0413334136625261,0.05163640806771588,0.19051021124865772,0.2911197499309498,0.1523385450649504
17,17,25953,5254,14,890,0.010548763204249538,0.05354635045931813,0.06659415384705816,0.24442482932329396,0.37420510651709166,0.19902316585557484
18,18,17382,4341,4,916,0.013073395765734236,0.06642003704691841,0.08234107425238728,0.30082126160663686,0.4615209659382657,0.2486476335877653
19,19,10743,3421,2,917,0.015619167604042012,0.07938715103095276,0.09818272158753985,0.3572246867282337,0.5492405141872315,0.2989559946772802
20,20,5818,2514,1,891,0.018079830827679243,0.09190578016428833,0.11345616595193005,0.41131489714078256,0.633715986380641,0.34777796973630754
21,21,2463,1635,0,825,0.020362002772689906,0.10350181301470461,0.127582321881714,0.4610831984284529,0.711763010881175,0.3932069993694632
22,22,540,800,0,686,0.022390230810542217,0.11379355653875209,0.1400965994550425,0.5049346456662713,0.7808289563925231,0.43370265261094826
23,23,0,19,0,349,0.02410925335152705,0.1225027610695031,0.15066189552104486,0.5417275126881418,0.8390643011461161,0.4681351435924371
24,24,0,0,0,0,0.025484049561693662,0.12945448176209293,0.1590679977175199,0.5707668439965068,0.885319240015757,0.4957852733793974
25,25,0,0,0,0,0.02649836634084579,0.13456919687487048,0.16522154374462367,0.5917662658407788,0.9190882539842902,0.5163133125733195
26,26,0,0,0,0,0.027152273927536837,0.13785012357241005,0.16913018811863714,0.6047905555325752,0.9404227322729871,0.529708734123067
