,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,29991,10,10,0,0.0,6,0.0,0,0.0,1,0.0,3,0.0,0,0.0,0
1,1,29991,10,0,0,2.2136209936471291e-07,0,0.0,0,1.6602161199973789e-06,0,2.125078236216944e-05,0,0.0,0,0.0,0
2,2,29991,10,0,0,7.376280032069619e-07,0,0.0,0,5.532211272843088e-06,0,7.081235769528275e-05,0,0.0,0,0.0,0
3,3,29988,12,3,1,1.6926905007449682e-06,2,0.0,0,1.269518162128168e-05,0,0.00016249844730003963,1,0.0,0,0.0,0
4,4,29978,21,10,1,3.1954940194357965e-06,5,0.0,0,2.341280518234962e-05,4,0.00030676772646053566,1,0.0,0,0.0,0
5,5,29970,28,8,1,5.418918947643357e-06,4,0.0,0,4.405518190383433e-05,3,0.0005095913375411865,1,0.0,0,0.0,0
6,6,29965,31,5,2,8.531816769264785e-06,4,0.0,0,8.114941965060054e-05,1,0.0007765654394545786,0,0.0,0,0.0,0
7,7,29954,40,11,2,1.2744421477019923e-05,7,0.0,2,0.00014144222107029966,1,0.001104445129516785,1,0.0,0,0.0,0
8,8,29946,45,8,3,1.834853634260926e-05,6,1.9922591600227416e-06,1,0.00023047262242340737,0,0.0014925357758709137,1,0.0,0,0.0,0
9,9,29911,75,34,4,2.5586844429391214e-05,24,7.634782494380203e-06,8,0.00034864609428136747,0,0.0019354831647374236,1,0.0,1,0.0,0
10,10,29834,146,76,5,3.5362895829874045e-05,58,2.652257963601777e-05,9,0.0004930287330348722,4,0.0024290184281968437,5,2.6563549907341742e-05,0,0.0,0
11,11,29721,245,107,8,4.998191155938985e-05,74,7.123224977131698e-05,14,0.000664061867565637,9,0.002997317882156058,6,8.851568688801671e-05,3,0.0,1
12,12,29547,395,163,13,7.310053278247244e-05,97,0.00016370147696458042,25,0.0008709456181873773,23,0.003680918170731713,14,0.0002828142590628476,3,5.980515755238171e-05,1
13,13,29190,702,329,22,0.00011024821651696398,217,0.00033960573265472116,36,0.0011526407663692226,34,0.004597415805335707,22,0.0007198438905339922,18,0.0002590893126694669,2
14,14,28548,1223,558,37,0.0001720506096504193,380,0.0006508107037192477,66,0.0015809219897218762,46,0.005948487424058371,47,0.0019516929388105188,16,0.0007762068212295296,3
15,15,27662,1853,693,63,0.0002767193283413891,480,0.0011870593620357738,91,0.0022699182908842695,57,0.008164530149275262,40,0.00461613034433909,22,0.0018786842240446633,3
16,16,26899,2303,552,102,0.0004501578912042817,362,0.0020763230147506717,72,0.0033716002276230504,49,0.01171816031850651,47,0.009735064378185181,18,0.0038830384836909355,4
17,17,25725,2952,795,146,0.0007182850763759091,532,0.0034483047380952586,94,0.0050374847414414985,70,0.017211765824170767,63,0.01827289684060538,24,0.007190198052043396,12
18,18,24493,3499,748,201,0.0011126979119975506,480,0.00545566085638152,114,0.007445599555607266,65,0.025321328434175176,57,0.031306321382227505,26,0.012667266598611759,6
19,19,22888,4109,872,261,0.001658335121781501,592,0.00824771354700688,112,0.010741463022319818,68,0.036640781160959986,71,0.04978007213861225,23,0.02095205738877355,6
20,20,22888,4109,0,0,0.002379950897038979,0,0.01195528385365094,0,0.015052464452960148,0,0.05178743311383764,0,0.07440393097052754,0,0.03279440745155524,0
21,21,22888,4109,0,0,0.003273580272925999,0,0.016573125967041902,0,0.0203496612008984,0,0.0707368348426021,0,0.10502390430771726,0,0.04832193118113045,0
22,22,22888,4109,0,0,0.0043219895141755026,0,0.02201883632154017,0,0.026520352998581853,0,0.09316955987402151,0,0.14094824532294506,0,0.06729161500568681,0
23,23,22888,4109,0,0,0.005486004052819611,0,0.028091808309676915,0,0.03333019590393865,0,0.11826143278728543,0,0.18077758171987954,0,0.08898225082096774,0
24,24,22888,4109,0,0,0.0067149073208589045,0,0.0345277126248267,0,0.04048190444440398,0,0.1449158930411298,0,0.22274569903861977,0,0.11240250606198378,0
25,25,22888,4109,0,0,0.007953916033121903,0,0.04103841072842913,0,0.04765805642516306,0,0.17193156841727086,0,0.2649715797697165,0,0.13645047263404567,0
26,26,22888,4109,0,0,0.009150325127347701,0,0.047344960838096264,0,0.05455586103240542,0,0.19814143119238992,0,0.30566310536991276,0,0.16004528838743554,0
27,27,22888,4109,0,0,0.010257855999140298,0,0.05320112828600668,0,0.06091147354930587,0,0.22251232499441406,0,0.3432590128999674,0,0.18222134176358268,0
28,28,22888,4109,0,0,0.011239250005954977,0,0.05840756031485326,0,0.06651424129373035,0,0.24420533617600715,0,0.3765117491690563,0,0.20218591563235422,0
29,29,22888,4109,0,0,0.012067383428715021,0,0.06281806012180985,0,0.07121253825811004,0,0.2626029275133437,0,0.40452111462624907,0,0.21934591547765755,0
30,30,22888,4109,0,0,0.012725258160269924,0,0.0663398287302613,0,0.0749132511848641,0,0.27731062990362965,0,0.426730847755748,0,0.2333109408689568,0
31,31,22888,4109,0,0,0.013205216495859456,0,0.06892952328518158,0,0.07757692127569776,0,0.28814103775475824,0,0.4428998975126119,0,0.2438798588070409,0
32,32,22888,4109,0,0,0.013507682109086492,0,0.07058674077436236,0,0.07921026682148095,0,0.2950868670977347,0,0.4530584695811976,0,0.2510171079293708,0
33,33,22888,4109,0,0,0.013639668140953876,0,0.0713462144142786,0,0.0798574549168894,0,0.29828849449927824,0,0.4574568306534584,0,0.25482372364592076,0
34,34,22888,4109,0,0,0.01361323150505512,0,0.07126968263260534,0,0.07959113370728454,0,0.2980000248642329,0,0.4565127653994179,0,0.2555068161576076,0
