,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,39984,1,1,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,1.0
1,1,39984,2,1,0,0.0,1,0.0,0,1.6602161199973789e-06,0,0.0,0,0.0,0,0.0,0,1.0
2,2,39984,3,1,0,3.689368322745215e-08,1,0.0,0,5.532211272843088e-06,0,0.0,0,0.0,0,0.0,0,1.0
3,3,39984,4,1,0,1.598316837619458e-07,1,0.0,0,1.269518162128168e-05,0,0.0,0,0.0,0,0.0,0,1.0
4,4,39984,5,1,0,4.419467672194405e-07,0,0.0,1,2.341280518234962e-05,0,0.0,0,0.0,0,0.0,0,1.0
5,5,39984,6,1,0,9.253375261554705e-07,1,9.961295800113708e-07,0,3.7414317423844816e-05,0,0.0,0,0.0,0,0.0,0,1.0
6,6,39984,7,1,0,1.6707222972546137e-06,0,3.319326457184416e-06,0,5.403992619923605e-05,1,0.0,0,0.0,0,0.0,0,1.0
7,7,39979,12,6,1,2.675538508898747e-06,4,7.617108269371194e-06,0,7.406486076664371e-05,1,0.0,1,0.0,0,0.0,0,1.0
8,8,39968,23,12,1,4.070997622627691e-06,7,1.4047681812184061e-05,2,9.873585683016385e-05,1,7.083594120723146e-06,1,0.0,1,0.0,0,1.0
9,9,39963,28,6,1,6.114468917484386e-06,3,2.4440847541326675e-05,1,0.00013041062515893674,2,3.0687713352484064e-05,0,2.6563549907341742e-05,0,0.0,0,1.0
10,10,39951,39,13,2,9.030492659486326e-06,9,4.005873521974915e-05,1,0.00017347871947923142,1,7.777026833177413e-05,1,8.851568688801671e-05,1,0.0,0,1.0
11,11,39932,56,20,3,1.3304008817340748e-05,9,6.29924553522253e-05,5,0.00023110246618831927,3,0.00016114445400067386,3,0.00022968715924816415,0,0.0,0,1.0
12,12,39875,110,58,4,1.9392563858512412e-05,37,9.893849884125748e-05,3,0.00030980320438454416,7,0.000304384153770102,7,0.00046312186703593354,3,0.0,1,1.0
13,13,39796,182,78,6,2.8838279032461844e-05,52,0.0001524607914332951,11,0.00042231607084567633,9,0.0005647687327039525,6,0.0008814454108546977,0,5.980515755238171e-05,0,0.9921875
14,14,39534,422,250,10,4.4028115992507373e-05,167,0.0002374559681196575,30,0.0005877188570431461,20,0.0010096207998956939,23,0.0015047950541830705,9,0.00019928415511708523,1,0.984375
15,15,39237,676,273,19,7.233839754250263e-05,191,0.00038815762490878344,41,0.0008481128370133142,15,0.0018425414078963634,18,0.002605552255041683,6,0.0005171175085600626,2,0.96875
16,16,38746,1076,434,34,0.00012382132485057627,310,0.0006597338762951065,59,0.0012450979689291042,24,0.0032662842744243603,31,0.004409182778383396,10,0.0011622825603675151,0,0.953125
17,17,38288,1392,373,57,0.00021573596832185954,244,0.0011407946861440087,51,0.0018417871445357051,33,0.005627644826611611,30,0.007347588267957511,11,0.0022036384147633577,4,0.9453125
18,18,37198,2112,804,84,0.000364964246641725,522,0.0019250984148904422,96,0.0027133444016889277,90,0.009272366182943555,70,0.011882475125872401,22,0.003943887392017287,4,0.9140625
19,19,36037,2773,787,126,0.0005992361757665584,532,0.0031542386251487606,95,0.004032972595777763,65,0.014838648933675227,63,0.018786129953101836,26,0.00667908847185576,6,0.8984375
