,day,edges,num_infected,num_new_infections,num_new_removed,Average deaths,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
164,164,0,0,0,0,1.0991480526057943e-08,1.262124808571543e-10,6.395903599266294e-10,7.845642472934932e-10,2.8016924104679086e-09,4.366285713720861e-09,2.457563145161734e-09
165,165,0,0,0,0,9.105249863845944e-09,1.04553355793682e-10,5.298312655727139e-10,6.499264124529656e-10,2.32089838839029e-09,3.61699429900439e-09,2.0358246043221642e-09
166,166,0,0,0,0,7.541290630569169e-09,8.659479467688327e-11,4.3882503155804857e-10,5.382920884194981e-10,1.922250298738964e-09,2.995722866015072e-09,1.6861420876562436e-09
167,167,0,0,0,0,6.24480295242545e-09,7.17075439674525e-11,3.6338287262972996e-10,4.4574969825498375e-10,1.5917798330442804e-09,2.4807025633657906e-09,1.3962630009937446e-09
168,168,0,0,0,0,5.170257073535355e-09,5.936879662144867e-11,3.0085542841439826e-10,3.690493596013256e-10,1.3178816055535683e-09,2.0538470266059804e-09,1.1560074372882772e-09
169,169,0,0,0,0,4.279834419897712e-09,4.9144291209226166e-11,2.4904204948179914e-10,3.054916089081311e-10,1.090915785535872e-09,1.7001331022138657e-09,9.569196172253506e-10
170,170,0,0,0,0,3.5421278185862117e-09,4.067338685057408e-11,2.0611516356006312e-10,2.5283462398155416e-10,9.028767874094053e-10,1.4070845191237423e-09,7.919772738324291e-10
171,171,0,0,0,0,2.9310618796774232e-09,3.365666622461807e-11,1.7055745294237017e-10,2.0921716159601978e-10,7.471180796286429e-10,1.1643430182973953e-09,6.553502628337128e-10
172,172,0,0,0,0,2.4249919849169167e-09,2.7845589477184655e-11,1.411094249564634e-10,1.7309424393088951e-10,6.181225198443679e-10,9.633104325234841e-10,5.421991073282458e-10
173,173,0,0,0,0,2.005954388619815e-09,2.3033883312970224e-11,1.1672577560157756e-10,1.4318363129348358e-10,5.113112080776754e-10,7.968507944532196e-10,4.4850732935024697e-10
174,174,0,0,0,0,1.6590454734521294e-09,1.9050413141597337e-11,9.653926866214953e-11,1.1842151382780746e-10,4.228852610503606e-10,6.590437504732844e-10,3.7094265891090384e-10
175,175,0,0,0,0,1.3719014991448928e-09,1.575320915942397e-11,7.983046246970522e-11,9.79253763390377e-11,3.496932018349582e-10,5.449778946655618e-10,3.0674071205399387e-10
176,176,0,0,0,0,1.1342686017977276e-09,1.3024528756783447e-11,6.600268831458956e-11,8.096330514240918e-11,2.891213540846324e-10,4.505799541572557e-10,2.5360884786027697e-10
177,177,0,0,0,0,9.376445076159357e-10,1.0766742404513484e-11,5.456120189519063e-11,6.692841383856872e-11,2.390025160374504e-10,3.7247246250825145e-10,2.096460599386315e-10
178,178,0,0,0,0,7.749804102729218e-10,8.898910384670515e-12,4.509583566721883e-11,5.531756352672562e-11,1.9753997003183194e-10,3.0785533266115634e-10,1.7327631978183723e-10
179,179,0,0,0,0,6.404338281747629e-10,7.3539449109838e-12,3.726661769544096e-11,4.571372192781653e-11,1.6324448663219909e-10,2.5440768128676455e-10,1.4319331861670648e-10
180,180,0,0,0,0,5.291633512735288e-10,6.076253256745829e-12,3.0791828043423815e-11,3.7771312554571335e-11,1.348820062634931e-10,2.102062934481592e-10,1.1831457525463128e-10
181,181,0,0,0,0,4.371578432627419e-10,5.0197765254233624e-12,2.543806010976434e-11,3.120402328282959e-11,1.1143010340982764e-10,1.7365777441482699e-10,9.774324775210366e-11
182,182,0,0,0,0,3.6109380925117423e-10,4.1463518385630905e-12,2.1011920903531484e-11,2.5774625355142477e-11,9.204163010138133e-11,1.4344189000823385e-10,8.073624253419965e-11
183,183,0,0,0,0,2.982198580601478e-10,3.4243856446278784e-12,1.7353307946255895e-11,2.128672637978515e-11,7.60152657321397e-11,1.1846567008956756e-10,6.667838155073659e-11
184,184,0,0,0,0,2.4625688670462673e-10,2.8277075618217108e-12,1.4329601042227513e-11,1.7577645568330605e-11,6.277007441082658e-11,9.782375757066598e-11,5.506008472405572e-11
185,185,0,0,0,0,2.0331833100681762e-10,2.334654635403324e-12,1.1831021689938852e-11,1.4512721279827735e-11,5.182517710333431e-11,8.076672855017323e-11,4.5459538943235806e-11
186,186,0,0,0,0,1.6784213572750668e-10,1.927290167353763e-12,9.766674448115583e-12,1.1980455096017102e-11,4.2782411041866314e-11,6.667406794289641e-11,3.752748740183497e-11
187,187,0,0,0,0,1.3853615191628585e-10,1.5907767275123385e-12,8.061369626860068e-12,9.8886143221071e-12,3.5312411688226924e-11,5.5032478974229956e-11,3.0975021100646614e-11
188,188,0,0,0,0,1.1433105793459449e-10,1.3128355572061848e-12,6.652883778651938e-12,8.160871522090986e-12,2.91426124566862e-11,4.541718139889651e-11,2.5563052553410782e-11
189,189,0,0,0,0,9.434155948093174e-11,1.0833010386355676e-12,5.489701941553577e-12,6.73403500348988e-12,2.404735472740079e-11,3.747649849309914e-11,2.1093640578060847e-11
190,190,0,0,0,0,7.783640114797512e-11,8.937763449235638e-13,4.5292726223372156e-12,5.5559082631243324e-12,1.9840243890476955e-11,3.091994436364962e-11,1.740328524076391e-11
191,191,0,0,0,0,6.420968258095902e-11,7.373040705827226e-13,3.736338693897414e-12,4.583242554417886e-12,1.6366837928624825e-11,2.550682950046057e-11,1.4356514493147397e-11
192,192,0,0,0,0,5.296167324078445e-11,6.081459321351967e-13,3.0818210131095562e-12,3.78036745851038e-12,1.349975716306927e-11,2.1038639580697607e-11,1.1841594583557938e-11
193,193,0,0,0,0,4.3678079804430245e-11,5.015447007456994e-13,2.5416119982008245e-12,3.1177110056963516e-12,1.1133399581773391e-11,1.7350799594351035e-11,9.76589449658958e-12
194,194,0,0,0,0,3.601681405671462e-11,4.1357226116099095e-13,2.0958056570570454e-12,2.570855176727542e-12,9.180568018357901e-12,1.4307417485456298e-11,8.05292741247025e-12
195,195,0,0,0,0,2.9695706070630045e-11,3.4098852516670683e-13,1.727982621536925e-12,2.119658878157382e-12,7.569338281983818e-12,1.1796403302326363e-11,6.639603521629462e-12
196,196,0,0,0,0,2.4480593442533035e-11,2.8110466319004705e-13,1.4245170642851246e-12,1.747407760219846e-12,6.240023142386788e-12,9.724737732840808e-12,5.4735669206188645e-12
197,197,0,0,0,0,2.0178973434680785e-11,2.3171021340608145e-13,1.1742073191541344e-12,1.4403611111717737e-12,5.1435542817865414e-12,8.0159504642273e-12,4.511776307359284e-12
198,198,0,0,0,0,1.6631105156766113e-11,1.9097091026594232e-13,9.677581202983412e-13,1.187116737189619e-12,4.2392142700831e-12,6.6065855893774454e-12,3.718515535707932e-12
199,199,0,0,0,0,1.3705331417766583e-11,1.573749664665241e-13,7.975083823895827e-13,9.782770394030195e-13,3.4934441202049225e-12,5.44434324651129e-12,3.06434763767081e-12
200,200,0,0,0,0,1.1292921494211516e-11,1.2967385372065978e-13,6.571311031286849e-13,8.060808942749582e-13,2.878528726620022e-12,4.486030946372535e-12,2.524961728275249e-12
201,201,0,0,0,0,9.303836649488228e-12,1.0683367925164937e-13,5.413869603132454e-13,6.641013993103326e-13,2.371517510066772e-12,3.69588145556424e-12,2.0802262265015967e-12
202,202,0,0,0,0,7.664408123899551e-12,8.800852272137224e-14,4.459891949012635e-13,5.470801295987021e-13,1.953632544819628e-12,3.044630394983817e-12,1.7136696817247711e-12
203,203,0,0,0,0,6.312888225431332e-12,7.248935049438373e-14,3.6734473055817725e-13,4.506095777626621e-13,1.6091345462872322e-12,2.507748942980948e-12,1.411486050997869e-12
204,204,0,0,0,0,5.199136092134018e-12,5.97004073242486e-14,3.0253588828111577e-13,3.7111072389485473e-13,1.3252427728720047e-12,2.0653190067486647e-12,1.1624644392916258e-12
205,205,0,0,0,0,4.281523610654674e-12,4.916368777328068e-14,2.4914034289383493e-13,3.0561218217136267e-13,1.0913463547310227e-12,1.7008041209590108e-12,9.572973000079039e-13
206,206,0,0,0,0,3.525073815919832e-12,4.047755991170398e-14,2.0512279718342072e-13,2.51617321113795e-13,8.985297779482851e-13,1.4003099405737972e-12,7.881642034884454e-13
207,207,0,0,0,0,2.9020764877813534e-12,3.332383406327759e-14,1.6887080325114146e-13,2.071482044503892e-13,7.397297981048636e-13,1.1528287821358179e-12,6.488694770375708e-13
208,208,0,0,0,0,2.388979259168888e-12,2.743206416107175e-14,1.3901385719664117e-13,1.7052368057479708e-13,6.08942993922513e-13,9.490046390889252e-13,5.341470940125371e-13
209,209,0,0,0,0,1.9663489803171257e-12,2.2579104102345028e-14,1.1442115091600366e-13,1.4035662475145453e-13,5.012159191316537e-13,7.811178339982435e-13,4.3965203532838893e-13
