,day,edges,num_infected,num_new_infections,num_new_removed,Average deaths,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
0,0,149775,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,149775,10,0,0,2.1398342529312962e-05,2.457119302948313e-07,1.2451619750142134e-06,1.5273988303975886e-06,5.454367472956822e-06,8.500335970349358e-06,4.784412604190537e-06
2,2,149775,10,0,0,7.130406116103111e-05,8.187670835597278e-07,4.14915807148052e-06,5.08963437101564e-06,1.8175171808455905e-05,2.8325019804165348e-05,1.594273240936682e-05
3,3,149731,53,44,1,0.000163626796253763,1.8788864558269149e-06,9.521385336713993e-06,1.1679567091579144e-05,4.170793480701018e-05,6.499955498906318e-05,3.658498808061448e-05
4,4,149692,90,39,2,0.0003959177718271693,4.546226878106048e-06,2.303831495529262e-05,2.826033562151104e-05,0.0001009181441815619,0.00015727545591687054,8.852246267009168e-05
5,5,149554,223,137,4,0.0008794204172638218,1.0098169424597834e-05,5.117316269369964e-05,6.277241870095664e-05,0.00022416138597683788,0.000349343365996082,0.00019662785203927762
6,6,148867,855,641,9,0.0019877156854946846,2.2824452748672497e-05,0.00011566447192472152,0.00014188176532965336,0.0005066622223471989,0.0007896056022606621,0.0004444293742003832
7,7,147309,2004,1178,29,0.005247625666226068,6.0257201236347657e-05,0.00030535747942825,0.00037457187602162425,0.0013376026065994484,0.0020845811374616855,0.0011733061261718141
8,8,143879,3913,1982,73,0.013811586754671291,0.000158595070495573,0.0008036913428209724,0.0009858614715659046,0.003520528257803298,0.005486552406454192,0.003088105055912573
9,9,138165,5916,2165,162,0.03363330550152013,0.0003862030157547729,0.001957110138187597,0.0024007219912034945,0.008573019488972596,0.013360586043740639,0.007520003502216599
10,10,127740,7759,2128,285,0.07246913153533473,0.0008321453015318586,0.004216953104030877,0.005172796285290287,0.018472144433536664,0.02878783553847351,0.016203228163930584
11,11,116132,8290,968,437,0.13912087976840185,0.001597491014333562,0.008095394733533134,0.00993035179014695,0.03546145690389,0.05526475786159702,0.03110575923150198
12,12,101769,8218,494,566,0.23963734461614808,0.0027516969800675485,0.013944412231959216,0.017105147250768886,0.06108277479854088,0.09519419261044286,0.05358003454920217
13,13,84928,7690,170,698,0.37676649164072123,0.004326317414754711,0.02192390874236554,0.02689333054075181,0.09603654554506237,0.14966774912256633,0.08424046624046597
14,14,68852,6956,35,769,0.5484642007305002,0.00629788018742543,0.03191493763924287,0.03914899378599728,0.13980172961750195,0.21787341554757653,0.12263001357827812
15,15,53072,6119,7,844,0.7486529713601675,0.008596598846937612,0.04356385131895615,0.053438329219319854,0.19082919202389648,0.2973969489947258,0.167389820376676
16,16,39658,5256,1,864,0.9684339111126338,0.011120289589555346,0.05635282638269194,0.06912614007951817,0.24685063421361664,0.3847033291601928,0.21653020108009213
17,17,27721,4385,1,872,1.197498221916213,0.013750579009967281,0.06968199752081806,0.08547659151882647,0.30523837729936254,0.47569746097108623,0.2677462321478056
18,18,17585,3521,0,864,1.425423510595956,0.01636778931809223,0.08294488936486528,0.10174574034989019,0.3633357873738148,0.5662391245257582,0.31870759153717426
19,19,10391,2706,0,814,1.6426451936814261,0.01886209274274802,0.09558494218933508,0.11725087324638628,0.41870488341568296,0.6525288585900597,0.3672757531615583
20,20,5048,1915,0,786,1.8410953567035422,0.02114084739660455,0.10713268690797449,0.13141610807599818,0.46928918043345563,0.7313617428075059,0.41164682816262577
21,21,2074,1231,0,651,2.014535540219384,0.02313241857666153,0.11722510977472572,0.1437961479357745,0.5134985155338994,0.8002595945277551,0.4504259718719846
22,22,482,619,0,518,2.1586501432668617,0.02478725129325913,0.1256110874976811,0.15408294822586205,0.5502328561569383,0.8575080726497857,0.4826482677027825
23,23,35,171,0,249,2.270964664030073,0.026076931447647878,0.1321466296923496,0.16209988072497478,0.5788614598888586,0.9021241993207296,0.5077604467436134
24,24,0,3,0,29,2.3506496122882177,0.026991934206629365,0.13678346861649043,0.1677877369971629,0.5991728923873375,0.9337784655820651,0.5255770449351919
25,25,0,0,0,0,2.3982603453781097,0.027538636602585688,0.13955392031689084,0.1711861580634794,0.6113087124198189,0.9526914830975256,0.5362222335136058
26,26,0,0,0,0,2.4154515375123573,0.02773603885453996,0.1405542697000921,0.17241325342018843,0.6156906910272713,0.9595205591659991,0.5400659777762973
27,27,0,0,0,0,2.4046940967940382,0.02761251379551684,0.13992829803370851,0.17164539477185042,0.6129486545977729,0.9552472440640672,0.5376607431236108
28,28,0,0,0,0,2.3690129872452066,0.027202796347060503,0.13785202690309828,0.16909850194977707,0.6038536565596981,0.9410731827532701,0.5296828752105667
29,29,0,0,0,0,2.311756891771053,0.02654533861542417,0.1345203149808063,0.16501160161436304,0.5892592652251856,0.9183286151675336,0.5168810993497485
30,30,0,0,0,0,2.2364049323916886,0.02568009050729438,0.1301356111452886,0.1596330310794468,0.5700522974098347,0.888395597230687,0.5000333054745348
