,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,9999,10,10,0,0.0,5,0.0,2,0.0,0,0.0,2,0.0,1,0.0,0
1,1,9999,10,0,0,1.8446841613726074e-07,0,1.9922591600227416e-06,0,0.0,0,1.4167188241446292e-05,0,2.6563549907341742e-05,0,0.0,0
2,2,9999,10,0,0,6.146900026724683e-07,0,6.638652914368832e-06,0,0.0,0,4.720823846352183e-05,0,8.851568688801671e-05,0,0.0,0
3,3,9998,10,1,1,1.4105754172874736e-06,1,1.5234216538742388e-05,0,0.0,0,0.00010833229820002643,0,0.00020312360934082241,0,0.0,0
4,4,9997,10,1,1,2.6383158940448623e-06,1,2.8095363624368122e-05,0,0.0,0,0.000199789421559875,0,0.0003746061801479168,0,0.0,0
5,5,9996,10,1,1,4.3169771257928705e-06,1,4.489717676260787e-05,0,0.0,0,0.00031926908279246826,0,0.0005986311517918501,0,0.0,0
6,6,9985,20,11,1,6.446381656192373e-06,8,6.48479054507379e-05,0,0.0,1,0.0004611410513347209,0,0.0008646418133711034,1,0.0,1
7,7,9985,19,0,0,9.265445692273173e-06,0,8.688556555257423e-05,0,1.6602161199973789e-06,0,0.0006178534336033823,0,0.0011850418759686322,0,5.980515755238171e-05,0
8,8,9984,18,1,1,1.2788822481985913e-05,1,0.00010985210518055379,0,5.532211272843088e-06,0,0.0007811711869826705,0,0.0015532156300203579,0,0.00019928415511708523,0
9,9,9980,20,4,2,1.7126747214402526e-05,4,0.00013262760712635162,0,1.269518162128168e-05,0,0.0009431304490276051,0,0.001971497991392573,0,0.00045731235100768096,0
10,10,9975,23,5,1,2.2353880538374983e-05,4,0.0001542216927537945,0,2.341280518234962e-05,0,0.001096688521252707,0,0.002430902727537555,0,0.0008433880901456665,1
11,11,9973,22,2,1,2.8512105727100635e-05,2,0.00017382661190226548,0,3.7414317423844816e-05,0,0.0012361013976535627,0,0.002916327550505984,0,0.0014075629110738882,0
12,12,9971,21,2,1,3.5591058017999664e-05,2,0.00019083950162148582,0,5.403992619923605e-05,0,0.0013570820491770371,0,0.0034091775481480476,0,0.0021459381247638165,0
13,13,9971,18,0,0,4.3547635303272285e-05,0,0.00020486187379988805,0,7.240464464664633e-05,0,0.0014567967801866189,0,0.003889979687928666,0,0.003065509638372733,0
14,14,9968,18,3,1,5.219397723808261e-05,1,0.00021568371753421544,1,9.154342943732338e-05,1,0.0015337521785505459,0,0.0043404930677857275,0,0.004141012510509146,0
15,15,9960,23,8,2,6.130958203252408e-05,5,0.00022425450841612342,1,0.00011218323226481196,2,0.0015876164822930083,0,0.0047451633497970795,0,0.005329074591786815,0
16,16,9959,21,1,1,7.075994635207378e-05,1,0.0002319884689672553,0,0.00013737073267560014,0,0.0016190094624238397,0,0.005091947512324071,0,0.006576198568166937,0
17,17,9938,38,21,3,8.031622517555386e-05,10,0.0002400545457379938,2,0.0001686151274621275,6,0.0016292857241457387,2,0.005372615406569884,0,0.007826257327050366,1
18,18,9929,43,9,2,9.015272119366654e-05,9,0.00025151553641224097,0,0.0002177973978486124,0,0.0016344955797149272,0,0.005582659698378247,0,0.009086195539047487,0
19,19,9924,43,5,3,0.0001004846229483455,2,0.00026734213058634485,3,0.0002881514393570599,0,0.0016415719523693406,0,0.005720941423155665,0,0.010330301235663418,0
20,20,9924,43,0,0,0.0001114727878352917,0,0.00029159839544419145,0,0.0003847760986507938,0,0.0016621344956749204,0,0.005789180136623237,0,0.011561415564919022,0
21,21,9924,43,0,0,0.00012316236468564424,0,0.0003250132485377405,0,0.0005070099943498732,0,0.0017008976791865998,0,0.005791374574869274,0,0.012763388715226802,0
