,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases
0,0,49975,10,10,0,0.0,7,0.0,3,0.0,0,0.0,0,0.0,0,0.0,0
1,1,49975,10,0,0,2.5825578259216506e-07,0,2.9883887400341124e-06,0,0.0,0,0.0,0,0.0,0,0.0,0
2,2,49975,10,0,0,8.605660037414556e-07,0,9.957979371553248e-06,0,0.0,0,0.0,0,0.0,0,0.0,0
3,3,49970,14,5,1,1.974805584202463e-06,2,2.285132480811358e-05,1,0.0,1,0.0,0,0.0,1,0.0,0
4,4,49961,22,9,1,3.7157784615992785e-06,7,4.313917501656355e-05,1,1.6602161199973789e-06,1,0.0,0,2.6563549907341742e-05,0,0.0,0
5,5,49952,30,9,1,6.324135402504446e-06,8,7.166122118110759e-05,0,7.192427392840467e-06,0,0.0,1,8.851568688801671e-05,0,0.0,0
6,6,49923,57,29,2,1.0126154481038167e-05,15,0.00010820829290266246,5,1.8227392894124766e-05,3,7.083594120723146e-06,5,0.00020312360934082241,1,0.0,0
7,7,49907,70,16,3,1.581522590163448e-05,14,0.00015697378631047344,1,4.1088635163623435e-05,1,5.902208983537665e-05,0,0.00040116973005525854,0,0.0,0
8,8,49869,104,38,4,2.416243732197436e-05,25,0.00021886718983025216,5,7.908397254472108e-05,3,0.00017218674525881777,3,0.0006871468386798668,2,0.0,0
9,9,49744,218,121,7,3.6451718748983176e-05,79,0.0003001994675002976,14,0.00014005264811976111,10,0.00039197623864217307,8,0.0011208925225266093,9,0.0,1
10,10,49551,386,179,11,5.6009252067026443e-05,115,0.0004155972383687206,20,0.00024257696303271595,21,0.0007865892059569895,16,0.0019491878291513162,5,5.980515755238171e-05,2
11,11,49074,795,429,20,8.823488147950519e-05,296,0.0005898780802863311,56,0.00042787602765007466,42,0.0014934121397342283,25,0.003399037245134695,9,0.00031889447022184867,1
12,12,48461,1263,505,37,0.00014676851813444274,346,0.0008911151710502724,55,0.0007846962871331513,54,0.0027495484310046648,34,0.005891991423392249,9,0.0009156858187942332,7
