,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
69,69,0,0,0,0,0.0008166053250036054,0.004138203212471374,0.005076196409390168,0.018127184616548893,0.028250234367447762,0.015900639439478385
70,70,0,0,0,0,0.000707814381540871,0.0035868976821978693,0.004399928229805049,0.01571221932502473,0.024486641900224464,0.013782302081986896
71,71,0,0,0,0,0.0006127183341600792,0.003104991972407421,0.0038087905045404726,0.013601256348916185,0.02119682055854582,0.011930626719087631
72,72,0,0,0,0,0.0005297322332050542,0.002684454242554825,0.003292930841617838,0.011759112627146233,0.018325939449351743,0.010314751792276226
73,73,0,0,0,0,0.00045743002169395906,0.0023180578515654853,0.0028434845605003734,0.010154132233171213,0.01582466452751089,0.00890690964293713
74,74,0,0,0,0,0.0003945330991730567,0.0019993234043839004,0.0024525036025193716,0.008757932512891238,0.01364876296551844,0.007682203831897673
75,75,0,0,0,0,0.00033989880444569755,0.00172246038741684,0.002112884937011208,0.007545148421735073,0.01175870471670492,0.0066183848793503145
76,76,0,0,0,0,0.0002925090604485029,0.0014823096256684752,0.0018182999753965912,0.006493180461124056,0.010119269687882165,0.005695629162045566
77,77,0,0,0,0,0.00025145936431249846,0.0012742874891238265,0.001563126131004599,0.005581950277427547,0.008699166853566804,0.004896324531799771
78,78,0,0,0,0,0.000215948255535551,0.001094332521993854,0.001342381350940608,0.00479366687413816,0.0074706699103313816,0.0042048652436107725
79,79,0,0,0,0,0.0001852673540099936,0.0009388549597406087,0.0011516621902981027,0.004112605473817901,0.006409272645137506,0.003607457979784913
80,80,0,0,0,0,0.00015879202624687923,0.0008046894295316687,0.0009870857913774178,0.003524900324891156,0.00549336603595678,0.0030919401060783766
81,81,0,0,0,0,0.00013597271143921512,0.0006890509944736385,0.0008452359646071881,0.0030183521556885508,0.004703938179337995,0.002647610775981227
82,82,0,0,0,0,0.00011632691802065221,0.0005894945956271247,0.0007231134374114593,0.002582250512296378,0.004024297413578338,0.002265075090643066
83,83,0,0,0,0,9.943188520875548e-05,0.0005038778638764571,0.000618090236765663,0.002207210857880028,0.003439818446851424,0.001936101207134602
84,84,0,0,0,0,8.491789187554687e-05,0.0004303272121745391,0.0005278680956797952,0.0018850260415205836,0.00293771087944252,0.0016534900512285057
85,85,0,0,0,0,7.246218626060771e-05,0.00036720707394973434,0.00045044071897404564,0.001608531548651105,0.002506809203859628,0.0014109571189989
86,86,0,0,0,0,6.178350392296821e-05,0.0003130921224529561,0.0003840597056747455,0.001371483809346912,0.002137383154902002,0.0012030257323908326
87,87,0,0,0,0,5.263713739139025e-05,0.00026674228587400723,0.00032720390088758266,0.0011684507533381158,0.0018209671455813206,0.0010249310372585276
88,88,0,0,0,0,4.481051877020546e-05,0.00022708036189520844,0.0002785519363141838,0.0009947137517224212,0.0015502074485978052,0.0008725339894861326
89,89,0,0,0,0,3.811927571132604e-05,0.00019317203106040853,0.0002369577133158331,0.0008461800665643276,0.0013187257537875653,0.0007422445583209802
90,90,0,0,0,0,3.240372135599748e-05,0.0001642080693152766,0.00020142858362755294,0.0007193049338501198,0.0011209977386326241,0.0006309533798065383
91,91,0,0,0,0,2.752573982047711e-05,0.0001394885649934339,0.0001711059888593023,0.0006110224268139286,0.0009522453225031742,0.0005359711121016346
92,92,0,0,0,0,2.3366030333751603e-05,0.00011840895329626653,0.00014524832945629875,0.0005186842807006272,0.000808341328367485,0.000454974774340663
93,93,0,0,0,0,1.9821675058610264e-05,0.0001004476910602347,0.00012321584574552193,0.000440005902723062,0.0006857253422375875,0.0003859603881374052
94,94,0,0,0,0,1.680399780101616e-05,8.515540562048132e-05,0.00010445730720717735,0.0003730188392216971,0.0005813296358148133,0.00032720128315911486
95,95,0,0,0,0,1.4236683126728959e-05,7.214536330596017e-05,8.849832049430735e-05,0.0003160290234017062,0.0004925140978518677,0.0002772114732551168
96,96,0,0,0,0,1.2054127773283958e-05,6.108511510713434e-05,7.493108145088834e-05,0.0002675801796134785,0.0004170092017082176,0.0002347135557554006
97,97,0,0,0,0,1.0199998604708681e-05,5.168918901309228e-05,6.340541104453159e-05,0.00022642181251423876,0.00035286611819410817,0.0001986106324936583
98,98,0,0,0,0,8.625973657379346e-06,4.37127101755099e-05,5.362092943355454e-05,0.00019148126052706373,0.00029841316240170393,0.00016796179591386102
99,99,0,0,0,0,7.290645033464475e-06,3.694584124630581e-05,4.532023611387449e-05,0.0001618393420282342,0.0002522178396085417,0.00014196076661370126
100,100,0,0,0,0,6.158564489555533e-06,3.120894583289463e-05,3.828297709023823e-05,0.0001367091691137361,0.00021305382768134276,0.00011991730939639105
101,101,0,0,0,0,5.199414527315618e-06,2.6348387943481548e-05,3.2320692195307544e-05,0.00011541774728716148,0.00017987230118727217,0.00010124109305173414
102,102,0,0,0,0,4.387289611747086e-06,2.2232889511581275e-05,2.7272346985989836e-05,9.739001978471715e-05,0.00015177706533958346,8.542769450181034e-05
103,103,0,0,0,0,3.700073817988172e-06,1.8750376578688454e-05,2.300046406048992e-05,8.213505244193011e-05,0.00012800302586143627,7.204648056761615e-05
104,104,0,0,0,0,3.118902740329262e-06,1.5805252481496294e-05,1.9387778167656024e-05,6.923408903163738e-05,0.00010789757387779426,6.073013045874731e-05
105,105,0,0,0,0,2.6276988908424783e-06,1.331604345274604e-05,1.6334348143755025e-05,5.83302379405768e-05,9.090451316008105e-05,5.116558922588346e-05
106,106,0,0,0,0,2.212771076095674e-06,1.121336843538515e-05,1.3755066550943302e-05,4.911957904556739e-05,7.655020067489318e-05,4.308626697107147e-05
107,107,0,0,0,0,1.8624693754369355e-06,9.438190661478545e-06,1.1577514947199708e-05,4.134350484558104e-05,6.443161065359837e-05,3.626532071140053e-05
108,108,0,0,0,0,1.5668883621443377e-06,7.940313705131769e-06,9.740119044407658e-06,3.4782132499548564e-05,5.4206067610456075e-05,3.050987561005919e-05
109,109,0,0,0,0,1.3176121174140866e-06,6.677089323474727e-06,8.190563659815506e-06,2.924864359078431e-05,4.558242517237161e-05,2.5656059982215466e-05
110,110,0,0,0,0,1.1074953958299556e-06,5.612308497744052e-06,6.884432392971892e-06,2.4584426389944074e-05,3.831349555910308e-05,2.156474422928454e-05
111,111,0,0,0,0,9.304760181765749e-07,4.715250721061455e-06,5.78404141862623e-06,2.0654911309430417e-05,3.2189559364754026e-05,1.8117887820584485e-05
112,112,0,0,0,0,7.814142016180689e-07,3.959869793149306e-06,4.857440728154217e-06,1.734600431935875e-05,2.703280722993701e-05,1.5215410789492379e-05
113,113,0,0,0,0,6.559550965836151e-07,3.3240972166172225e-06,4.077559628923832e-06,1.4561035511107957e-05,2.2692584343516424e-05,1.2772517102087521e-05
114,114,0,0,0,0,5.50411291419701e-07,2.789246781269114e-06,3.421476367644497e-06,1.2218150909748184e-05,1.9041325723693378e-05,1.0717406830825763e-05
115,115,0,0,0,0,4.616624776562582e-07,2.3395061109920964e-06,2.8697944278265862e-06,1.0248085221549861e-05,1.5971085165760244e-05,8.989322473394353e-06
116,116,0,0,0,0,3.870698462883998e-07,1.961502861072312e-06,2.406110398439667e-06,8.592261583817183e-06,1.3390573805247958e-05,7.5368821085008155e-06
117,117,0,0,0,0,3.244031157768407e-07,1.643934927607187e-06,2.016560364082992e-06,7.2011717163912836e-06,1.1222635671871935e-05,6.316658511855937e-06
118,118,0,0,0,0,2.7177837997698396e-07,1.377255487644604e-06,1.6894335541872087e-06,6.032996256309756e-06,9.402097555904585e-06,5.291968953840089e-06
119,119,0,0,0,0,2.2760521480629271e-07,1.153404958610182e-06,1.4148435465481188e-06,5.052430619975102e-06,7.873939178026631e-06,4.431845279926273e-06
120,120,0,0,0,0,1.9054169979368025e-07,9.655830669393228e-07,1.184448671489508e-06,4.229686561615096e-06,6.591737172323207e-06,3.710158106783429e-06
121,121,0,0,0,0,1.5945619940541435e-07,8.080551723380549e-07,9.912144362678418e-07,3.5396437867490234e-06,5.516342921870549e-06,3.1048726422692233e-06
122,122,0,0,0,0,1.333949123048332e-07,6.759878214420911e-07,8.292118042087475e-07,2.9611296035173222e-06,4.6147599343906296e-06,2.5974168165149138e-06
123,123,0,0,0,0,1.1155433782054067e-07,5.653092197654234e-07,6.934460402814856e-07,2.476307727286587e-06,3.859191327367111e-06,2.172145159090597e-06
124,124,0,0,0,0,9.325793093525685e-08,4.7259092926317817e-07,5.797115934293188e-07,2.0701600629573457e-06,3.226232213869817e-06,1.8158842335087023e-06
125,125,0,0,0,0,7.793632196858422e-08,3.9494763022415335e-07,4.844691378130019e-07,1.730047617131426e-06,2.696185407974961e-06,1.5175474821402675e-06
126,126,0,0,0,0,6.511056775876919e-08,3.2995224549139966e-07,4.0474145851174793e-07,1.4453387041608064e-06,2.252482004050973e-06,1.2678090993679772e-06
127,127,0,0,0,0,5.437797881301718e-08,2.755641185792348e-07,3.380253500052961e-07,1.2070943341129877e-06,1.8811910709608237e-06,1.0588280630542838e-06
128,128,0,0,0,0,4.540013373330351e-08,2.300682759581039e-07,2.8221711123646063e-07,1.0078021543589231e-06,1.5706050144525234e-06,8.840147558359013e-07
129,129,0,0,0,0,3.789274951636388e-08,1.920240941084946e-07,2.3554957719145175e-07,8.411515882641829e-07,1.3108891430012976e-06,7.378337233197825e-07
130,130,0,0,0,0,3.161712543446112e-08,1.602219408028227e-07,1.9653893220074395e-07,7.018439045722976e-07,1.0937856712415844e-06,6.156370724669329e-07
131,131,0,0,0,0,2.637292021344298e-08,1.3364657296232931e-07,1.6393981130605717e-07,5.854318836146267e-07,9.12363848448423e-07,5.135238314521606e-07
132,132,0,0,0,0,2.199205814942001e-08,1.1144625548747842e-07,1.3670741935547958e-07,4.881845439480266e-07,7.608091423367975e-07,4.282212918026539e-07
133,133,0,0,0,0,1.8333590557763773e-08,9.290672130008211e-08,1.1396558865219138e-07,4.0697307566949096e-07,6.342454723172022e-07,3.5698495241717937e-07
134,134,0,0,0,0,1.5279365065136315e-08,7.742922518511724e-08,9.497985833127416e-08,3.3917470640808127e-07,5.285853898564632e-07,2.9751419360854917e-07
135,135,0,0,0,0,1.273037766691263e-08,6.451205759276566e-08,7.913479795478599e-08,2.8259172349322786e-07,4.404038789176606e-07,2.478812457034519e-07
136,136,0,0,0,0,1.0603701467578063e-08,5.3734980820784195e-08,6.591491589370589e-08,2.3538329745854817e-07,3.668321065873622e-07,2.0647138660170052e-07
137,137,0,0,0,0,8.829902208082343e-09,4.4746132022997915e-08,5.4888593683534944e-08,1.960081113495981e-07,3.0546801396239914e-07,1.7193261787259542e-07
138,138,0,0,0,0,7.350864496764081e-09,3.725100748616427e-08,4.5694573402668835e-08,1.6317610691981342e-07,2.5430111521256537e-07,1.4313333792060736e-07
139,139,0,0,0,0,6.117964332954969e-09,3.1003201768624e-08,3.803059768142708e-08,1.3580791790752347e-07,2.11649276542375e-07,1.1912675803513334e-07
140,140,0,0,0,0,5.090533471947175e-09,2.579662576497631e-08,3.1643863860506444e-08,1.1300078167173435e-07,1.761055913237038e-07,9.91210010682587e-08
141,141,0,0,0,0,4.234569610654769e-09,2.1458970483896685e-08,2.632300622436371e-08,9.399990760974734e-08,1.464937593270545e-07,8.245398664293135e-08
142,142,0,0,0,0,3.5216535146408917e-09,1.7846219515447937e-08,2.189136462716237e-08,7.81744393047301e-08,1.2183062503188072e-07,6.857234584752364e-08
143,143,0,0,0,0,2.92804028732386e-09,1.4838043975767255e-08,1.820133562440033e-08,6.499728231967893e-08,1.0129474033721608e-07,5.7013726763045364e-08
144,144,0,0,0,0,2.433897092900798e-09,1.2333939615961177e-08,1.5129633992716916e-08,5.402818300321473e-08,8.419999379797545e-08,4.7391951683439445e-08
145,145,0,0,0,0,2.0226640019209704e-09,1.0249987863430369e-08,1.2573319606884324e-08,4.489954039903815e-08,6.997349925512051e-08,3.9384571734963636e-08
146,146,0,0,0,0,1.6805182626857519e-09,8.51614098062891e-09,1.0446467234244832e-08,3.730451402463259e-08,5.813706245356534e-08,3.2722435365342254e-08
147,147,0,0,0,0,1.3959255020415216e-09,7.0739477444546904e-09,8.67737670117208e-09,3.098706132775176e-08,4.8291654958282396e-08,2.7180949490180095e-08
148,148,0,0,0,0,1.1592638057533079e-09,5.874648447888767e-09,7.2062360948661955e-09,2.573359293987034e-08,4.01044093192581e-08,2.2572759723847605e-08
149,149,0,0,0,0,9.625090610792564e-10,4.877580352018156e-09,5.9831657843211485e-09,2.1365987841443225e-08,3.329773358526781e-08,1.8741623485475768e-08
150,150,0,0,0,0,7.989716036131969e-10,4.048843125938397e-09,4.966581359787371e-09,1.7735747390592402e-08,2.7640200674553195e-08,1.5557282082846094e-08
151,151,0,0,0,0,6.630759055640453e-10,3.36018240207457e-09,4.121824127172425e-09,1.4719104795075552e-08,2.2938926752050306e-08,1.2911170883355385e-08
152,152,0,0,0,0,5.50176358388697e-10,2.7880562421018467e-09,3.420015972797791e-09,1.221293581465251e-08,1.9033198280749636e-08,1.0712832300995948e-08
153,153,0,0,0,0,4.5640325480687077e-10,2.3128546402949866e-09,2.83710195408583e-09,1.0131339835974532e-08,1.578914381228551e-08,8.88691681462694e-09
154,154,0,0,0,0,3.7853409248983955e-10,1.918247346188289e-09,2.3530502952821257e-09,8.402783043560027e-09,1.3095281773799237e-08,7.370677040594282e-09
155,155,0,0,0,0,3.1388605909754674e-10,1.5906390251639775e-09,1.9511840510488492e-09,6.967711779000568e-09,1.0858801017665543e-08,6.1118742407990815e-09
156,156,0,0,0,0,2.602262425355034e-10,1.3187142428014673e-09,1.6176229538816504e-09,5.776559368494291e-09,9.002454570273365e-09,5.067029969745822e-09
157,157,0,0,0,0,2.1569666475575571e-10,1.0930575685478035e-09,1.3408174079023649e-09,4.788082006670944e-09,7.461966197195694e-09,4.1999663602048854e-09
158,158,0,0,0,0,1.7875173642345107e-10,9.058366229721757e-10,1.1111596934553104e-09,3.967970361523519e-09,6.1838666647544155e-09,3.4805882634152856e-09
159,159,0,0,0,0,1.481060491876302e-10,7.505375115353171e-10,9.2065943250112e-10,3.2876906557522045e-09,5.12368762813153e-09,2.883866679326103e-09
160,160,0,0,0,0,1.2269085225354204e-10,6.217442666495186e-10,7.626730375187057e-10,2.7235185241436704e-09,4.244455950479093e-09,2.388991284372624e-09
161,161,0,0,0,0,1.0161775009268298e-10,5.149548833468573e-10,6.316780485707798e-10,2.2557331673538388e-09,3.5154378352827373e-09,1.9786635665982713e-09
162,162,0,0,0,0,8.414844403386343e-11,4.264279827269849e-10,5.230850404491068e-10,1.8679456690910512e-09,2.9110920451102942e-09,1.6385076450115993e-09
163,163,0,0,0,0,6.966952084252683e-11,3.5305505136231285e-10,4.33080902997059e-10,1.5465393474545489e-09,2.4101977195170506e-09,1.3565793620478206e-09
164,164,0,0,0,0,5.767144749947982e-11,2.922539959057553e-10,3.584982680830554e-10,1.2802034764126264e-09,1.9951277052510906e-09,1.1229572776028468e-09
165,165,0,0,0,0,4.7731079648995254e-11,2.418805034578083e-10,2.9670677830747197e-10,1.0595450044863679e-09,1.6512434408745479e-09,9.294020799489002e-10
166,166,0,0,0,0,3.9497084484821584e-11,2.0015417104660732e-10,2.455224724898117e-10,8.767649687670467e-10,1.3663906655545843e-09,7.690727455163135e-10
167,167,0,0,0,0,3.267782810703222e-11,1.655971239821527e-10,2.0313249084293406e-10,7.253896157992951e-10,1.1304803855384557e-09,6.362906859478024e-10
168,168,0,0,0,0,2.7031287201994325e-11,1.3698289260608903e-10,1.6803236378032702e-10,6.000464588341294e-10,9.351398715245445e-10,5.263433120302036e-10
169,169,0,0,0,0,2.2356642610574972e-11,1.132938121249054e-10,1.3897375570667367e-10,4.962776700069976e-10,7.734218404897415e-10,4.3532034673722227e-10
170,170,0,0,0,0,1.8487314010982383e-11,9.368572538989575e-11,1.1492116709060523e-10,4.1038546269546947e-10,6.395634924772831e-10,3.5997819912789586e-10
171,171,0,0,0,0,1.528513511709497e-11,7.745846531718633e-11,9.501572622992448e-11,3.39302791290581e-10,5.28785003201066e-10,2.976265459444114e-10
172,172,0,0,0,0,1.2635543544945206e-11,6.403147920788214e-11,7.854528841489099e-11,2.804865747950557e-10,4.371231188128949e-10,2.4603467045615366e-10
173,173,0,0,0,0,1.0443561757610208e-11,5.292346191202581e-11,6.491945260703676e-11,2.3182848095399613e-10,3.6129211780746146e-10,2.0335320489240255e-10
174,174,0,0,0,0,8.630467612081485e-12,4.3735483597646244e-11,5.364886483395482e-11,1.9158101832198603e-10,2.985686295162142e-10,1.680493005518889e-10
175,175,0,0,0,0,7.131024313058299e-12,3.613695235256892e-11,4.432799897926298e-11,1.58296046168124e-10,2.4669580512835337e-10,1.3885269047883504e-10
176,176,0,0,0,0,5.891178042641429e-12,2.985394676576711e-11,3.662084474773978e-11,1.3077366595356072e-10,2.0380366782967972e-10,1.1471085855263048e-10
177,177,0,0,0,0,4.866158294099096e-12,2.4659589239080937e-11,3.024909892660932e-11,1.0802005212260345e-10,1.683433943769498e-10,9.475204988352893e-11
178,178,0,0,0,0,4.018876076362518e-12,2.036592877918632e-11,2.498220827610375e-11,8.921189509379383e-11,1.3903190142737402e-10,7.825408123796385e-11
179,179,0,0,0,0,3.31862673265692e-12,1.6817367442483442e-11,2.0629305967781814e-11,7.366760614256448e-11,1.14806969909511e-10,6.461908279860769e-11
180,180,0,0,0,0,2.739983060708029e-12,1.3885051146205858e-11,1.7032330978853922e-11,6.082274664012495e-11,9.478895282429966e-11,5.335194540692526e-11
181,181,0,0,0,0,2.261905449354533e-12,1.1462360224976627e-11,1.4060496507713616e-11,5.0210274670259594e-11,7.824999066836928e-11,4.404299346960417e-11
182,182,0,0,0,0,1.866974749583786e-12,9.461021952430265e-12,1.1605521333353393e-11,4.1443516131848656e-11,6.458747282062626e-11,3.6353047704668324e-11
183,183,0,0,0,0,1.540780236508405e-12,7.808008996761482e-12,9.577825253819851e-12,3.420257858420704e-11,5.330286425685729e-11,3.0001507761520195e-11
184,184,0,0,0,0,1.2714004114789227e-12,6.442908349999155e-12,7.90330163915842e-12,2.822282597818341e-11,4.3983744043048575e-11,2.4756242590068287e-11
185,185,0,0,0,0,1.0489691689121709e-12,5.315722848802885e-12,6.520620630008063e-12,2.328524833199542e-11,3.628879699733145e-11,2.0425143000295877e-11
