,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,29991,1,1,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
1,1,29991,2,1,0,3.689368322745215e-08,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
2,2,29991,3,1,0,1.598316837619458e-07,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,1.0
3,3,29991,4,1,0,4.0505308399198835e-07,1,9.961295800113708e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
4,4,29991,5,1,0,8.39293208848429e-07,1,3.319326457184416e-06,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
5,5,29991,6,1,0,1.5115452143316125e-06,1,7.617108269371194e-06,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
6,6,29991,7,1,0,2.4742628334202117e-06,1,1.4047681812184061e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0
7,7,29987,11,5,1,3.772109927237126e-06,2,2.2448588381303934e-05,2,0.0,0,0.0,1,0.0,0,0.0,0,1.0
8,8,29981,17,7,1,5.473843693812737e-06,2,3.4416211885391696e-05,1,0.0,4,7.083594120723146e-06,0,0.0,0,0.0,0,1.0
9,9,29975,23,7,1,7.644743403112374e-06,5,5.1077565270667316e-05,1,6.6408644799895156e-06,0,2.3604119231760915e-05,0,0.0,1,0.0,0,1.0
10,10,29951,46,25,2,1.0468190195847768e-05,16,7.447572516621508e-05,5,2.212884509137235e-05,3,5.4166149100013216e-05,1,2.6563549907341742e-05,0,0.0,0,1.0
11,11,29935,60,17,3,1.4560361558974113e-05,11,0.0001103262498141564,2,5.5761374845118856e-05,3,0.00010697830490066065,0,8.851568688801671e-05,1,0.0,0,1.0
12,12,29883,109,53,4,2.054015943969869e-05,34,0.00016226170466700522,3,0.00011522850290791989,10,0.00018323866062799505,2,0.00022968715924816415,4,0.0,0,0.9930555555555556
13,13,29826,159,56,6,3.0069714261364995e-05,34,0.00023597006459661758,11,0.00022094160957772732,4,0.00029890386300881995,4,0.0005693760666653005,3,0.0,0,0.9861111111111112
14,14,29770,204,54,9,4.499220963868815e-05,33,0.00034356588782133104,7,0.0003864466424162585,6,0.0004843640425280431,7,0.0012355081584067644,1,0.0,0,0.9861111111111112
15,15,29571,384,193,13,6.749995988994785e-05,131,0.0004948249060102634,31,0.0006311419044293421,11,0.0008025540688597015,10,0.002343853041453702,10,0.0,0,0.9722222222222222
