,day,edges,num_infected,num_new_infections,num_new_removed,Average deaths,0-49 deaths,50-59 deaths,60-69 deaths,70-79 deaths,80-89 deaths,90+ deaths
0,0,19996,10,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,19996,10,0,0,2.1398342529312962e-05,2.457119302948313e-07,1.2451619750142134e-06,1.5273988303975886e-06,5.454367472956822e-06,8.500335970349358e-06,4.784412604190537e-06
2,2,19996,10,0,0,7.130406116103111e-05,8.187670835597278e-07,4.14915807148052e-06,5.08963437101564e-06,1.8175171808455905e-05,2.8325019804165348e-05,1.594273240936682e-05
3,3,19994,11,2,1,0.000163626796253763,1.8788864558269149e-06,9.521385336713993e-06,1.1679567091579144e-05,4.170793480701018e-05,6.499955498906318e-05,3.658498808061448e-05
4,4,19992,12,2,1,0.00030604473320405487,3.5142367708677564e-06,1.780863466023292e-05,2.1845260533841166e-05,7.800980079514324e-05,0.00012157404484140325,6.842792973249142e-05
5,5,19989,14,3,1,0.0005007694930290333,5.750213531556102e-06,2.9139599485928865e-05,3.574457867021987e-05,0.00012764450473138283,0.00019892703972829498,0.000111966049284432
6,6,19987,15,2,1,0.0007499203250402713,8.611151559077725e-06,4.363759818085436e-05,5.3528792044935396e-05,0.00019115223632884784,0.00029790039602850364,0.00016767318545099196
7,7,19927,74,60,1,0.0010519647411738236,1.2079453668051074e-05,6.121345580719472e-05,7.508851272416698e-05,0.00026814236939594273,0.00041788534400221175,0.00023520669229130586
8,8,19920,77,6,3,0.0015284308908984287,1.7550597856373298e-05,8.893885235161371e-05,0.00010909833562593968,0.0003895920314649937,0.0006071580573261423,0.00034173880565895406
9,9,19910,82,10,5,0.002224185953523037,2.553978296338367e-05,0.00012942459309144144,0.00015876084885285298,0.0005669377196894986,0.0008835416967262035,0.0004973012884302506
10,10,19839,147,71,6,0.0032333647818665132,3.712793646570604e-05,0.00018814835178075707,0.00023079533283039899,0.0008241740999452579,0.0012844306479770694,0.0007229415640541494
11,11,19816,161,23,9,0.004727047556238658,5.427953020416286e-05,0.00027506522353538655,0.0003374133720283298,0.001204908950239895,0.0018777852686863033,0.0010569111078437554
12,12,19652,309,160,12,0.006783442869470495,7.789261430968504e-05,0.0003947261386799176,0.00048419744149365014,0.0017290773849056953,0.002694673353657231,0.0015166964226337718
13,13,19442,490,199,18,0.00979548801301755,0.00011247919153370528,0.0005699959790721512,0.0006991951322286353,0.0024968378334327386,0.003891186384651842,0.002190153571449686
14,14,19118,757,295,27,0.014269630336652628,0.00016385467284718596,0.0008303447366715093,0.001018556304375083,0.0036372820676525072,0.005668506888702994,0.0031905181042081636
15,15,18782,1004,290,43,0.021085077399433997,0.00024211478347604484,0.0012269331880280796,0.0015050381829630492,0.005374517216681938,0.008375893675432426,0.004714370280408069
16,16,18507,1184,243,62,0.031237883633000004,0.0003586969726872667,0.0018177213878340188,0.002229738441647055,0.00796243429501341,0.01240902212493478,0.006984415918066017
17,17,18171,1386,285,82,0.045689353785537345,0.0005246396676372993,0.0026586473190056653,0.0032612743458075677,0.0116460667365648,0.01814976355823809,0.010215591222983567
18,18,17767,1604,322,104,0.06533491459147443,0.0007502248343734012,0.00380181554616498,0.0046635608339497155,0.01665365588516879,0.025953819734441115,0.014608102867638266
19,19,17073,2017,545,130,0.09088128788110128,0.0010435675867117094,0.005288349962379105,0.006487043219560869,0.02316534282223304,0.03610193076165343,0.020319965372447485
20,20,16297,2447,591,158,0.1232867296483001,0.0014156713437091359,0.007174011144630911,0.008800121150056352,0.03142538386418194,0.04897475686542483,0.0275654332783361
21,21,15487,2828,582,197,0.16353641806029867,0.0018778486651502655,0.009516126261637592,0.0116731159588897,0.04168489770130813,0.06496365290890031,0.03656478060111638
22,22,14319,3398,814,238,0.21268111384169627,0.0024421651792754916,0.012375838707908187,0.015181030216918082,0.054211719803123504,0.08448602594925295,0.04755294482942202
23,23,13515,3608,505,279,0.2721495973742347,0.003125027221532722,0.015836288707950938,0.019425849275622707,0.06937004161246978,0.10810944860366145,0.06084938411089517
24,24,12237,4008,743,325,0.3425740213131124,0.003933693646150365,0.019934261000937998,0.024452695752554928,0.08732099677209208,0.13608503891766485,0.07659544019325111
25,25,10837,4334,726,368,0.42480436374205577,0.004877924543442642,0.024719215510599538,0.030322240493093018,0.10828124191351479,0.1687504445043533,0.0949811579760654
26,26,9665,4448,568,415,0.5190435805959226,0.005960050406738664,0.03020296217092189,0.037048970350931326,0.13230250984024888,0.20618628813304193,0.1160519159708512
27,27,8458,4493,539,431,0.6248777678470031,0.007175318477385938,0.03636141605308855,0.044603341143993405,0.1592792977703582,0.24822814943845284,0.1397151702039625
28,28,7043,4514,565,464,0.7413282366625632,0.008512490711039681,0.043137627600458785,0.05291549474301554,0.18896214112367274,0.2944872513983807,0.1657520975969063
29,29,5717,4412,486,487,0.8668578452734361,0.009953916484960244,0.050442151077758866,0.061875711035929995,0.22095922749436783,0.3443529756224494,0.1938190116961755
30,30,4551,4168,383,502,0.9993535760956871,0.011475332535365196,0.058152030739961044,0.07133316429490806,0.254731955616303,0.3969859412403835,0.22344346712673208
31,31,3573,3792,265,475,1.1362407670947636,0.013047174648227206,0.06611744791491597,0.08110407693180911,0.2896240525638586,0.45136338248077723,0.2540498003542264
32,32,2649,3358,217,466,1.2744729396696446,0.014634460855357233,0.0741611290915333,0.09097099341961473,0.32485898091289983,0.5062751078720394,0.2849568553219617
33,33,1956,2851,145,406,1.4107333308129044,0.016199105578876112,0.08209007300481673,0.10069716551806723,0.3595913086287528,0.5604035574275252,0.31542304362344764
34,34,1303,2339,136,388,1.5415197396591709,0.017700893903365423,0.08970048782647641,0.11003260856137952,0.3929283361736994,0.612357507319944,0.34466531517245735
35,35,763,1827,101,328,1.6634864999967762,0.01910140836252536,0.09679769042429527,0.11873851121864587,0.42401726418090574,0.6608079159749367,0.371935619152878
36,36,438,1318,56,242,1.7735697813787572,0.0203654677411666,0.10320339758941158,0.12659617940013398,0.45207713229750013,0.7045376990262874,0.3965489198434859
37,37,190,809,33,192,1.8691503078428335,0.021462995534448366,0.1087651945810185,0.13341865100652256,0.47644029565370805,0.7425063681442128,0.41791957857106987
38,38,43,380,12,121,1.9481630751034769,0.02237027980354322,0.11336291953092191,0.13905852746588213,0.4965803914160036,0.7738936153920982,0.4355858851579443
39,39,5,82,5,33,2.0091275422052757,0.023070319859003516,0.11691042028515915,0.14341012879292614,0.512120034540731,0.7981113066412551,0.449216808413334
40,40,0,0,0,5,2.051190139566603,0.023553314370223632,0.11935802793200898,0.14641252778365016,0.522841652935306,0.8148203675821677,0.4586215004218317
41,41,0,0,0,0,2.0741083405565623,0.02381647846325624,0.12069162993269376,0.14804841305555508,0.5286834273553144,0.8239244562742603,0.46374573513914796
42,42,0,0,0,0,2.0782227181532646,0.023863722854258154,0.12093104410821909,0.1483420944713194,0.5297321687381659,0.82555886285659,0.4646656605962295
43,43,0,0,0,0,2.0643904487779396,0.023704890290291408,0.12012614925102562,0.1473547566886535,0.526206368548053,0.8200640944294757,0.4615729311545351
44,44,0,0,0,0,2.033902052388239,0.023354799496191576,0.11835204026049924,0.14517851612597743,0.51843497609825,0.8079528006619967,0.45475609159003966
45,45,0,0,0,0,1.9883837565823335,0.022832124045470147,0.11570334674475988,0.14192945177997066,0.5068325114808125,0.7898709886423085,0.4445787468785642
46,46,0,0,0,0,1.929696208958195,0.022158229299125056,0.11228833912871161,0.1377403753841135,0.4918732476784783,0.7665577870988866,0.4314569154947868
47,47,0,0,0,0,1.8598371552171498,0.021356054882122034,0.10822326552734904,0.1327538846393006,0.4740664035318007,0.7388067859848465,0.41583726940408494
48,48,0,0,0,0,1.7808535499432396,0.02044910547298382,0.1036272375031279,0.12711608974230357,0.4539337410644751,0.7074311231241377,0.3981774830874932
49,49,0,0,0,0,1.694766460706706,0.01946058849598919,0.09861786026233707,0.12097125309282522,0.4319904237851083,0.6732336529127158,0.37892944300041026
50,50,0,0,0,0,1.6035103325012678,0.018412716709570474,0.09330769847420901,0.11445745403120818,0.40872953539107154,0.6369828195578949,0.35852566782961703
51,51,0,0,0,0,1.50888679161593,0.017326177747479434,0.08780158813457756,0.10770329139088408,0.3846103045266258,0.5993943060023412,0.337368979593377
52,52,0,0,0,0,1.412532183751157,0.016219761366919935,0.08219474762035231,0.10082556639164798,0.36004983035498433,0.5611181386767716,0.31582524555376407
53,53,0,0,0,0,1.3158974116415816,0.015110127928903955,0.07657160444792313,0.09392784346316835,0.3354179432343333,0.5227306781421864,0.29421887015105286
54,54,0,0,0,0,1.2202382955928286,0.014011697710655135,0.07100523435621102,0.08709976218679936,0.3110347476502186,0.4847307898832172,0.2728306397354296
55,55,0,0,0,0,1.126614557059964,0.012936639234288776,0.06555730216145804,0.08041696474411636,0.28717036313301897,0.4475394405420567,0.25189749530732897
56,56,0,0,0,0,1.0358955578539588,0.011894935168715124,0.060278395719619286,0.07394150557748805,0.2640463871628895,0.41150197777649267,0.23161381573512904
57,57,0,0,0,0,0.9487710628555464,0.01089450591524857,0.05520865220487137,0.06772261962511761,0.24183863855029694,0.376892405669727,0.21213382416881385
58,58,0,0,0,0,0.8657654901754097,0.009941373238709476,0.0503785873213879,0.061797739487581375,0.2206807897552095,0.34391904550288843,0.19357477420478605
59,59,0,0,0,0,0.7872543377070338,0.00903984888951046,0.045810051158633826,0.05619366794376474,0.20066855396165476,0.3127310610837072,0.1760206226659621
60,60,0,0,0,0,0.713481706093589,0.008192735815596553,0.041517247846603544,0.050927828728069856,0.18186415162462388,0.28342541961768886,0.15952594752688698
61,61,0,0,0,0,0.6445780597641279,0.007401532108077065,0.037507769064228556,0.04600953430084594,0.16430083770006634,0.2560539471505942,0.14411991906829189
62,62,0,0,0,0,0.5805775701914374,0.006666630149610996,0.033783603237410836,0.04144122379809139,0.14798732238455084,0.230630218051508,0.12981017762142602
63,63,0,0,0,0,0.5214345635897869,0.005987505479294855,0.030342092624730956,0.03721963705669727,0.13291196357958687,0.2071360887411683,0.11658651107589627
64,64,0,0,0,0,0.4670387468086935,0.005362891627874487,0.027176819306815134,0.03333690142817139,0.119046647922111,0.18552774606754968,0.10442425920679982
65,65,0,0,0,0,0.4172290103071525,0.004790938613920021,0.024278408376518297,0.02978151702535389,0.10635030911744012,0.16574119043700627,0.09328739985412206
66,66,0,0,0,0,0.37180570737266594,0.004269353943092812,0.021635242462331474,0.026539233204544436,0.09477205787201146,0.1476971136447423,0.0831312944087579
67,67,0,0,0,0,0.33054138659806626,0.003795525846550163,0.01923408624740803,0.02359381464224526,0.08425391756659688,0.13130516227318786,0.07390508746553749
68,68,0,0,0,0,0.2931900128890487,0.0033666291635180957,0.017060623036726934,0.02092769952427548,0.07473317466094243,0.11646760067019027,0.06555376852985574
69,69,0,0,0,0,0.25949475391032756,0.0029797147511469424,0.015099907847637623,0.01852255533689085,0.0661443634334079,0.10308240405813023,0.058019912973593955
70,70,0,0,0,0,0.2291944367695356,0.0026317836250323535,0.013336743122009834,0.016359739740396728,0.05842091176855984,0.09104582340465024,0.05124512567215758
71,71,0,0,0,0,0.20202879655537057,0.002319847226894338,0.011755984136809998,0.014420675206156393,0.05149647899236635,0.08025447036626843,0.045171214514622256
72,72,0,0,0,0,0.17774264647732588,0.002040975309271197,0.01034278166305557,0.012687146678269206,0.04530601882716553,0.07060697384606321,0.03974112279693489
73,73,0,0,0,0,0.15608910087152364,0.0017923329445067118,0.00908276951138324,0.011141531629488832,0.03978660092530307,0.06200526030930403,0.03489964984734091
74,74,0,0,0,0,0.13683197899581484,0.0015712081269409863,0.007962204408034705,0.009766971642448295,0.034878023588635676,0.054355508673575616,0.03059398848612274
75,75,0,0,0,0,0.11974751078925798,0.0013750313597290754,0.006968065252396704,0.00854749416558702,0.030523248561039152,0.04756882790932726,0.026774106412949493
76,76,0,0,0,0,0.10462545679043142,0.00120138851458888,0.006088118284651114,0.007468092452142331,0.026668686491920595,0.04156170191927903,0.02339299660717247
77,77,0,0,0,0,0.09126974412366295,0.0010480281346753727,0.00531095409358843,0.006514770956404812,0.02326435904702676,0.03625624217932656,0.02040681952671399
78,78,0,0,0,0,0.07949870958700425,0.0009128642259003134,0.004626001761810936,0.005674562685169173,0.02026396087077306,0.03158028430347154,0.01777495745962145
79,79,0,0,0,0,0.0691450299456844,0.0007939754565090385,0.004023524809533444,0.004935524222129346,0.017624841818273083,0.027467360353402834,0.01545999893851995
80,80,0,0,0,0,0.060055408935989055,0.0006896015630226063,0.0034946029814498583,0.0042867133864327245,0.015307927173651816,0.023856574503063544,0.013427668758435762
81,81,0,0,0,0,0.052090080482437656,0.0005981376458022245,0.0030311033391166057,0.003718153772667273,0.013277591021730093,0.020692405695287006,0.011646716902118678
82,82,0,0,0,0,0.045122178395320726,0.0005181269314403277,0.002625643583875519,0.003220789760309395,0.011501495585989875,0.017924457258726764,0.010088777611975065
83,83,0,0,0,0,0.039037014441040886,0.0004482524830189886,0.002271550048022597,0.002786434982886219,0.009950407211067084,0.015507170126549098,0.008728207975259503
84,84,0,0,0,0,0.033731299202726744,0.0003873282534430298,0.0019628123569630108,0.002407716713547259,0.008597997762672246,0.013399513328977482,0.007541913717857926
