,day,edges,num_infected,num_new_infections,num_new_removed,All deaths,All cases,perc_above_left
43,43,8892,26,7,7,0.0643649333364248,7,0.9725274725274725
44,44,8878,20,5,6,0.06591462855190015,5,0.9725274725274725
45,45,8870,12,3,4,0.06734005972635523,3,0.9725274725274725
46,46,8822,12,10,4,0.06862017573647912,10,0.9725274725274725
47,47,8801,10,8,5,0.06974488506971963,8,0.9725274725274725
48,48,8795,2,2,4,0.07069832824233423,2,0.9725274725274725
49,49,8793,3,3,2,0.07145910112158776,3,0.9725274725274725
50,50,8782,3,3,3,0.07200862308635703,3,0.9725274725274725
51,51,8781,1,1,1,0.07232292793523099,1,0.9725274725274725
52,52,8780,1,1,1,0.07237515384166505,1,0.9725274725274725
53,53,8779,2,2,1,0.07214268079991912,2,0.9725274725274725
54,54,8776,1,1,2,0.0716103487439993,1,0.9725274725274725
55,55,8774,1,1,1,0.07076911820722998,1,0.9725274725274725
56,56,8772,2,2,1,0.0696207316279944,2,0.9725274725274725
57,57,8771,2,2,1,0.06817864152140315,2,0.9725274725274725
58,58,8770,1,1,1,0.06646576978794841,1,0.9725274725274725
59,59,8769,1,1,1,0.06451124283358423,1,0.9725274725274725
60,60,8763,2,2,1,0.062349379009766955,2,0.9725274725274725
61,61,8762,1,1,1,0.06001905889205633,1,0.9725274725274725
62,62,8760,1,1,1,0.05755766490313527,1,0.9725274725274725
63,63,8760,1,1,0,0.05500305322128489,1,0.9725274725274725
64,64,8759,1,1,1,0.052390239245758335,1,0.9725274725274725
65,65,8758,1,1,1,0.049751238995237534,1,0.9725274725274725
66,66,8756,1,1,1,0.04711480421544558,1,0.9725274725274725
67,67,8756,1,1,0,0.04450632999365758,1,0.9725274725274725
68,68,8755,2,2,1,0.041947861562264196,2,0.9725274725274725
69,69,8728,10,10,2,0.03946122720534248,10,0.9725274725274725
70,70,8726,7,2,1,0.037090608654918804,2,0.9725274725274725
71,71,8722,5,3,2,0.03486281410756614,3,0.9725274725274725
72,72,8696,6,6,3,0.032813168569432685,6,0.9725274725274725
73,73,8682,7,6,4,0.030972064970763175,6,0.9725274725274725
74,74,8677,3,1,3,0.02936346664142796,1,0.9725274725274725
75,75,8674,3,3,2,0.027992989211600504,3,0.9725274725274725
76,76,8670,2,2,3,0.026861274154380468,2,0.9725274725274725
77,77,8650,6,6,2,0.025950749735192503,6,0.9725274725274725
78,78,8625,11,10,5,0.02524892063464163,10,0.9725274725274725
79,79,8619,8,2,5,0.02475363202474164,2,0.9725274725274725
80,80,8616,4,1,2,0.02444821119117618,1,0.9725274725274725
81,81,8603,3,3,3,0.02431543475326695,3,0.9725274725274725
82,82,8596,1,1,2,0.024329923938629875,1,0.9725274725274725
83,83,8595,1,1,1,0.024453381428773235,1,0.9725274725274725
84,84,8594,1,1,1,0.024646054463530933,1,0.9725274725274725
85,85,8593,2,2,1,0.024866340755469913,2,0.9725274725274725
86,86,8587,2,2,2,0.025078322644592307,2,0.9725274725274725
87,87,8586,2,2,1,0.025252426195090716,2,0.9725274725274725
88,88,8577,5,5,1,0.02536802511924238,5,0.9725274725274725
89,89,8563,9,8,3,0.02542178038288826,8,0.9725274725274725
90,90,8561,6,1,1,0.025429595475749443,1,0.9725274725274725
91,91,8525,13,11,3,0.025400597620362793,11,0.9725274725274725
92,92,8518,11,3,3,0.025379083048395232,3,0.9725274725274725
93,93,8516,8,2,2,0.025383999812101724,2,0.9725274725274725
94,94,8500,6,3,4,0.025436283252965507,3,0.9725274725274725
95,95,8492,4,3,2,0.025543726318438167,3,0.9725274725274725
96,96,8489,1,1,3,0.025702759916589553,1,0.9725274725274725
97,97,8488,2,2,1,0.02589762856510108,2,0.9725274725274725
98,98,8479,4,4,2,0.02611004772733755,4,0.9725274725274725
99,99,8473,3,3,2,0.02632370653248066,3,0.9725274725274725
100,100,8472,2,2,1,0.026522823979128085,2,0.9725274725274725
101,101,8466,4,4,2,0.02669467178221098,4,0.9725274725274725
102,102,8462,2,2,2,0.02683483678164295,2,0.9725274725274725
103,103,8461,1,1,1,0.026935919280259107,1,0.9725274725274725
104,104,8460,2,2,1,0.026991406077004135,2,0.9725274725274725
105,105,8447,3,3,2,0.026996214417934098,3,0.9725274725274725
106,106,8439,2,2,2,0.026947950894019693,2,0.9725274725274725
107,107,8438,1,1,1,0.02684476967861987,1,0.9725274725274725
108,108,8435,1,1,1,0.026685180691897757,1,0.9725274725274725
109,109,8435,1,1,0,0.026467524878691823,1,0.9725274725274725
110,110,8434,1,1,1,0.026189203291059136,1,0.9725274725274725
111,111,8431,3,3,1,0.025848018354701133,3,0.9725274725274725
112,112,8404,10,10,3,0.025449117738356744,10,0.9725274725274725
113,113,8398,9,3,2,0.025022871577134852,3,0.9725274725274725
114,114,8390,9,4,3,0.024591284767825794,4,0.9725274725274725
115,115,8390,6,1,0,0.024189122864488613,1,0.9725274725274725
116,116,8375,8,6,2,0.023833118806746184,6,0.9725274725274725
117,117,8373,6,2,2,0.023546218393665972,2,0.9725274725274725
118,118,8364,6,4,4,0.02333131072065445,4,0.9725274725274725
119,119,8360,4,2,2,0.02319532305689444,2,0.9725274725274725
120,120,8353,2,2,4,0.023131435656046542,2,0.9725274725274725
121,121,8352,1,1,1,0.02312945172741578,1,0.9725274725274725
122,122,8351,1,1,1,0.023170511167407485,1,0.9725274725274725
123,123,8349,2,2,1,0.023232468404497504,2,0.9725274725274725
124,124,8346,1,1,2,0.023294197003674633,1,0.9725274725274725
125,125,8345,1,1,1,0.02333365540280037,1,0.9725274725274725
126,126,8345,1,1,0,0.023332963886275093,1,0.9725274725274725
127,127,8344,1,1,1,0.023277187833712798,1,0.9725274725274725
128,128,8343,2,2,1,0.02315539525775775,2,0.9725274725274725
129,129,8337,3,3,2,0.022963958012984478,3,0.9725274725274725
130,130,8336,1,1,1,0.02270744293577039,1,0.9725274725274725
131,131,8335,1,1,1,0.022391010277129225,1,0.9725274725274725
132,132,8334,2,2,1,0.022023386948201995,2,0.9725274725274725
133,133,8320,5,5,2,0.021614817956370238,5,0.9725274725274725
134,134,8319,3,1,1,0.021184822894044834,1,0.9725274725274725
135,135,8311,4,4,2,0.020744971499591557,4,0.9725274725274725
136,136,8308,4,3,1,0.020317955878059575,3,0.9725274725274725
137,137,8305,2,1,2,0.019919254045638355,1,0.9725274725274725
138,138,8303,1,1,2,0.019558472403335334,1,0.9725274725274725
139,139,8300,1,1,1,0.019239390918083518,1,0.9725274725274725
140,140,8285,5,5,1,0.018958029903684462,5,0.9725274725274725
141,141,8282,4,2,2,0.01871795536759333,2,0.9725274725274725
142,142,8277,2,1,3,0.018515231778605624,1,0.9725274725274725
143,143,8276,1,1,1,0.018347339990425295,1,0.9725274725274725
144,144,8274,1,1,1,0.018207708293569328,1,0.9725274725274725
145,145,8273,1,1,1,0.018086201574845095,1,0.9725274725274725
146,146,8271,1,1,1,0.017971153518999354,1,0.9725274725274725
147,147,8270,1,1,1,0.017850937389262193,1,0.9725274725274725
148,148,8269,1,1,1,0.01771519047647309,1,0.9725274725274725
149,149,8268,1,1,1,0.01755560745821204,1,0.9725274725274725
150,150,8266,1,1,1,0.017366331541565864,1,0.9725274725274725
151,151,8264,1,1,1,0.017144021198654096,1,0.9725274725274725
152,152,8263,1,1,1,0.016887683218494542,1,0.9725274725274725
153,153,8262,2,2,1,0.016598357040692617,2,0.9725274725274725
154,154,8261,2,2,1,0.016281783393555117,2,0.9725274725274725
155,155,8257,3,3,2,0.015945942300446075,3,0.9725274725274725
156,156,8251,3,3,1,0.015604686095038116,3,0.9725274725274725
157,157,8250,2,2,1,0.015273827567230343,2,0.9725274725274725
158,158,8247,1,1,2,0.014967755725747309,1,0.9725274725274725
159,159,8243,1,1,1,0.014695946145336149,1,0.9725274725274725
160,160,8242,2,2,1,0.014462439547181696,2,0.9725274725274725
161,161,8239,2,2,2,0.014268432347190082,2,0.9725274725274725
162,162,8238,1,1,1,0.014112275783152248,1,0.9725274725274725
163,163,8237,1,1,1,0.01398909324342426,1,0.9725274725274725
164,164,8236,1,1,1,0.01389277785631203,1,0.9725274725274725
165,165,8235,2,2,1,0.013815121060069924,2,0.9725274725274725
166,166,8230,1,1,2,0.013750374854506415,1,0.9725274725274725
167,167,8230,1,1,0,0.013691104869723875,1,0.9725274725274725
168,168,8229,1,1,1,0.013631914850759493,1,0.9725274725274725
169,169,8228,1,1,1,0.013567398520400209,1,0.9725274725274725
170,170,8226,1,1,1,0.013492842376971313,1,0.9725274725274725
171,171,8225,1,1,1,0.013404487660736184,1,0.9725274725274725
172,172,8224,1,1,1,0.013299693283819575,1,0.9725274725274725
173,173,8223,1,1,1,0.013176982962307226,1,0.9725274725274725
174,174,8221,1,1,1,0.013035991556739375,1,0.9725274725274725
175,175,8220,2,2,1,0.012877337710156658,2,0.9725274725274725
176,176,8211,3,3,2,0.01270551362821353,3,0.9725274725274725
177,177,8203,5,4,2,0.012529710119008776,4,0.9725274725274725
178,178,8200,4,1,1,0.012365614569379492,1,0.9725274725274725
179,179,8195,4,3,3,0.012223469641361263,3,0.9725274725274725
180,180,8189,2,1,2,0.012118658787556828,1,0.9725274725274725
181,181,8188,1,1,1,0.012055235244573614,1,0.9725274725274725
182,182,8185,2,2,1,0.012034250069137383,2,0.9725274725274725
183,183,8184,1,1,1,0.012053461317287645,1,0.9725274725274725
184,184,8184,1,1,0,0.012104861659216516,1,0.9725274725274725
185,185,8183,1,1,1,0.012179559791951941,1,0.9725274725274725
186,186,8182,2,2,1,0.01226687728579022,2,0.9725274725274725
187,187,8178,1,1,2,0.012359085943861155,1,0.9725274725274725
188,188,8176,2,2,1,0.012447307071222918,2,0.9725274725274725
189,189,8159,7,7,2,0.012528272177683632,7,0.9725274725274725
190,190,8159,6,1,0,0.01261547839070694,1,0.9725274725274725
191,191,8149,9,6,3,0.012712190038954012,6,0.9725274725274725
192,192,8146,7,1,1,0.012842563649720728,1,0.9725274725274725
193,193,8140,5,1,1,0.013011856804176767,1,0.9725274725274725
194,194,8137,4,2,3,0.01322488018586891,2,0.9725274725274725
195,195,8126,3,2,3,0.013478476982440684,2,0.9725274725274725
196,196,8122,4,4,3,0.013763980156096367,4,0.9725274725274725
197,197,8121,3,2,1,0.014077257115315527,2,0.9725274725274725
198,198,8103,5,5,3,0.0144096625160307,5,0.9725274725274725
199,199,8024,22,20,2,0.014764326899690355,20,0.967032967032967
200,200,8018,23,4,3,0.015191645785869103,4,0.967032967032967
201,201,8018,20,1,0,0.01571389505224796,1,0.967032967032967
202,202,7995,23,7,4,0.01635948018129817,7,0.967032967032967
203,203,7991,21,2,2,0.01714689767849278,2,0.967032967032967
204,204,7988,19,2,3,0.018061741937047994,2,0.967032967032967
205,205,7985,15,1,2,0.019081246630383793,1,0.967032967032967
206,206,7980,12,2,3,0.020165146384297106,2,0.967032967032967
207,207,7929,21,14,3,0.02126908351081597,14,0.967032967032967
208,208,7921,18,2,2,0.022383899680923212,2,0.967032967032967
209,209,7908,19,6,3,0.023481067239330865,6,0.967032967032967
210,210,7906,15,1,2,0.02456341004796693,1,0.967032967032967
211,211,7879,16,6,2,0.02561307386231846,6,0.967032967032967
212,212,7874,13,2,2,0.026627278616778705,2,0.967032967032967
213,213,7864,13,5,4,0.027587556030496944,5,0.967032967032967
