,day,edges,num_infected,num_new_infections,num_new_removed,0-19 deaths,0-19 cases,20-49 deaths,20-49 cases,50-69 deaths,50-69 cases,70+ deaths,70+ cases,perc_above_left
0,0,19996,1,1,0,0.0,0,0.0,0,0.0,1,0.0,0,1.0
1,1,19996,2,1,0,0.0,1,0.0,0,1.844684625093316e-06,0,0.0,0,1.0
2,2,19996,3,1,0,1.1068104928488164e-08,0,0.0,1,6.146901571945755e-06,0,0.0,0,1.0
3,3,19996,4,1,0,3.688140002790061e-08,0,7.378736683345172e-08,0,1.4105757718809844e-05,0,0.0,1,1.0
4,4,19995,5,1,0,8.463452473331121e-08,0,2.4587600233039196e-07,0,2.6014228647685728e-05,1,1.992264403298285e-05,0,1.0
5,5,19995,6,1,0,1.5608533208851518e-07,0,5.642301698096297e-07,0,4.341614949572502e-05,0,6.63867038613514e-05,1,1.0
6,6,19995,7,1,0,2.494287256261138e-07,0,1.0405688896653397e-06,1,6.619126555575385e-05,0,0.00017226521035817934,0,1.0
7,7,19989,11,5,1,3.6026609204459813e-07,0,1.7366455521766948e-06,1,9.455536494538253e-05,3,0.0003473410795255656,1,1.0
8,8,19986,12,2,1,4.826975202844349e-07,0,2.72143733707471e-06,2,0.00013326320672910576,0,0.0006212381595989476,0,1.0
9,9,19980,15,4,1,6.102893896293135e-07,2,4.175664402435209e-06,1,0.00018281552400854371,1,0.0009958218407157072,0,1.0
10,10,19977,17,3,1,7.589561485199805e-07,2,6.238934397315228e-06,1,0.00024700420227578753,0,0.0014701734577669055,0,1.0
11,11,19976,17,1,1,9.526860745176535e-07,1,9.063683751052486e-06,0,0.00032558978030922423,0,0.0020279590797740023,0,1.0
12,12,19971,18,3,2,1.2198032216282114e-06,1,1.2667789918573312e-05,2,0.0004172383396291866,0,0.002644110453230468,0,1.0
13,13,19649,176,160,2,1.5896085268264278e-06,43,1.7135869465698198e-05,69,0.0005186376175885097,31,0.003289225690491312,17,0.9927007299270073
14,14,19556,217,47,6,2.546593917328799e-06,17,2.7444763573126938e-05,15,0.0006826105598683004,9,0.004272093146383616,6,0.9854014598540146
15,15,19525,220,14,11,4.432410188204931e-06,1,4.626951891729806e-05,9,0.0009400165780627423,2,0.005797254797916773,2,0.9854014598540146
16,16,19429,255,50,15,7.609101908278519e-06,13,7.773452682104612e-05,19,0.0013326612764460338,16,0.008141163523987296,2,0.9854014598540146
17,17,19333,282,46,19,1.2391741500446438e-05,9,0.00012473287512947712,21,0.001907143597114796,11,0.01147036235694582,5,0.9854014598540146
18,18,19187,335,77,24,1.8852652005945902e-05,9,0.00018879158625806561,42,0.0026860393264464765,20,0.015874822639181278,6,0.9854014598540146
19,19,18952,413,107,29,2.696569121912442e-05,24,0.0002720907521967789,47,0.003704976363927132,28,0.021378052914946977,8,0.9781021897810219
20,20,18782,456,79,36,3.6756018239240994e-05,20,0.00037688598320345326,38,0.005006597854355588,14,0.02801313937525637,7,0.9781021897810219
21,21,18566,518,105,41,4.8183494461728204e-05,26,0.0005051893016253491,45,0.006612079637081045,24,0.0357845113606482,10,0.9635036496350365
22,22,18297,593,126,51,6.132249889638055e-05,35,0.000659217998202772,54,0.008554967903169104,27,0.0447516932926117,10,0.948905109489051
23,23,17800,750,216,57,7.634806414451473e-05,41,0.0008409627291385009,105,0.01085568521055983,46,0.05496393109039157,24,0.927007299270073
24,24,17211,928,249,69,9.354590717871862e-05,55,0.0010556544855164676,106,0.013565017937300477,57,0.06675681175487512,31,0.8978102189781022
25,25,16755,1050,208,82,0.0001134124108872807,44,0.0013093297224762313,97,0.0167584349218289,46,0.08067650394524918,21,0.8905109489051095
26,26,16326,1138,190,100,0.0001363779133946497,39,0.0016089664517829798,97,0.02050987259966072,38,0.09726060367162298,16,0.8759124087591241
27,27,15508,1390,370,111,0.0001628052757339649,78,0.001960966727308085,172,0.024878352265467033,79,0.11697083913901202,41,0.8540145985401459
28,28,14766,1572,321,128,0.00019329755471283753,75,0.00237522348139126,155,0.02996583019125417,61,0.14053496515547462,30,0.8321167883211679
29,29,14166,1658,249,159,0.00022834637987167037,56,0.0028596874898120708,99,0.035825296171115455,60,0.16835526680443136,34,0.8248175182481752
30,30,13647,1682,209,162,0.00026830899644955056,46,0.0034186853443473027,81,0.04251150961576132,59,0.20094326901060275,23,0.8248175182481752
31,31,12849,1813,337,194,0.00031325380638313024,62,0.004051403664813526,170,0.05004027805411823,72,0.23838912950788457,33,0.8248175182481752
32,32,12002,1901,316,211,0.00036306662007838913,75,0.0047572398291535955,144,0.058413589019235046,67,0.2807389871100772,30,0.8248175182481752
33,33,10939,2035,384,223,0.0004174978984142569,87,0.005530697754800974,170,0.0675958086294803,92,0.3277007723223798,35,0.8102189781021898
34,34,10126,2070,308,232,0.00047636622210594105,71,0.0063687206674288965,142,0.07757966022749786,70,0.37895695885693625,25,0.8029197080291971
35,35,9272,2092,317,262,0.0005393522998592276,68,0.007265309917520633,151,0.08830769580943316,66,0.43387314113663655,32,0.7883211678832117
36,36,8434,2089,312,279,0.0006060880487774311,65,0.008214495066147598,147,0.09971147265649713,67,0.49185162918870146,33,0.7883211678832117
37,37,7559,2073,318,280,0.0006760069753035404,68,0.009208168885160043,148,0.11168768145367534,74,0.552187449669632,28,0.7883211678832117
38,38,6691,2061,339,271,0.0007484260974210114,86,0.010237235364222922,143,0.12411809860773393,72,0.6141036898156229,38,0.781021897810219
39,39,5942,1997,303,276,0.0008227586865698698,69,0.011291311089893702,141,0.13686926562563279,63,0.6770285895383721,30,0.781021897810219
40,40,5219,1887,270,284,0.0008982671807190309,57,0.012359341760187586,115,0.14979224772556926,72,0.7402762912293508,26,0.781021897810219
41,41,4627,1716,219,279,0.0009741579345588627,50,0.013428077649637401,111,0.16275155767518662,39,0.8031887293189587,19,0.781021897810219
42,42,3843,1598,278,266,0.0010494688017270624,65,0.014483567152257095,124,0.1755524382934331,57,0.8649344410221784,32,0.7737226277372263
43,43,3273,1400,201,274,0.0011232977629844795,48,0.015512198620383248,82,0.18803118084738205,50,0.9248741539648578,21,0.7737226277372263
44,44,2730,1210,208,269,0.0011945747061471925,58,0.016498170764629484,90,0.20000002360136618,41,0.9821829210003764,19,0.7737226277372263
45,45,2229,1005,188,238,0.0012624573729359979,37,0.017427456847164007,90,0.21127951661444033,44,1.0361492612238985,17,0.7737226277372263
