,day,edges,num_infected,num_new_infections,num_new_removed,0-49 deaths,0-49 cases,50-59 deaths,50-59 cases,60-69 deaths,60-69 cases,70-79 deaths,70-79 cases,80-89 deaths,80-89 cases,90+ deaths,90+ cases,perc_above_left
0,0,199996,10,10,0,0.0,3,0.0,2,0.0,1,0.0,2,0.0,1,0.0,1,1.0
1,1,199996,20,10,0,1.1068104968235646e-07,9,1.9922591600227416e-06,0,1.6602161199973789e-06,1,1.4167188241446292e-05,0,2.6563549907341742e-05,0,5.980515755238171e-05,0,1.0
2,2,199994,31,12,1,7.008571506505502e-07,9,6.638652914368832e-06,0,7.192427392840467e-06,1,4.720823846352183e-05,2,8.851568688801671e-05,0,0.00019928415511708523,0,1.0
3,3,199992,42,12,1,2.2848304042299964e-06,8,1.5234216538742388e-05,2,1.9887609014122144e-05,1,0.00012249948644147272,0,0.00020312360934082241,1,0.00045731235100768096,0,1.0
4,4,199984,58,18,2,5.501480548237959e-06,11,3.0087622784390863e-05,1,4.330041419647177e-05,2,0.0002469976600233968,3,0.00040116973005525854,0,0.0008433880901456665,1,1.0
5,5,199967,82,27,3,1.1105217515585269e-05,19,5.253195925698807e-05,3,8.237494774031397e-05,1,0.0004488521633546642,3,0.0006871468386798668,1,0.0014075629110738882,0,1.0
6,6,199939,115,38,5,2.007830136337174e-05,25,8.638983718669882e-05,5,0.00014028686909239572,4,0.000752993612952048,2,0.0010943289726192676,2,0.0021459381247638165,0,1.0
7,7,199910,147,39,7,3.3641525362167776e-05,20,0.00013753666471792364,8,0.0002248351324474728,4,0.0011846005096326194,3,0.0016747272929119074,4,0.003065509638372733,0,1.0
8,8,199860,197,60,10,5.293787421354908e-05,43,0.00021621395748947238,5,0.00034369281926439335,8,0.0017729538387829349,2,0.002549740277670414,2,0.004141012510509146,0,0.9993211133740665
9,9,199807,246,63,14,7.989409250009469e-05,37,0.0003316879472993338,12,0.0005129437569945377,8,0.0025328834832962573,3,0.0038210594416191656,2,0.005329074591786815,1,0.9993211133740665
10,10,199735,309,81,18,0.00011616080705228883,53,0.0005006024386375979,7,0.0007504547155711125,11,0.0034792217991117666,5,0.00560527129649262,4,0.0066360037257193185,1,0.9986422267481331
11,11,199342,685,400,24,0.00016408182434975022,269,0.000733908120332354,52,0.0010816792844303357,37,0.004631239415719529,26,0.008032257971479991,12,0.008085346639719833,4,0.9959266802443992
12,12,198675,1313,666,38,0.00023377491593008423,444,0.0010871077119985087,79,0.0015753842541902953,63,0.006156834088989769,51,0.011423481602217239,24,0.009922207517829398,5,0.9918533604887984
13,13,197986,1935,689,67,0.0003443226641137971,452,0.0016522151577048907,81,0.0023570419455422598,61,0.00845367000327607,76,0.016486704299671577,16,0.012527879929929929,3,0.9877800407331976
14,14,197152,2651,823,107,0.0005219282739520732,580,0.00255657462465816,91,0.0035863936580995976,76,0.012248515360554015,48,0.02393702434276643,26,0.01630033470985181,2,0.9809911744738629
15,15,196030,3576,1085,160,0.0008023937304460883,727,0.003958506871659375,126,0.005474856813883904,112,0.018259884751714868,71,0.03489107874633086,34,0.021591989244326468,15,0.9708078750848609
16,16,194647,4646,1299,228,0.0012276685753662983,846,0.006049320804623021,165,0.008291475289354127,142,0.02741241353511472,92,0.05060453159081732,43,0.029393633853910906,11,0.9613034623217923
17,17,192153,6660,2329,314,0.0018440427500389554,1528,0.009052826064430875,295,0.012358343483371136,229,0.040634127022723676,175,0.0726054169377802,81,0.04055067713116142,21,0.9463679565512559
18,18,189922,8269,2052,439,0.0027211730527051383,1397,0.013322953386856025,236,0.0181543991844385,188,0.059376074835890885,157,0.10344944033146135,62,0.05679735774443983,12,0.9327902240325866
19,19,185827,11303,3627,590,0.003926453593672299,2433,0.019185055934342405,432,0.026123431423164322,344,0.08505204383585876,294,0.14542970739658706,96,0.07939407316628873,28,0.9049558723693143
20,20,185827,11313,10,0,0.005569397702257173,5,0.027178883213714505,2,0.03697556231002188,1,0.12017421443229032,1,0.20191457936736626,1,0.11053570274415854,0,0.9049558723693143
21,21,185827,11323,10,0,0.00767009019189283,8,0.037399423971910664,1,0.05082416394256157,0,0.16524783716218927,1,0.273439945107474,0,0.150499454260119,0,0.9049558723693143
22,22,185827,11333,10,0,0.0102248384836547,4,0.04982315769092474,3,0.06762088329377784,3,0.22032228408295937,0,0.3595237269215382,0,0.19911542548200042,0,0.9049558723693143
23,23,185827,11343,10,0,0.013155150955728822,9,0.0640679708935032,0,0.08684189575730725,0,0.2837641075669899,1,0.4573701687177939,0,0.2548120381934858,0,0.9049558723693143
24,24,185827,11353,10,0,0.016339278543392406,5,0.07953943470482308,4,0.10768176685558353,1,0.3529605141544512,0,0.5628420102020256,0,0.31521569337018895,0,0.9049558723693143
25,25,185827,11363,10,0,0.01963355696533478,6,0.09554297501983103,1,0.1292018564266697,2,0.4247820131112208,0,0.671172053681713,1,0.37756439786238616,0,0.9049558723693143
26,26,185827,11373,10,0,0.02289177502555077,8,0.11136899028379156,2,0.1504508973029466,0,0.4960172998385894,0,0.7776020228174427,0,0.4390680166278279,0,0.9049558723693143
27,27,185827,11383,10,0,0.025979530369967075,5,0.12636767535063045,2,0.17055496080207985,1,0.5636922974837446,2,0.8777925900318413,0,0.4971772695743818,0,0.9049558723693143
28,28,185827,11393,10,0,0.028783500452303108,8,0.13999124445421976,0,0.18878163647176424,1,0.6252992021868904,1,0.9681394873533162,0,0.549756873949679,0,0.9049558723693143
29,29,185827,11403,10,0,0.031216572504886995,6,0.15181653640709908,1,0.20456814840219234,2,0.6788948421473584,1,1.0458981828000615,0,0.5951744255328943,0,0.9049558723693143
30,30,185827,11413,10,0,0.03321901335388966,7,0.1615537289353414,2,0.2175329087628329,1,0.7231456044691711,0,1.1092218165024292,0,0.6323229254897204,0,0.9049558723693143
31,31,185827,11423,10,0,0.034757456225286545,8,0.16904025191226996,1,0.22746446809051302,0,0.7572891806306216,1,1.1571165004530575,0,0.6605957226698733,0,0.9049558723693143
32,32,185827,11433,10,0,0.03582202620083987,6,0.17422664738644023,1,0.23430273449526012,3,0.7810854469733884,0,1.189345326709561,0,0.6798307505690497,0,0.9049558723693143
