,day,edges,num_infected,num_new_infections,num_new_removed,0-19 deaths,0-19 cases,20-49 deaths,20-49 cases,50-69 deaths,50-69 cases,70+ deaths,70+ cases,perc_above_left
0,0,10054,1,1,0,0.0,1,0.0,0,0.0,0,0.0,0,
1,1,10054,2,1,0,0.0,1,0.0,0,0.0,0,0.0,0,
2,2,10054,3,1,0,0.0,1,0.0,0,0.0,0,0.0,0,
3,3,10054,4,1,0,0.0,0,0.0,0,0.0,1,0.0,0,
4,4,10054,5,1,0,0.0,0,0.0,0,2.379643343388718e-06,1,0.0,0,
5,5,10054,6,1,0,0.0,1,0.0,0,1.0309146961063426e-05,0,0.0,0,
6,6,10054,7,1,0,0.0,0,0.0,1,2.61259324285463e-05,0,0.0,0,
7,7,10053,7,1,1,0.0,1,1.291278929522275e-07,0,5.1754786262745456e-05,0,0.0,0,
8,8,10053,7,1,0,0.0,1,4.302830073893731e-07,0,8.71855511242407e-05,0,0.0,0,
9,9,10049,8,2,1,0.0,0,9.874028047652825e-07,2,0.00013108442897341469,0,0.0,0,
10,10,10049,8,1,0,0.0,0,2.0792513568320353e-06,0,0.00018123723634337572,1,0.0,0,
11,11,10047,8,1,1,0.0,1,3.7705678615229642e-06,0,0.0002373719063723339,0,0.0,0,
12,12,10044,9,2,1,0.0,0,6.177910085719028e-06,2,0.0002975581045931383,0,0.0,0,
13,13,10041,10,2,1,0.0,0,9.531718090195371e-06,1,0.00036082204736127745,1,0.0,0,
14,14,10038,11,2,1,0.0,1,1.3929740597116321e-05,0,0.00042777355118411674,1,0.0,0,
15,15,10036,11,1,1,0.0,0,1.9407530328154464e-05,0,0.0004995098378065209,0,0.0,1,
16,16,10034,11,2,1,0.0,0,2.5888185522648605e-05,1,0.0005762265681898454,1,2.139839983400872e-05,0,
17,17,10029,11,2,2,0.0,0,3.3276751451190957e-05,2,0.0006602328724912631,0,7.13042521130885e-05,0,
18,18,10021,12,3,2,0.0,1,4.1566440575834334e-05,1,0.0007506193660364231,0,0.00016362723444582222,1,
19,19,10016,12,2,2,0.0,0,5.0712924828008634e-05,2,0.000846309796114441,0,0.00032316427265812,0,
20,20,10011,12,2,2,0.0,1,6.086847225721049e-05,0,0.0009446165985873903,1,0.000553534555811871,0,
21,21,10005,13,3,2,0.0,2,7.1921369988713e-05,1,0.0010444586348214732,0,0.0008601437505084428,0,
22,22,10001,13,2,2,0.0,0,8.384871652086342e-05,1,0.001142930027618837,0,0.0012349838541015747,1,
23,23,9996,14,3,2,0.0,0,9.648725305487904e-05,1,0.001238091369557914,2,0.0016835250324994694,0,
24,24,9996,13,1,0,0.0,1,0.00010966739776952308,0,0.0013321168791063718,0,0.0021923435527943028,0,
25,25,9992,12,2,3,0.0,0,0.00012308318300406428,1,0.0014239410616097995,1,0.002753305133611513,0,
26,26,9986,11,2,3,0.0,1,0.000136518646275414,1,0.0015166073129064884,0,0.003348694070894243,0,
27,27,9976,13,5,3,0.0,2,0.0001497276351596523,2,0.0016096692739909668,1,0.003956516513560151,0,
28,28,9969,14,4,3,0.0,2,0.00016267176244660764,1,0.0017048578633079123,0,0.004553350950619753,1,
29,29,9962,13,2,3,0.0,1,0.00017528564594135174,0,0.0018006587763969855,0,0.005138257714532737,1,
30,30,9957,11,1,3,0.0,0,0.00018746483752902032,1,0.0018955182883262844,0,0.005720329574530961,0,
31,31,9947,10,2,3,0.0,0,0.00019916409455843074,1,0.001986482898235891,0,0.006305212531011248,1,
32,32,9938,11,4,3,0.0,2,0.00021028011348825175,1,0.002070068624450036,1,0.006920766100346675,0,
33,33,9933,10,2,3,0.0,0,0.0002207575485233173,1,0.0021451724718581345,0,0.007567675345662837,1,
34,34,9927,10,3,3,0.0,0,0.00023057258181259245,1,0.0022095204520036884,0,0.00826707794219098,2,
35,35,9921,11,4,3,0.0,0,0.00023972787460065315,2,0.0022622841189086453,1,0.009053774557000363,1,
36,36,9915,10,2,3,0.0,1,0.0002483745213217122,1,0.0023046695644932994,0,0.009954267540259363,0,
37,37,9908,12,5,2,0.0,1,0.00025658965189741235,2,0.002336375428632329,1,0.010980423327312557,1,
38,38,9903,11,2,2,0.0,1,0.0002646269246446152,0,0.0023604701185986044,0,0.012144822151745758,1,
39,39,9893,10,2,3,0.0,1,0.00027246312535328924,1,0.00237762536123844,0,0.01344109443482515,0,
40,40,9889,10,3,2,0.0,0,0.0002801596066442387,0,0.0023889380567859953,2,0.014840539215275934,1,
41,41,9883,11,4,3,0.0,0,0.00028751088165180857,2,0.0023989902679694116,2,0.01632606181554203,0,
42,42,9878,10,2,3,0.0,0,0.0002945272495841331,2,0.0024132798750498945,0,0.01785015692631462,0,
43,43,9871,12,5,3,0.0,1,0.00030122177216059556,2,0.002435328927139771,2,0.019366788023114145,0,
44,44,9867,13,4,3,0.0,2,0.000307766084297745,0,0.0024725982905596617,1,0.02082127974537474,1,
45,45,9860,12,2,2,0.0,0,0.0003141517525885526,1,0.0025281152781491045,0,0.02218076864251328,1,
46,46,9854,12,3,3,0.0,2,0.00032044039329216757,1,0.0026025564751628472,0,0.023425189492581582,0,
47,47,9843,15,6,3,0.0,1,0.00032655162654267425,3,0.0026936872585947044,1,0.024536358208022434,1,
48,48,9839,13,2,3,0.0,1,0.00033265846771552527,1,0.002798504128581551,0,0.02552513656180923,0,
49,49,9834,11,2,4,0.0,0,0.0003387588588873873,1,0.0029107765908510884,1,0.02638258251447957,0,
50,50,9823,11,4,4,0.0,1,0.00034494299984969234,1,0.0030269184123838137,2,0.027105957058723925,0,
51,51,9816,10,3,4,0.0,1,0.00035119154617457333,0,0.0031457671574852695,0,0.027684075651103732,2,
52,52,9811,9,3,3,0.0,1,0.0003572931962417573,2,0.0032640207151938567,0,0.028145965867701416,0,
53,53,9804,6,1,4,0.0,0,0.00036321192829134175,1,0.0033795648795435763,0,0.0284927683923083,0,
54,54,9798,7,4,2,0.0,1,0.00036876816288493303,0,0.0034883906457236526,2,0.028742564108713644,1,
55,55,9794,5,1,2,0.0,0,0.0003737612019627774,0,0.003590539634570049,0,0.02891883249228726,1,
56,56,9790,4,2,3,0.0,0,0.00037794331321795553,2,0.0036828314178390755,0,0.029044143361066446,0,
57,57,9789,2,1,1,0.0,0,0.00038125606897285814,1,0.003764129225865787,0,0.02912926752389518,0,
58,58,9785,1,1,2,0.0,0,0.00038359455581069046,0,0.0038318892970334354,1,0.029180583617830613,0,
59,59,9783,3,3,1,0.0,0,0.0003848897241278942,1,0.003885560856181803,1,0.029189194520920177,1,
60,60,9777,2,2,2,0.0,0,0.0003851863207994151,1,0.0039254693894065626,1,0.029159607788003684,0,
61,61,9771,3,3,2,0.0,1,0.00038451228251855265,2,0.003953978204408806,0,0.029078874532323093,0,
62,62,9762,4,4,3,0.0,1,0.0003830974062516163,0,0.003972211928778181,1,0.028941750139173956,2,
63,63,9757,3,2,3,0.0,0,0.0003809968896965948,0,0.003983391349545996,2,0.028779047993646424,0,
64,64,9752,2,2,3,0.0,1,0.00037828701341898976,1,0.003992323528666143,0,0.028591538858921545,0,
65,65,9746,2,2,2,0.0,0,0.00037503218324228845,1,0.004000581604576355,0,0.02839462653354556,1,
66,66,9738,1,1,2,0.0,1,0.00037127078916431125,0,0.004009791090568853,0,0.028207080683247513,0,
67,67,9736,1,1,1,0.0,0,0.0003669707262834099,0,0.004018625987427206,1,0.028023791493603564,0,
68,68,9733,2,2,1,0.0,1,0.00036208960547807627,0,0.004026512751140675,1,0.027841076361540512,0,
69,69,9730,1,1,2,0.0,1,0.0003565184178701352,0,0.004032865817934185,0,0.027643474672141937,0,
70,70,9727,2,2,1,0.0,1,0.0003501294244342083,0,0.004036198317706669,1,0.027410585304035995,0,
71,71,9724,2,2,2,0.0,0,0.0003428050835580542,1,0.004037467468343157,1,0.027121052399131013,0,
72,72,9722,1,1,2,0.0,0,0.0003345887062131439,1,0.0040373045109691075,0,0.026755761269929144,0,
73,73,9721,2,2,1,0.0,0,0.00032561081974452117,1,0.004035163791754668,1,0.026299965551926808,0,
74,74,9715,2,2,2,0.0,0,0.00031613470303372545,0,0.004032586517921608,2,0.02574438886312819,0,
75,75,9711,2,2,2,0.0,0,0.0003063620375481695,0,0.004032834139486691,2,0.025085486835667418,0,
76,76,9709,2,2,1,0.0,0,0.0002964714927112762,2,0.004040896649397303,0,0.024325097667307314,0,
77,77,9706,2,2,1,0.0,1,0.0002867971453645944,0,0.004058864592915922,0,0.023469699111501156,1,
78,78,9703,3,3,2,0.0,1,0.0002774341451299711,2,0.004087611539431711,0,0.022550853927209544,0,
79,79,9696,3,2,2,0.0,1,0.00026877739845800996,1,0.004124248534054398,0,0.02158850084697686,0,
80,80,9695,2,1,1,0.0,0,0.0002610351503504137,1,0.004163727733240148,0,0.020611055638197873,0,
81,81,9691,3,3,2,0.0,1,0.00025445954421660495,1,0.004199964447799402,1,0.01963720798204756,0,
82,82,9685,3,2,2,0.0,0,0.0002492134782445682,1,0.00422920396230445,1,0.01867878707452702,0,
83,83,9683,2,1,1,0.0,0,0.00024538273990412613,1,0.004249164270669754,0,0.017742027922665937,0,
84,84,9680,1,1,1,0.0,0,0.00024298142847367402,1,0.004257872167218351,0,0.016829223960868132,0,
85,85,9676,4,4,1,0.0,0,0.0002419631422385125,3,0.00425430369810883,1,0.015940277277600823,0,
86,86,9671,4,2,2,0.0,0,0.0002424926891247269,0,0.004239275238250849,2,0.015073941839100529,0,
87,87,9665,5,3,2,0.0,0,0.00024439981134640815,1,0.00421674778727923,1,0.014228710065346874,1,
88,88,9663,4,1,2,0.0,1,0.00024766150535973457,0,0.004190878284626504,0,0.013424769476048787,0,
89,89,9659,4,2,2,0.0,1,0.00025194735273373104,0,0.004165037955892356,1,0.01266860620953633,0,
90,90,9651,4,2,2,0.0,0,0.00025686259361777316,2,0.004143225208344041,0,0.011974188575098391,0,
91,91,9647,4,2,1,0.0,1,0.0002621727671939626,1,0.004125231874219882,0,0.01134561545927235,0,
92,92,9644,3,1,1,0.0,0,0.00026758456539989755,0,0.004110014963446251,1,0.01078061944416158,0,
